Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Шаранская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423	УИК №3424	УИК №3425	УИК №3426	УИК №3427	УИК №3428	УИК №3429	УИК №3430	УИК №3431	УИК №3432	УИК №3433	УИК №3434	УИК №3435	УИК №3436	УИК №3437	УИК №3438	УИК №3439	УИК №3440	УИК №3441	УИК №3442	УИК №3443	УИК №3444	УИК №3445	УИК №3446	УИК №3447	УИК №3448					
1	"Число избирателей, внесенных в списки"	16342	449	182	178	494	562	419	218	358	266	200	309	700	173	94	564	315	321	143	358	196	165	553	103	208	626	96	326	320	323	243	156	272	436	177	272	209	635	435	868	1332	927	447	572	142					
2	"Число бюллетеней, полученных участковыми комиссиями"	16256	454	175	183	497	566	417	236	354	262	189	314	683	172	95	566	325	340	144	362	196	164	565	112	215	616	102	325	312	315	243	156	306	436	184	293	214	638	437	797	1253	903	436	553	151					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13726	383	158	157	405	417	360	184	315	214	175	262	558	148	88	445	262	267	105	243	152	154	451	96	181	556	90	281	267	260	212	126	229	367	148	190	153	530	376	746	1200	802	394	477	142					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1501	43	7	17	68	108	49	34	36	38	11	28	57	15	5	97	31	54	38	115	44	7	33	7	22	32	6	30	21	46	20	17	43	67	29	32	14	32	14	44	16	16	23	35	0					
6	Число погашенных бюллетеней	1029	28	10	9	24	41	8	18	3	10	3	24	68	9	2	24	32	19	1	4	0	3	81	9	12	28	6	14	24	9	11	13	34	2	7	71	47	76	47	7	37	85	19	41	9					
7	Число бюллетеней в переносных ящиках для голосования	1501	43	7	17	68	108	49	34	36	38	11	28	57	15	5	97	31	54	38	115	44	7	33	7	22	32	6	30	21	46	20	17	43	67	29	32	14	32	14	44	16	16	23	35	0					
8	Число бюллетеней в стационарных ящиках для голосования	13726	383	158	157	405	417	360	184	315	214	175	262	558	148	88	445	262	267	105	243	152	154	451	96	181	556	90	281	267	260	212	126	229	367	148	190	153	530	376	746	1200	802	394	477	142					
9	Число недействительных бюллетеней	341	7	12	13	2	1	0	3	5	2	25	35	5	15	8	6	24	18	5	11	4	14	0	12	0	0	0	13	12	17	4	7	4	5	8	5	10	0	12	4	3	8	2	0	0					
10	Число действительных бюллетеней	14886	419	153	161	471	524	409	215	346	250	161	255	610	148	85	536	269	303	138	347	192	147	484	91	203	588	96	298	276	289	228	136	268	429	169	217	157	562	378	786	1213	810	415	512	142					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	399	10	5	12	10	10	10	3	20	6	5	8	12	5	4	12	8	8	6	5	5	5	12	5	5	10	4	10	5	5	7	3	5	10	5	6	5	8	5	35	39	20	16	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	283	10	5	10	1	10	9	3	20	5	4	4	3	0	0	12	7	2	0	5	0	5	12	2	5	1	4	2	0	5	7	1	0	1	5	6	5	1	3	28	39	20	15	5	1					
