Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Бакчарская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368					
1	"Число избирателей, внесенных в списки"	10372	339	135	87	952	811	954	956	882	59	94	335	451	283	139	264	86	135	476	134	608	967	119	276	95	141	503	91					
2	"Число бюллетеней, полученных участковыми комиссиями"	9822	338	135	87	850	730	860	830	800	70	105	340	440	290	142	275	85	135	470	135	550	900	125	285	100	145	500	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7174	261	109	84	565	429	599	610	629	50	71	266	407	216	112	213	76	90	330	114	383	576	88	235	82	131	362	86					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	715	23	4	2	54	101	94	63	47	3	6	27	0	15	7	26	0	7	41	0	69	59	8	21	6	0	28	4					
6	Число погашенных бюллетеней	1933	54	22	1	231	200	167	157	124	17	28	47	33	59	23	36	9	38	99	21	98	265	29	29	12	14	110	10					
7	Число бюллетеней в переносных ящиках для голосования	715	23	4	2	54	101	94	63	47	3	6	27	0	15	7	26	0	7	41	0	69	59	8	21	6	0	28	4					
8	Число бюллетеней в стационарных ящиках для голосования	7172	261	109	84	565	429	599	609	629	50	71	266	407	216	112	213	76	90	330	114	383	576	87	235	82	131	362	86					
9	Число недействительных бюллетеней	76	0	1	0	4	6	6	3	9	0	0	5	3	5	2	7	0	1	3	1	4	4	2	4	0	0	5	1					
10	Число действительных бюллетеней	7811	284	112	86	615	524	687	669	667	53	77	288	404	226	117	232	76	96	368	113	448	631	93	252	88	131	385	89					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	257	10	10	3	15	15	15	15	31	3	3	10	10	10	4	15	3	3	10	3	15	20	3	8	3	4	10	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	141	3	10	1	6	7	8	14	31	3	0	4	2	8	1	14	0	0	1	0	0	1	1	8	2	1	9	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	67	4	2	1	1	2	1	1	7	0	2	3	2	2	2	4	3	3	4	2	1	4	3	1	1	2	4	5					
14	Число погашенных открепительных удостоверений	116	7	0	2	9	8	7	1	0	0	3	6	8	2	3	1	3	3	9	3	15	19	2	0	1	3	1	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	147	4	3	1	10	9	20	11	11	1	0	5	14	4	1	5	1	0	4	2	8	21	4	1	1	1	4	1					
		1.86%	1.40%	2.65%	1.16%	1.61%	1.69%	2.88%	1.63%	1.62%	1.88%	0.0%	1.70%	3.43%	1.73%	0.84%	2.09%	1.31%	0.0%	1.07%	1.75%	1.76%	3.30%	4.21%	0.39%	1.13%	0.76%	1.02%	1.11%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	78	2	0	1	12	10	7	2	11	0	0	3	4	2	1	1	0	1	0	1	4	6	0	0	2	1	7	0					
		0.98%	0.70%	0.0%	1.16%	1.93%	1.88%	1.01%	0.29%	1.62%	0.0%	0.0%	1.02%	0.98%	0.86%	0.84%	0.41%	0.0%	1.03%	0.0%	0.87%	0.88%	0.94%	0.0%	0.0%	2.27%	0.76%	1.79%	0.0%					
