Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Северо-Байкальская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527					
1	"Число избирателей, внесенных в списки избирателей"	12279	1119	512	1168	930	662	504	279	647	542	479	537	301	1085	925	817	495	497	420	360					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10253	895	411	902	780	534	495	268	531	467	449	460	266	866	740	662	400	390	409	328					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	51	0	15	30	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6825	580	268	548	493	398	311	194	352	385	373	367	198	508	528	347	243	219	258	255					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	374	68	9	23	17	8	40	13	20	4	15	14	12	33	20	17	8	9	33	11					
6	Число погашенных избирательных бюллетеней	3003	247	119	301	270	128	144	55	159	78	61	79	56	325	192	298	149	162	118	62					
7	Число избирательных бюллетеней в переносных ящиках для голосования	425	68	24	53	17	8	40	19	20	4	15	14	12	33	20	17	8	9	33	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6806	580	268	548	476	398	311	194	352	385	373	367	198	508	528	345	243	219	258	255					
9	Число недействительных избирательных бюллетеней	100	18	2	3	7	3	4	5	3	5	3	8	2	5	1	5	7	2	14	3					
10	Число действительных избирательных бюллетеней	7131	630	290	598	486	403	347	208	369	384	385	373	208	536	547	357	244	226	277	263					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	455	30	20	40	30	25	20	15	25	30	15	20	10	40	30	30	20	20	20	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	186	10	1	9	13	17	13	15	12	30	11	12	6	3	14	6	0	3	8	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	53	6	2	3	2	3	3	1	2	6	3	4	1	2	7	2	2	1	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	269	20	19	31	17	8	7	0	13	0	4	8	4	37	16	24	20	17	12	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
