Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    район Филевский парк																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2868	УИК №2869	УИК №2870	УИК №2871	УИК №2872	УИК №2873	УИК №2874	УИК №2875	УИК №3766									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	47802	2260	2328	2325	1797	1289	2426	2248	1325	2172	2050	2643	1557	2262	1137	2658	2186	1985	1061	152	2687	1770	2150	2322	2724	288									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34410	1600	1700	1700	1300	900	1700	1600	1000	1600	1500	1900	1100	1600	800	1900	1600	1400	800	110	1900	1300	1500	1700	1900	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14942	628	706	704	471	399	811	770	500	567	590	855	541	750	374	749	644	657	341	39	827	607	625	762	879	146									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	673	28	22	45	33	7	44	36	25	30	42	24	21	38	13	13	26	33	4	3	12	37	30	24	22	61									
6	Число погашенных избирательных бюллетеней	18795	944	972	951	796	494	845	794	475	1003	868	1021	538	812	413	1138	930	710	455	68	1061	656	845	914	999	93									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	673	28	22	45	33	7	44	36	25	30	42	24	21	38	13	13	26	33	4	3	12	37	30	24	22	61									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	14874	597	700	704	471	399	810	770	498	567	590	842	540	748	371	748	643	655	340	39	827	607	625	759	878	146									
9	Число недействительных избирательных бюллетеней	330	18	16	57	10	8	10	14	8	11	10	12	15	21	7	14	6	20	7	1	17	10	16	10	11	1									
10	Число действительных избирательных бюллетеней	15217	607	706	692	494	398	844	792	515	586	622	854	546	765	377	747	663	668	337	41	822	634	639	773	889	206									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	470	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	10	20	20	20	20	20	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	227	12	15	6	9	5	20	6	6	8	9	9	6	11	6	11	9	12	8	0	13	7	10	15	14	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	291	3	4	22	5	11	10	13	6	5	4	25	29	17	21	9	21	33	14	6	4	9	3	3	11	3									
14	Число погашенных неиспользованных открепительных удостоверений	243	8	5	14	11	15	0	14	14	12	11	11	14	9	14	9	11	8	12	10	7	13	10	5	6	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	0	1	2	5	0	2	1	1	3	1	1	1	0	0	3	0	3	0	0	5	1	1	1	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	628	15	37	25	21	14	35	36	20	36	23	25	22	45	13	25	27	33	12	1	42	22	23	41	32	3									
		4.04%	2.40%	5.12%	3.34%	4.17%	3.45%	4.10%	4.47%	3.82%	6.03%	3.64%	2.89%	3.92%	5.73%	3.39%	3.29%	4.04%	4.80%	3.49%	2.38%	5.01%	3.42%	3.51%	5.24%	3.56%	1.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	238	5	11	9	8	10	11	14	12	9	13	6	10	16	6	14	8	8	6	0	14	18	9	11	10	0									
		1.53%	0.80%	1.52%	1.20%	1.59%	2.46%	1.29%	1.74%	2.29%	1.51%	2.06%	0.69%	1.78%	2.04%	1.56%	1.84%	1.20%	1.16%	1.74%	0.00%	1.67%	2.80%	1.37%	1.40%	1.11%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	496	14	28	33	22	16	25	27	11	21	24	28	12	30	9	15	23	15	16	1	20	26	25	16	29	10									
		3.19%	2.24%	3.88%	4.41%	4.37%	3.94%	2.93%	3.35%	2.10%	3.52%	3.80%	3.23%	2.14%	3.82%	2.34%	1.97%	3.44%	2.18%	4.65%	2.38%	2.38%	4.04%	3.82%	2.04%	3.22%	4.83%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5227	237	212	216	159	108	265	285	177	189	229	338	203	246	111	242	231	246	111	17	257	236	223	301	304	84									
		33.62%	37.92%	29.36%	28.84%	31.55%	26.60%	31.03%	35.36%	33.84%	31.66%	36.23%	39.03%	36.19%	31.30%	28.91%	31.80%	34.53%	35.76%	32.27%	40.48%	30.63%	36.65%	34.05%	38.44%	33.78%	40.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	284	19	10	11	14	12	13	14	8	15	12	22	14	10	10	7	10	8	6	0	19	9	8	12	16	5									
		1.83%	3.04%	1.39%	1.47%	2.78%	2.96%	1.52%	1.74%	1.53%	2.51%	1.90%	2.54%	2.50%	1.27%	2.60%	0.92%	1.49%	1.16%	1.74%	0.00%	2.26%	1.40%	1.22%	1.53%	1.78%	2.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	73	5	24	2	3	0	5	1	1	3	2	2	1	2	0	2	2	1	3	0	4	4	2	0	4	0									
