Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Турочакская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116					
1	"Число избирателей, внесенных в список избирателей"	9686	460	151	2127	2335	155	50	185	348	436	152	113	166	1121	486	461	67	156	41	133	159	66	318					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9000	460	140	2000	2000	150	50	200	400	400	130	110	160	1000	450	400	66	150	44	140	140	70	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	39	0	0	0	2	0	0	0	0	0	0	0	0	0	24	0	0	0	0	13	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4664	281	76	919	934	74	43	136	201	201	107	62	74	505	226	243	19	101	28	89	85	47	213					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	324	11	8	63	73	6	2	9	23	8	3	3	13	18	33	10	2	4	0	7	4	3	21					
6	Число погашенных избирательных бюллетеней	3973	168	56	1018	991	70	5	55	176	191	20	45	73	477	167	147	45	45	16	31	51	20	106					
7	Число избирательных бюллетеней в переносных ящиках для голосования	363	11	8	63	75	6	2	9	23	8	3	3	13	18	57	10	2	4	0	20	4	3	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4664	281	76	919	934	74	43	136	201	201	107	62	74	505	226	243	19	101	28	89	85	47	213					
9	Число недействительных избирательных бюллетеней	54	3	0	13	13	1	0	0	1	0	1	0	0	7	5	4	0	0	0	1	0	0	5					
10	Число действительных избирательных бюллетеней	4973	289	84	969	996	79	45	145	223	209	109	65	87	516	278	249	21	105	28	108	89	50	229					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	180	10	5	20	30	5	5	5	10	10	5	5	5	15	10	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	92	3	0	14	26	2	5	5	7	5	0	1	0	11	5	1	0	1	1	0	0	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	58	1	1	15	4	3	2	1	3	0	1	1	1	3	7	1	1	2	2	2	3	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	88	7	5	6	4	3	0	0	3	5	5	4	5	4	5	4	5	4	4	5	5	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	537	20	8	119	120	8	1	13	27	21	12	6	11	53	35	25	2	3	1	14	6	8	24					
		10.68%	6.85%	9.52%	12.12%	11.89%	10.00%	2.22%	8.97%	12.05%	10.05%	10.91%	9.23%	12.64%	10.13%	12.37%	9.88%	9.52%	2.86%	3.57%	12.84%	6.74%	16.00%	10.26%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	757	36	21	177	177	21	5	12	47	14	5	7	17	78	34	39	2	2	3	14	3	8	35					
		15.06%	12.33%	25.00%	18.02%	17.54%	26.25%	11.11%	8.28%	20.98%	6.70%	4.55%	10.77%	19.54%	14.91%	12.01%	15.42%	9.52%	1.90%	10.71%	12.84%	3.37%	16.00%	14.96%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	1	1	5	12	0	0	0	0	1	0	0	0	6	5	3	1	0	0	2	0	2	2					
		0.82%	0.34%	1.19%	0.51%	1.19%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	1.15%	1.77%	1.19%	4.76%	0.00%	0.00%	1.83%	0.00%	4.00%	0.85%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1358	72	11	302	264	30	16	26	58	52	24	12	25	176	71	62	6	15	9	21	32	8	66					
		27.01%	24.66%	13.10%	30.75%	26.16%	37.50%	35.56%	17.93%	25.89%	24.88%	21.82%	18.46%	28.74%	33.65%	25.09%	24.51%	28.57%	14.29%	32.14%	19.27%	35.96%	16.00%	28.21%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	95	4	0	28	29	0	0	1	2	3	0	1	1	9	7	4	1	1	0	1	0	0	3					
		1.89%	1.37%	0.00%	2.85%	2.87%	0.00%	0.00%	0.69%	0.89%	1.44%	0.00%	1.54%	1.15%	1.72%	2.47%	1.58%	4.76%	0.95%	0.00%	0.92%	0.00%	0.00%	1.28%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2167	156	43	334	393	19	23	92	88	118	68	39	33	193	124	113	9	84	15	55	48	24	96					
		43.11%	53.42%	51.19%	34.01%	38.95%	23.75%	51.11%	63.45%	39.29%	56.46%	61.82%	60.00%	37.93%	36.90%	43.82%	44.66%	42.86%	80.00%	53.57%	50.46%	53.93%	48.00%	41.03%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	18	0	0	4	1	1	0	1	1	0	0	0	0	1	2	3	0	0	0	1	0	0	3					
		0.36%	0.00%	0.00%	0.41%	0.10%	1.25%	0.00%	0.69%	0.45%	0.00%	0.00%	0.00%	0.00%	0.19%	0.71%	1.19%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	1.28%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
