Выборы Президента Российской Федерации																																									
Дата голосования: 02.03.2008																																									
																																									
Наименование Избирательной комиссии:    Нерюнгринская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
	Число участковых избирательных комиссий	34																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																							
																																									
		Сумма	УИК №378	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415					
1	"Число избирателей, включенных в списки избирателей"	56909	1151	2010	2791	1675	1619	2187	2098	1675	2180	2070	1573	2402	2031	2166	1511	2221	2347	2120	2250	1630	2498	1471	1475	2227	1279	269	1398	1505	1416	1735	618	682	342	287					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	55300	1300	2000	2400	1800	1700	2000	2100	1700	2000	2100	1700	2300	1900	2100	1400	2000	2100	2000	2300	1700	2500	1300	1300	2130	1200	297	1300	1500	1300	1700	610	668	407	488					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	217					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	41050	815	1393	1941	1338	1265	1462	1525	1243	1532	1776	1214	1742	1527	1587	1118	1490	1630	1499	1799	1280	1774	997	1045	1449	991	220	764	1033	971	1340	441	516	263	70					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	909	9	27	27	40	27	25	21	15	31	22	20	23	20	25	16	28	25	34	24	23	25	91	85	46	42	13	13	11	17	27	19	24	14	0					
6	Число погашенных избирательных бюллетеней	13024	476	580	432	422	408	513	554	442	437	302	466	535	353	488	266	482	445	467	477	397	701	212	170	535	167	64	523	456	312	333	150	128	130	201					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1226	9	27	27	40	27	25	21	15	31	22	20	23	20	25	16	28	25	34	24	23	25	91	85	146	42	13	13	11	17	27	19	24	14	217					
8	Число бюллетеней в стационарных ящиках для голосования	40691	807	1393	1931	1333	1262	1462	1520	1243	1532	1531	1195	1740	1527	1580	1114	1490	1626	1499	1799	1280	1765	990	1044	1433	991	220	764	1033	971	1327	441	515	263	70					
