Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Нерюнгринская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395					
1	"Число избирателей, внесенных в список"	62543	2410	2816	2654	2780	2717	2671	1966	2277	2594	2872	2553	2593	2697	2693	2814	2150	2487	2709	2054	1500	2288	1361	301	1194	1745	1396	1799	598	716	394	744					
2	Число полученных избирательных бюллетеней	60510	2400	2700	2300	2600	2500	2400	1800	2200	2500	2900	2600	2500	2700	2500	2700	1900	2400	2500	2000	1500	2000	1400	280	1100	1700	1500	1800	580	850	400	1300					
3	"Число избирательных бюллетеней, выданных  досрочно"	907	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	43	33	621					
4	"Число избирательных бюллетеней, выданных в день голосования"	45809	1655	2141	1695	2154	1957	1936	1536	1801	1976	2039	2026	2087	2158	2070	2161	1566	1867	1761	1595	969	1593	1089	221	784	1332	992	1324	465	508	248	103					
5	"Число избирательных бюллетеней, выданных вне помещения"	1070	35	15	43	71	34	20	21	24	48	24	14	20	60	24	21	20	22	142	76	80	49	37	6	46	9	26	28	17	30	4	4					
6	Число погашенных избирательных бюллетеней	12724	710	544	562	375	509	444	243	375	476	706	560	393	482	406	518	314	511	597	329	372	358	274	53	270	359	482	448	98	269	115	572					
7	Число избирательных бюллетеней в переносных ящиках	1977	35	15	43	71	34	20	21	24	48	155	14	20	60	24	21	20	22	142	76	159	49	37	6	46	9	26	28	17	73	37	625					
8	Число бюллетеней в стационарных ящиках для голосования	45784	1655	2140	1686	2152	1957	1936	1535	1801	1976	2039	2026	2087	2158	2068	2160	1566	1867	1759	1595	963	1592	1089	221	784	1332	992	1324	465	508	248	103					
9	Число недействительных избирательных бюллетеней	215	8	17	18	6	6	10	14	9	5	4	15	5	7	12	5	9	3	14	0	5	7	3	1	0	6	3	8	3	6	1	5					
10	Число действительных избирательных бюллетеней	47546	1682	2138	1711	2217	1985	1946	1542	1816	2019	2190	2025	2102	2211	2080	2176	1577	1886	1887	1671	1117	1634	1123	226	830	1335	1015	1344	479	575	284	723					
11	Число полученных открепительных  удостоверений	1450	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	40	20	20	20					
12	Число выданных открепительных удостоверений	383	5	10	8	13	6	15	10	9	15	6	21	20	17	18	14	13	15	14	15	13	18	28	4	9	13	7	12	11	14	8	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	242	0	32	5	10	5	10	9	9	5	7	12	6	8	5	15	13	6	9	8	10	9	9	6	5	7	1	6	1	3	5	6					
14	Число неиспользованных открепительных удостоверений	1067	45	40	42	37	44	35	40	41	35	44	29	30	33	32	36	37	35	36	35	37	32	22	46	41	37	43	38	29	6	12	18					
15	"Число открепительных удостоверений, выданных в ТИК"	15	1	1	0	1	0	1	1	0	1	0	1	3	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
