Выборы Президента Российской Федерации																																																				
Дата голосования: 02.03.2008																																																				
																																																				
Наименование Избирательной комиссии:    Соликамская городская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
	Число участковых избирательных комиссий	45																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	45																																																		
																																																				
		Сумма	УИК №3601	УИК №3602	УИК №3603	УИК №3604	УИК №3605	УИК №3606	УИК №3607	УИК №3608	УИК №3609	УИК №3610	УИК №3611	УИК №3612	УИК №3613	УИК №3614	УИК №3615	УИК №3616	УИК №3617	УИК №3618	УИК №3619	УИК №3620	УИК №3621	УИК №3622	УИК №3623	УИК №3624	УИК №3625	УИК №3626	УИК №3627	УИК №3628	УИК №3629	УИК №3630	УИК №3631	УИК №3632	УИК №3633	УИК №3634	УИК №3635	УИК №3636	УИК №3637	УИК №3638	УИК №3639	УИК №3640	УИК №3641	УИК №3642	УИК №3643	УИК №3644	УИК №3645					
1	"Число избирателей, включенных в списки избирателей"	73879	2178	1065	1490	1031	2785	1923	2759	2711	2723	1203	2966	2740	1963	1705	1502	1537	874	2494	2060	2792	982	1849	2642	2974	2261	745	2208	850	1137	2687	2854	1938	1492	468	838	1003	1089	1255	843	338	1066	1385	203	121	150					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	63574	2000	1000	1300	900	2500	1600	2300	2200	2500	1000	2500	2300	1500	1500	1300	1300	700	2100	1700	2500	700	1500	2500	2500	2000	600	2000	700	1000	2500	2500	1700	1300	400	700	800	1000	1000	700	200	1000	1100	203	121	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	37142	922	484	648	515	1446	997	1513	1539	1447	605	1500	1415	1024	866	780	648	341	1339	1136	1513	507	1013	1389	1503	1170	424	1209	365	558	1304	1283	880	729	194	290	349	475	651	361	174	506	753	203	121	53					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1420	43	22	34	11	69	23	22	36	58	11	30	46	25	39	30	93	18	72	10	10	32	8	17	45	25	17	20	12	53	118	60	49	19	9	18	20	15	20	19	11	21	13	0	0	97					
6	Число погашенных избирательных бюллетеней	25012	1035	494	618	374	985	580	765	625	995	384	970	839	451	595	490	559	341	689	554	977	161	479	1094	952	805	159	771	323	389	1078	1157	771	552	197	392	431	510	329	320	15	473	334	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1420	43	22	34	11	69	23	22	36	58	11	30	46	25	39	30	93	18	72	10	10	32	8	17	45	25	17	20	12	53	118	60	49	19	9	18	20	15	20	19	11	21	13	0	0	97					
8	Число бюллетеней в стационарных ящиках для голосования	37139	922	484	648	515	1446	997	1512	1538	1447	605	1500	1415	1024	866	780	648	341	1339	1136	1513	507	1013	1389	1503	1170	424	1209	365	558	1304	1283	880	728	194	290	349	475	651	361	174	506	753	203	121	53					
9	Число недействительных избирательных бюллетеней	409	7	4	8	4	9	11	18	10	17	8	21	19	20	11	16	9	3	10	20	18	4	14	12	16	12	4	12	2	8	15	18	9	9	3	1	3	3	6	3	1	1	8	0	2	0					
10	Число действительных избирательных бюллетеней	38150	958	502	674	522	1506	1009	1516	1564	1488	608	1509	1442	1029	894	794	732	356	1401	1126	1505	535	1007	1394	1532	1183	437	1217	375	603	1407	1325	920	738	200	307	366	487	665	377	184	526	758	203	119	150					
11	Число полученных открепительных  удостоверений	650	20	10	10	10	20	20	20	30	20	10	20	20	30	10	20	10	10	20	20	20	20	10	20	20	20	10	20	10	10	20	20	20	10	10	10	10	10	10	10	10	10	10	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	390	6	5	3	3	14	15	9	19	12	7	17	20	19	8	12	3	1	15	11	20	14	10	12	15	6	3	15	8	9	10	16	11	6	4	5	3	6	3	5	3	2	5	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	361	5	3	5	7	8	11	5	13	16	9	6	12	4	3	3	3	2	9	9	11	30	4	9	4	9	4	8	7	12	13	12	7	19	1	10	1	7	9	3	13	3	6	19	0	7					
14	Число неиспользованных открепительных удостоверений	260	14	5	7	7	6	5	11	11	8	3	3	0	11	2	8	7	9	5	9	0	6	0	8	5	14	7	5	2	1	10	4	9	4	6	5	7	4	7	5	7	8	5	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	15	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	2	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
