Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Каргопольская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334					
1	"Число избирателей, внесенных в список избирателей"	15727	1474	1155	1255	1226	1258	710	1159	444	162	82	157	122	142	140	336	119	129	58	452	112	273	788	319	489	240	436	137	137	672	145	679	476	244					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15870	1450	1150	1250	1200	1300	700	1200	450	170	90	160	130	160	170	360	130	110	60	460	120	250	790	320	500	250	460	130	140	670	140	710	460	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7517	672	519	665	596	647	312	417	236	82	50	88	70	69	74	195	63	49	31	257	48	131	357	182	238	101	239	55	58	282	64	330	200	140					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1089	42	46	37	55	25	25	138	15	3	4	13	0	17	15	23	14	53	12	10	14	26	68	22	41	22	43	42	25	84	29	46	58	22					
6	Число погашенных избирательных бюллетеней	7259	736	585	548	549	628	363	645	199	85	36	59	60	74	81	142	53	8	17	193	58	88	365	116	221	127	178	33	57	304	47	334	202	68					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1094	42	46	37	55	25	25	138	15	3	4	13	0	17	15	23	14	53	12	10	14	31	68	22	41	22	43	42	25	84	29	46	58	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7517	672	519	665	596	647	312	417	236	82	50	88	70	69	74	195	63	49	31	257	48	131	357	182	238	101	239	55	58	282	64	330	200	140					
9	Число недействительных избирательных бюллетеней	79	6	7	5	7	3	6	4	2	2	0	2	1	0	0	2	0	0	0	3	0	4	2	4	4	0	0	0	0	0	3	3	7	2					
10	Число действительных избирательных бюллетеней	8532	708	558	697	644	669	331	551	249	83	54	99	69	86	89	216	77	102	43	264	62	158	423	200	275	123	282	97	83	366	90	373	251	160					
