Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Каргопольская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336					
1	"Число избирателей, внесенных в списки избирателей"	16196	1411	1292	1298	1521	813	700	1264	440	169	103	174	129	176	182	362	138	130	80	460	131	259	802	320	524	239	473	84	60	689	157	531	146	191	487	261					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15740	1400	1100	1300	1500	800	700	1200	450	160	100	170	130	160	170	360	140	120	70	450	120	250	800	330	500	240	450	80	60	700	160	500	140	200	480	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8486	709	671	691	819	442	353	548	243	104	58	112	78	90	90	222	70	50	57	273	77	138	371	196	272	118	262	58	38	322	78	264	85	121	251	155					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	985	33	48	22	65	12	24	119	14	4	9	2	3	21	12	7	12	49	13	14	15	34	49	10	34	21	46	2	5	53	42	81	15	19	52	24					
6	Число погашенных избирательных бюллетеней	6258	658	381	587	616	346	323	533	193	52	33	56	49	49	68	131	58	21	0	163	28	72	380	124	194	101	142	20	17	325	40	150	40	60	177	71					
7	Число избирательных бюллетеней в переносных ящиках для голосования	996	33	48	22	65	12	24	119	14	4	9	2	3	21	12	7	12	49	13	14	15	40	49	10	34	21	46	2	5	53	42	86	15	19	52	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8484	709	671	689	819	442	353	548	243	104	58	112	78	90	90	222	70	50	57	273	77	138	371	196	272	118	262	58	38	322	78	264	85	121	251	155					
9	Число недействительных избирательных бюллетеней	51	10	5	2	2	1	6	3	1	0	0	0	1	0	1	0	0	0	0	1	0	2	1	2	1	1	5	1	0	1	0	1	0	2	1	0					
10	Число действительных избирательных бюллетеней	9429	732	714	709	882	453	371	664	256	108	67	114	80	111	101	229	82	99	70	286	92	176	419	204	305	138	303	59	43	374	120	349	100	138	302	179					
