Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Здвинская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223					
1	"Число избирателей, внесенных в список"	14410	2203	2384	384	61	71	88	749	115	758	72	540	616	160	393	164	724	205	503	127	375	284	106	186	332	40	161	652	124	577	247	139	678	99	93					
2	Число полученных избирательных бюллетеней	14380	2145	2300	393	64	72	88	757	118	776	73	540	623	163	390	170	734	208	509	131	379	275	107	188	338	42	162	659	126	584	247	143	685	99	92					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9809	1227	1408	280	51	59	76	500	94	458	62	381	469	128	286	142	567	182	356	99	262	214	106	136	252	36	128	444	105	405	175	105	459	91	66					
5	"Число избирательных бюллетеней, выданных вне помещения"	1259	230	236	49	5	1	7	100	3	103	4	48	53	17	49	8	63	5	40	11	27	0	0	5	12	0	5	31	0	21	35	19	60	4	8					
6	Число погашенных избирательных бюллетеней	3312	688	656	64	8	12	5	157	21	215	7	111	101	18	55	20	104	21	113	21	90	61	1	47	74	6	29	184	21	158	37	19	166	4	18					
7	Число избирательных бюллетеней в переносных ящиках	1259	230	236	49	5	1	7	100	3	103	4	48	53	17	49	8	63	5	40	11	27	0	0	5	12	0	5	31	0	21	35	19	60	4	8					
8	Число бюллетеней в стационарных ящиках для голосования	9809	1227	1408	280	51	59	76	500	94	458	62	381	469	128	286	142	567	182	356	99	262	214	106	136	252	36	128	444	105	405	175	105	459	91	66					
9	Число недействительных избирательных бюллетеней	102	9	14	0	1	0	0	12	0	8	0	4	2	2	6	2	4	0	5	0	6	3	0	2	0	0	0	4	0	12	0	0	6	0	0					
10	Число действительных избирательных бюллетеней	10966	1448	1630	329	55	60	83	588	97	553	66	425	520	143	329	148	626	187	391	110	283	211	106	139	264	36	133	471	105	414	210	124	513	95	74					
11	Число полученных открепительных  удостоверений	136	28	27	2	1	1	1	4	1	6	2	2	4	2	2	1	4	2	3	2	3	2	1	2	3	1	2	8	0	6	2	5	4	1	1					
12	Число выданных открепительных удостоверений	78	11	23	2	0	0	0	3	0	6	0	0	1	0	1	1	4	0	3	2	0	0	0	0	0	0	0	6	0	6	0	5	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	0	4	0	1	1	1	1	0	2	0	0	1	1	0	1	0	0	2	1	1	2	1	1	0	0	0	0	1	0	1	2	1	1	1					
14	Число неиспользованных открепительных удостоверений	58	17	4	0	1	1	1	1	1	0	2	2	3	2	1	0	0	2	0	0	3	2	1	2	3	1	2	2	0	0	2	0	1	0	1					
15	"Число открепительных удостоверений, выданных в ТИК"	9	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	146	31	36	3	0	0	0	8	0	1	3	5	5	2	6	1	7	3	5	0	1	1	0	3	1	0	0	10	0	6	1	0	6	1	0					
		1.32%	2.13%	2.19%	0.91%	0.00%	0.00%	0.00%	1.33%	0.00%	0.18%	4.55%	1.17%	0.96%	1.38%	1.79%	0.67%	1.11%	1.60%	1.26%	0.00%	0.35%	0.47%	0.00%	2.13%	0.38%	0.00%	0.00%	2.11%	0.00%	1.41%	0.48%	0.00%	1.16%	1.05%	0.00%					
19	. Малышкин Олег Александрович	223	37	29	16	7	4	5	18	6	5	5	5	14	5	5	1	3	1	9	3	0	3	0	1	3	0	1	3	1	9	7	0	16	1	0					
		2.01%	2.54%	1.76%	4.86%	12.50%	6.67%	6.02%	3.00%	6.19%	0.89%	7.58%	1.17%	2.68%	3.45%	1.49%	0.67%	0.48%	0.53%	2.27%	2.73%	0.00%	1.40%	0.00%	0.71%	1.14%	0.00%	0.75%	0.63%	0.95%	2.11%	3.33%	0.00%	3.08%	1.05%	0.00%					
20	. Миронов Сергей Михайлович	39	7	5	7	0	1	0	2	0	2	0	0	3	0	0	2	1	2	1	1	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0					
		0.35%	0.48%	0.30%	2.13%	0.00%	1.67%	0.00%	0.33%	0.00%	0.36%	0.00%	0.00%	0.57%	0.00%	0.00%	1.33%	0.16%	1.07%	0.25%	0.91%	0.35%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.90%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	5907	846	905	180	22	25	47	268	63	316	33	165	255	54	163	74	341	57	214	91	162	129	44	52	108	18	57	353	91	197	114	91	293	55	24					
		53.37%	58.06%	55.05%	54.71%	39.29%	41.67%	56.63%	44.67%	64.95%	56.33%	50.00%	38.46%	48.85%	37.24%	48.66%	49.33%	54.13%	30.48%	54.04%	82.73%	56.06%	60.28%	41.51%	36.88%	40.91%	50.00%	42.86%	74.32%	86.67%	46.24%	54.29%	73.39%	56.45%	57.89%	32.43%					
22	. Хакамада Ирина Муцуовна	183	23	40	4	0	0	1	3	0	7	1	8	9	4	4	0	17	1	9	2	2	7	6	3	5	0	2	8	0	5	1	2	7	0	2					
		1.65%	1.58%	2.43%	1.22%	0.00%	0.00%	1.20%	0.50%	0.00%	1.25%	1.52%	1.86%	1.72%	2.76%	1.19%	0.00%	2.70%	0.53%	2.27%	1.82%	0.69%	3.27%	5.66%	2.13%	1.89%	0.00%	1.50%	1.68%	0.00%	1.17%	0.48%	1.61%	1.35%	0.00%	2.70%					
23	. Харитонов Николай Михайлович	4327	482	583	114	25	26	23	281	28	220	23	238	232	74	147	70	254	120	151	13	116	68	55	75	141	18	73	89	11	190	83	31	190	36	47					
		39.09%	33.08%	35.46%	34.65%	44.64%	43.33%	27.71%	46.83%	28.87%	39.22%	34.85%	55.48%	44.44%	51.03%	43.88%	46.67%	40.32%	64.17%	38.13%	11.82%	40.14%	31.78%	51.89%	53.19%	53.41%	50.00%	54.89%	18.74%	10.48%	44.60%	39.52%	25.00%	36.61%	37.89%	63.51%					
																																									
24	Против всех	141	22	32	5	1	4	7	8	0	2	1	4	2	4	4	0	3	3	2	0	1	2	1	5	6	0	0	8	0	7	3	0	1	2	1					
		1.27%	1.51%	1.95%	1.52%	1.79%	6.67%	8.43%	1.33%	0.00%	0.36%	1.52%	0.93%	0.38%	2.76%	1.19%	0.00%	0.48%	1.60%	0.51%	0.00%	0.35%	0.93%	0.94%	3.55%	2.27%	0.00%	0.00%	1.68%	0.00%	1.64%	1.43%	0.00%	0.19%	2.11%	1.35%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
