Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    район Крылатское																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444	УИК №2445	УИК №2446	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №3269					
1	"Число избирателей, внесенных в списки избирателей"	57075	3122	3027	3033	2771	2380	2552	2263	2209	2899	2758	2592	2621	2336	2380	3113	2788	2899	2305	2898	2283	2372	1316	158					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	45000	2300	2300	2300	2100	1900	2000	1600	1700	2600	2200	2100	2000	1900	1900	2400	2200	2300	1900	2300	1800	1900	1000	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	30546	1658	1595	1478	1548	1328	1366	1287	1067	2149	1417	1494	1302	1280	1241	1575	1403	1448	1108	1523	1266	1191	678	144					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	477	16	31	34	19	19	26	22	28	10	28	23	29	18	16	16	32	19	28	16	18	20	9	0					
6	Число погашенных избирательных бюллетеней	13977	626	674	788	533	553	608	291	605	441	755	583	669	602	643	809	765	833	764	761	516	689	313	156					
7	Число избирательных бюллетеней в переносных ящиках для голосования	473	16	31	34	19	19	25	22	28	10	28	23	29	18	16	15	32	17	28	16	18	20	9	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30226	1650	1589	1464	1530	1315	1346	1282	1063	2129	1411	1492	1302	1280	1241	1405	1396	1444	1101	1512	1266	1186	678	144					
9	Число недействительных избирательных бюллетеней	457	29	23	26	21	28	21	25	17	19	14	23	17	16	22	31	16	28	15	26	14	18	7	1					
10	Число действительных избирательных бюллетеней	30242	1637	1597	1472	1528	1306	1350	1279	1074	2120	1425	1492	1314	1282	1235	1389	1412	1433	1114	1502	1270	1188	680	143					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1140	60	50	50	50	50	60	50	50	50	50	50	50	50	50	50	50	50	50	50	50	70	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	787	50	45	41	29	40	51	19	23	34	28	31	26	41	32	35	32	39	41	41	33	54	22	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1346	110	75	126	99	62	55	28	27	24	28	50	47	27	61	115	105	70	24	21	45	38	90	19					
14	Число погашенных неиспользованных открепительных удостоверений	353	10	5	9	21	10	9	31	27	16	22	19	24	9	18	15	18	11	9	9	17	16	28	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	2	2	0	3	5	6	4	4	0	8	5	11	1	6	1	2	3	2	2	1	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	941	59	55	36	42	37	37	44	29	30	45	50	37	42	53	25	47	56	45	50	51	50	21	0					
		3.07%	3.54%	3.40%	2.40%	2.71%	2.77%	2.70%	3.37%	2.66%	1.40%	3.13%	3.30%	2.78%	3.24%	4.22%	1.76%	3.29%	3.83%	3.99%	3.27%	3.97%	4.15%	3.06%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	944	53	43	52	51	45	39	30	32	32	55	48	51	47	52	51	37	38	42	43	36	39	27	1					
		3.08%	3.18%	2.65%	3.47%	3.29%	3.37%	2.84%	2.30%	2.93%	1.50%	3.82%	3.17%	3.83%	3.62%	4.14%	3.59%	2.59%	2.60%	3.72%	2.81%	2.80%	3.23%	3.93%	0.69%					
20	3.Политическая партия «Демократическая партия России»	90	3	6	2	4	7	7	4	2	9	4	4	0	1	4	8	6	2	5	4	6	0	2	0					
		0.29%	0.18%	0.37%	0.13%	0.26%	0.52%	0.51%	0.31%	0.18%	0.42%	0.28%	0.26%	0.00%	0.08%	0.32%	0.56%	0.42%	0.14%	0.44%	0.26%	0.47%	0.00%	0.29%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5011	222	236	267	262	221	227	190	182	193	239	307	202	254	233	217	205	260	218	284	230	230	109	23					
		16.32%	13.33%	14.57%	17.82%	16.91%	16.57%	16.56%	14.57%	16.68%	9.02%	16.61%	20.26%	15.18%	19.57%	18.54%	15.28%	14.36%	17.80%	19.31%	18.59%	17.91%	19.07%	15.87%	15.97%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1179	62	74	46	55	43	56	30	37	26	70	65	65	46	50	66	63	72	41	89	43	32	43	5					
