Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Майская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26275	1438	1112	966	1957	760	1395	919	987	848	1928	1880	2393	1611	371	2448	2360	739	2163									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26200	1432	1110	962	1950	758	1392	915	987	845	1920	1875	2383	1608	371	2437	2355	740	2160									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	23075	1223	971	812	1754	666	1241	818	876	737	1643	1670	2150	1428	258	2173	2114	651	1890									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	758	83	38	63	21	24	22	14	19	32	105	37	23	34	82	44	24	19	74									
6	Число погашенных избирательных бюллетеней	2367	126	101	87	175	68	129	83	92	76	172	168	210	146	31	220	217	70	196									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	758	83	38	63	21	24	22	14	19	32	105	37	23	34	82	44	24	19	74									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	23075	1223	971	812	1754	666	1241	818	876	737	1643	1670	2150	1428	258	2173	2114	651	1890									
9	Число недействительных избирательных бюллетеней	60	4	2	6	4	3	4	2	2	4	7	2	4	2	1	2	5	2	4									
10	Число действительных избирательных бюллетеней	23773	1302	1007	869	1771	687	1259	830	893	765	1741	1705	2169	1460	339	2215	2133	668	1960									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	77	4	4	4	7	2	4	4	3	3	5	5	5	4	2	6	7	2	6									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	14	0	1	1	3	1	0	1	0	0	1	1	0	0	0	3	2	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	9	1	0	0	1	0	0	1	0	0	0	2	0	1	0	0	1	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	63	4	3	3	4	1	4	3	3	3	4	4	5	4	2	3	5	2	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	2	1	2	1	0	0	1	0	1	4	0	3	0	2	2	1	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
