Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Вяземская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48					
1	"Число избирателей, внесенных в списки"	66415	841	728	180	210	219	632	244	597	2303	2812	1128	2333	2675	2045	353	868	2829	2401	3042	497	675	1278	297	429	1499	592	1216	363	495	698	294	2983	3258	3006	2495	2449	2219	2907	1268	2283	2433	1158	1364	339	298	511	351	2320					
2	"Число бюллетеней, полученных участковыми комиссиями"	64955	850	730	180	205	225	640	240	570	2230	2775	1010	2285	2440	2025	350	880	2790	2360	2950	480	660	1290	300	430	1390	570	1200	360	500	700	310	3000	3200	2950	2320	2450	1970	2890	1240	2300	2370	1170	1360	350	300	530	360	2270					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30108	407	324	106	66	111	275	110	254	1117	1185	462	1178	1003	887	176	358	1290	1210	1668	178	308	568	123	158	388	225	467	153	209	263	139	1392	1449	1467	1121	994	1136	1266	643	1288	1255	525	502	111	198	184	194	1017					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3709	97	54	30	68	52	90	50	83	54	62	104	50	218	13	75	31	32	40	39	67	82	108	79	83	263	125	176	96	59	182	122	27	50	35	71	55	40	30	16	14	12	106	281	122	31	78	49	8					
6	Число погашенных бюллетеней	31138	346	352	44	71	62	275	80	233	1059	1528	444	1057	1219	1125	99	491	1468	1110	1243	235	270	614	98	189	739	220	557	111	232	255	49	1581	1701	1448	1128	1401	794	1594	581	998	1103	539	577	117	71	268	117	1245					
7	Число бюллетеней в переносных ящиках для голосования	3709	97	54	30	68	52	90	50	83	54	62	104	50	218	13	75	31	32	40	39	67	82	108	79	83	263	125	176	96	59	182	122	27	50	35	71	55	40	30	16	14	12	106	281	122	31	78	49	8					
8	Число бюллетеней в стационарных ящиках для голосования	30096	407	324	106	66	111	275	110	254	1117	1184	462	1178	1003	886	176	358	1289	1209	1668	178	308	567	123	158	388	225	467	153	209	263	139	1391	1446	1466	1121	994	1136	1266	643	1287	1255	525	502	111	198	184	194	1016					
9	Число недействительных бюллетеней	354	11	4	1	0	4	1	3	5	12	16	7	14	17	5	27	5	7	12	13	3	7	8	5	6	9	5	11	1	4	5	0	10	9	11	9	5	20	13	8	16	5	5	5	1	0	1	2	6					
10	Число действительных бюллетеней	33451	493	374	135	134	159	364	157	332	1159	1230	559	1214	1204	894	224	384	1314	1237	1694	242	383	667	197	235	642	345	632	248	264	440	261	1408	1487	1490	1183	1044	1156	1283	651	1285	1262	626	778	232	229	261	241	1018					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	604	6	5	6	5	6	7	6	6	11	18	13	20	13	13	2	11	20	15	24	5	8	20	6	6	11	11	11	11	11	11	11	26	26	24	16	16	23	21	16	11	21	26	6	6	6	6	6	19					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	294	3	1	1	0	2	7	2	0	8	14	3	13	6	9	0	0	17	13	16	2	3	4	5	1	6	1	2	1	1	0	0	11	14	17	10	7	13	19	6	8	9	5	4	3	0	3	5	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	279	5	5	2	2	2	4	12	6	7	9	6	4	8	9	3	1	6	11	15	3	7	4	6	2	8	5	6	5	2	5	3	15	12	13	4	12	6	4	0	7	3	3	1	6	7	3	6	4					
14	Число погашенных открепительных удостоверений	314	3	4	5	5	4	0	4	6	3	4	10	7	7	4	2	9	3	2	8	3	5	16	1	5	5	10	9	10	10	11	11	15	12	7	5	9	10	2	10	3	12	21	2	3	6	6	1	4					
15	Число открепительных удостоверений выданных ТИК	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	"1. ""ЕДИНЕНИЕ"""	299	6	3	4	1	2	8	0	7	11	9	6	7	7	8	2	5	13	4	4	4	5	12	3	2	10	2	5	1	4	7	4	7	12	9	7	10	14	8	4	10	6	12	14	0	2	2	3	13					
		0.88%	1.19%	0.79%	2.94%	0.74%	1.22%	2.19%	0.0%	2.07%	0.93%	0.72%	1.06%	0.57%	0.57%	0.88%	0.79%	1.28%	0.98%	0.32%	0.23%	1.63%	1.28%	1.77%	1.48%	0.82%	1.53%	0.57%	0.77%	0.40%	1.49%	1.57%	1.53%	0.49%	0.80%	0.59%	0.58%	0.95%	1.19%	0.61%	0.60%	0.76%	0.47%	1.90%	1.78%	0.0%	0.87%	0.76%	1.23%	1.26%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	647	4	7	0	1	0	4	1	26	15	26	8	27	27	29	2	2	33	32	39	1	9	11	2	17	11	4	15	0	1	2	2	30	37	25	23	26	14	17	9	14	34	9	7	3	3	3	5	30					
		1.91%	0.79%	1.85%	0.0%	0.74%	0.0%	1.09%	0.62%	7.71%	1.28%	2.08%	1.41%	2.19%	2.21%	3.22%	0.79%	0.51%	2.49%	2.56%	2.28%	0.40%	2.30%	1.62%	0.99%	7.05%	1.68%	1.14%	2.33%	0.0%	0.37%	0.44%	0.76%	2.11%	2.47%	1.66%	1.92%	2.47%	1.19%	1.31%	1.36%	1.07%	2.68%	1.42%	0.89%	1.28%	1.31%	1.14%	2.05%	2.92%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2647	29	21	6	19	5	20	12	27	73	105	45	118	106	47	19	36	129	106	155	8	22	48	16	19	30	20	49	1	11	24	4	110	121	181	119	85	101	115	50	128	125	42	35	13	13	4	6	69					
		7.83%	5.75%	5.55%	4.41%	14.17%	3.06%	5.47%	7.5%	8.01%	6.23%	8.42%	7.95%	9.60%	8.68%	5.22%	7.56%	9.25%	9.76%	8.48%	9.08%	3.26%	5.64%	7.11%	7.92%	7.88%	4.60%	5.71%	7.62%	0.40%	4.10%	5.39%	1.53%	7.75%	8.08%	12.05%	9.98%	8.10%	8.58%	8.87%	7.58%	9.83%	9.86%	6.65%	4.46%	5.57%	5.67%	1.52%	2.46%	6.73%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1260	9	7	7	0	1	23	1	6	54	41	22	50	66	48	7	13	74	65	75	4	9	26	5	2	17	11	11	1	4	10	2	75	77	55	46	35	40	54	12	21	80	21	11	2	6	6	0	48					
		3.72%	1.78%	1.85%	5.14%	0.0%	0.61%	6.30%	0.62%	1.78%	4.61%	3.29%	3.88%	4.07%	5.40%	5.33%	2.78%	3.34%	5.60%	5.20%	4.39%	1.63%	2.30%	3.85%	2.47%	0.82%	2.61%	3.14%	1.71%	0.40%	1.49%	2.24%	0.76%	5.28%	5.14%	3.66%	3.85%	3.33%	3.40%	4.16%	1.82%	1.61%	6.31%	3.32%	1.40%	0.85%	2.62%	2.29%	0.0%	4.68%					
22	"5. ""За Русь Святую"""	158	3	3	0	0	1	4	0	1	8	6	3	4	11	3	2	1	2	11	7	0	3	6	0	0	2	0	6	2	0	1	0	8	5	2	3	0	5	10	1	8	4	6	7	0	1	5	1	2					
		0.46%	0.59%	0.79%	0.0%	0.0%	0.61%	1.09%	0.0%	0.29%	0.68%	0.48%	0.53%	0.32%	0.90%	0.33%	0.79%	0.25%	0.15%	0.88%	0.41%	0.0%	0.76%	0.88%	0.0%	0.0%	0.30%	0.0%	0.93%	0.80%	0.0%	0.22%	0.0%	0.56%	0.33%	0.13%	0.25%	0.0%	0.42%	0.77%	0.15%	0.61%	0.31%	0.95%	0.89%	0.0%	0.43%	1.90%	0.41%	0.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	77	0	0	1	1	1	1	0	0	3	4	0	2	3	3	1	1	2	1	3	0	1	0	0	0	1	2	1	0	1	0	0	5	4	1	1	4	2	1	0	3	3	8	2	1	2	1	1	5					
		0.22%	0.0%	0.0%	0.73%	0.74%	0.61%	0.27%	0.0%	0.0%	0.25%	0.32%	0.0%	0.16%	0.24%	0.33%	0.39%	0.25%	0.15%	0.08%	0.17%	0.0%	0.25%	0.0%	0.0%	0.0%	0.15%	0.57%	0.15%	0.0%	0.37%	0.0%	0.0%	0.35%	0.26%	0.06%	0.08%	0.38%	0.17%	0.07%	0.0%	0.23%	0.23%	1.26%	0.25%	0.42%	0.87%	0.38%	0.41%	0.48%					
24	"7. ""Новый курс - Автомобильная Россия"""	221	0	2	0	1	1	3	0	1	9	10	3	3	10	7	1	3	9	10	11	1	1	2	2	1	6	2	6	2	1	0	1	5	20	10	6	10	14	3	6	8	14	2	2	0	0	0	2	10					
		0.65%	0.0%	0.52%	0.0%	0.74%	0.61%	0.82%	0.0%	0.29%	0.76%	0.80%	0.53%	0.24%	0.81%	0.77%	0.39%	0.77%	0.68%	0.80%	0.64%	0.40%	0.25%	0.29%	0.99%	0.41%	0.92%	0.57%	0.93%	0.80%	0.37%	0.0%	0.38%	0.35%	1.33%	0.66%	0.50%	0.95%	1.19%	0.23%	0.91%	0.61%	1.10%	0.31%	0.25%	0.0%	0.0%	0.0%	0.82%	0.97%					
25	"8. ""Народно-республиканская партия России"""	38	0	0	1	0	0	0	0	1	3	0	1	0	4	4	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	3	1	1	1	0	2	2	3	3	1	0	0	1	0	0	0	0					
