Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Гусь-Хрустальная городская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582					
1	"Число избирателей, внесенных в список избирателей"	60137	2509	2524	2259	1060	1755	2548	2832	1866	934	2104	1985	1911	1750	2733	2689	1961	2809	2054	2313	2812	2669	2509	2264	2161	1533	1469	160	1058	2906					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44738	1800	1800	1650	750	1300	1850	2050	1300	700	1500	1500	1400	1250	1950	1950	1400	2050	1500	1650	2000	1850	1800	1650	1550	1100	1100	358	1060	2920					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22364	712	903	874	402	592	880	924	864	417	813	538	618	513	924	981	746	1181	860	841	1025	914	983	986	875	488	433	160	946	971					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1994	48	61	56	38	48	62	88	91	54	89	58	102	83	79	81	68	71	64	104	93	108	99	45	28	127	149	0	0	0					
6	Число погашенных избирательных бюллетеней	20380	1040	836	720	310	660	908	1038	345	229	598	904	680	654	947	888	586	798	576	705	882	828	718	619	647	485	518	198	114	1949					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1994	48	61	56	38	48	62	88	91	54	89	58	102	83	79	81	68	71	64	104	93	108	99	45	28	127	149	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22362	712	903	873	401	592	880	924	864	417	813	538	618	513	924	981	746	1181	860	841	1025	914	983	986	875	488	433	160	946	971					
9	Число недействительных избирательных бюллетеней	314	12	14	9	3	9	18	12	13	10	12	11	5	10	17	11	10	21	22	9	9	7	15	11	19	6	5	2	7	5					
10	Число действительных избирательных бюллетеней	24042	748	950	920	436	631	924	1000	942	461	890	585	715	586	986	1051	804	1231	902	936	1109	1015	1067	1020	884	609	577	158	939	966					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	639	33	10	20	20	23	24	52	10	15	25	30	25	16	15	19	25	27	20	29	30	30	31	29	34	20	27	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	609	33	9	20	5	23	24	52	10	13	25	30	24	16	13	19	25	27	15	29	27	29	31	29	34	20	27	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	442	7	15	13	10	13	18	12	18	27	23	17	10	15	13	16	24	21	22	20	14	15	24	14	36	11	9	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	30	0	1	0	15	0	0	0	0	2	0	0	1	0	2	0	0	0	5	0	3	1	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	351	16	6	16	3	9	21	23	8	8	14	14	3	6	7	19	7	16	15	18	14	12	20	31	23	10	12	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6174	200	268	253	105	160	289	326	305	143	222	141	165	141	308	341	216	364	226	260	283	285	295	279	238	144	124	37	3	53					
		25.35%	26.32%	27.80%	27.23%	23.92%	25.00%	30.68%	32.21%	31.94%	30.36%	24.61%	23.66%	22.92%	23.66%	30.71%	32.11%	26.54%	29.07%	24.46%	27.51%	25.31%	27.89%	27.26%	27.06%	26.36%	23.41%	21.31%	23.13%	0.32%	5.46%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3381	119	142	141	58	102	132	148	109	64	125	110	134	101	174	157	128	187	125	114	166	146	142	133	157	71	78	29	1	88					
		13.88%	15.66%	14.73%	15.18%	13.21%	15.94%	14.01%	14.62%	11.41%	13.59%	13.86%	18.46%	18.61%	16.95%	17.35%	14.78%	15.72%	14.94%	13.53%	12.06%	14.85%	14.29%	13.12%	12.90%	17.39%	11.54%	13.40%	18.13%	0.11%	9.06%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	238	6	13	4	6	9	13	10	12	2	12	2	5	4	5	17	7	18	5	5	6	18	3	22	9	7	10	5	1	2					
		0.98%	0.79%	1.35%	0.43%	1.37%	1.41%	1.38%	0.99%	1.26%	0.42%	1.33%	0.34%	0.69%	0.67%	0.50%	1.60%	0.86%	1.44%	0.54%	0.53%	0.54%	1.76%	0.28%	2.13%	0.99%	1.14%	1.72%	3.13%	0.11%	0.21%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5123	190	207	238	114	129	207	200	172	99	239	123	140	122	156	194	206	272	268	212	278	222	259	265	190	187	143	30	2	59					
		21.03%	25.00%	21.47%	25.62%	25.97%	20.16%	21.97%	19.76%	18.01%	21.02%	26.50%	20.64%	19.44%	20.47%	15.55%	18.27%	25.31%	21.73%	29.00%	22.43%	24.87%	21.72%	23.94%	25.70%	21.04%	30.41%	24.57%	18.75%	0.21%	6.08%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	811	30	20	33	17	16	22	22	33	14	35	12	17	16	27	45	32	74	38	29	57	36	45	49	53	13	14	5	2	5					
		3.33%	3.95%	2.07%	3.55%	3.87%	2.50%	2.34%	2.17%	3.46%	2.97%	3.88%	2.01%	2.36%	2.68%	2.69%	4.24%	3.93%	5.91%	4.11%	3.07%	5.10%	3.52%	4.16%	4.75%	5.87%	2.11%	2.41%	3.13%	0.21%	0.51%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8198	200	294	244	135	211	257	291	308	137	254	195	252	200	313	290	211	308	236	311	313	303	316	264	233	184	202	49	930	757					
		33.66%	26.32%	30.50%	26.26%	30.75%	32.97%	27.28%	28.75%	32.25%	29.09%	28.16%	32.72%	35.00%	33.56%	31.21%	27.31%	25.92%	24.60%	25.54%	32.91%	27.99%	29.65%	29.21%	25.61%	25.80%	29.92%	34.71%	30.63%	98.31%	77.96%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	117	3	6	7	1	4	4	3	3	2	3	2	2	2	3	7	4	8	4	5	6	5	7	8	4	3	6	3	0	2					
		0.48%	0.39%	0.62%	0.75%	0.23%	0.63%	0.42%	0.30%	0.31%	0.42%	0.33%	0.34%	0.28%	0.34%	0.30%	0.66%	0.49%	0.64%	0.43%	0.53%	0.54%	0.49%	0.65%	0.78%	0.44%	0.49%	1.03%	1.88%	0.00%	0.21%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
