Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Мосальская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543					
1	"Число избирателей, внесенных в списки избирателей"	7026	333	276	203	249	286	100	233	156	115	451	85	91	99	140	233	218	172	92	242	1659	1593					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6795	300	260	200	250	300	100	220	150	110	430	80	90	95	140	230	260	160	90	230	1600	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4035	142	172	79	168	160	54	155	103	81	263	50	72	53	99	133	140	120	61	116	917	897					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1111	127	44	63	43	50	36	41	0	25	76	25	9	29	35	78	78	29	13	84	120	106					
6	Число погашенных избирательных бюллетеней	1649	31	44	58	39	90	10	24	47	4	91	5	9	13	6	19	42	11	16	30	563	497					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1111	127	44	63	43	50	36	41	0	25	76	25	9	29	35	78	78	29	13	84	120	106					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4033	142	172	79	168	160	54	155	103	81	263	50	72	53	99	133	140	120	61	116	915	897					
9	Число недействительных избирательных бюллетеней	35	0	0	0	0	0	0	2	0	0	2	1	0	0	0	3	2	4	2	2	8	9					
10	Число действительных избирательных бюллетеней	5109	269	216	142	211	210	90	194	103	106	337	74	81	82	134	208	216	145	72	198	1027	994					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	107	1	2	3	3	2	2	3	2	2	4	2	2	2	3	2	3	0	2	4	20	43					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	88	0	2	3	0	1	2	3	0	2	1	2	0	2	2	1	3	0	0	3	20	41					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	54	0	4	1	3	4	1	2	1	3	1	2	1	1	2	4	0	4	0	0	10	10					
14	Число погашенных неиспользованных открепительных удостоверений	19	1	0	0	3	1	0	0	2	0	3	0	2	0	1	1	0	0	2	1	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	148	6	6	10	12	9	1	6	2	4	11	1	4	1	2	10	1	1	1	1	27	32					
		2.88%	2.23%	2.78%	7.04%	5.69%	4.29%	1.11%	3.06%	1.94%	3.77%	3.24%	1.33%	4.94%	1.22%	1.49%	4.74%	0.46%	0.67%	1.35%	0.50%	2.61%	3.19%					
19	2.Всероссийская политическая партия «Гражданская Сила»	12	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	2	5					
		0.23%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.59%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.19%	0.50%					
20	3.Политическая партия «Демократическая партия России»	9	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	3					
		0.17%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	1.49%	0.00%	0.00%	0.67%	1.35%	0.00%	0.00%	0.30%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	423	15	17	15	4	17	6	27	19	4	28	10	4	5	5	22	3	9	7	14	114	78					
		8.22%	5.58%	7.87%	10.56%	1.90%	8.10%	6.67%	13.78%	18.45%	3.77%	8.26%	13.33%	4.94%	6.10%	3.73%	10.43%	1.38%	6.04%	9.46%	7.00%	11.01%	7.78%					
