Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Мосальская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548					
1	"Число избирателей, внесенных в список избирателей"	6901	230	250	122	441	132	83	256	165	112	293	170	227	232	1627	1588	315	267	178	95	118					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7215	240	270	130	445	150	95	265	160	115	315	175	230	235	1710	1630	325	285	205	115	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4055	152	138	89	261	71	58	127	110	79	119	114	139	120	943	964	152	192	76	68	83					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1056	51	48	3	83	44	9	65	41	22	109	28	44	62	114	97	113	37	46	22	18					
6	Число погашенных избирательных бюллетеней	2104	37	84	38	101	35	28	73	9	14	87	33	47	53	653	569	60	56	83	25	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1056	51	48	3	83	44	9	65	41	22	109	28	44	62	114	97	113	37	46	22	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4055	152	138	89	261	71	58	127	110	79	119	114	139	120	943	964	152	192	76	68	83					
9	Число недействительных избирательных бюллетеней	67	2	1	1	1	1	1	2	0	0	1	3	1	1	21	23	1	3	2	2	0					
10	Число действительных избирательных бюллетеней	5044	201	185	91	343	114	66	190	151	101	227	139	182	181	1036	1038	264	226	120	88	101					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	300	10	8	5	9	9	5	11	7	5	17	5	6	8	60	79	5	17	16	10	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	295	10	8	5	9	9	5	11	7	5	17	5	6	8	56	79	5	16	16	10	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	142	6	8	3	6	4	4	9	7	8	4	4	3	2	28	28	3	2	2	3	8					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	0	0	0	0	0	9	0	0	0	2	1	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	515	17	14	11	28	7	9	28	3	5	16	12	10	14	119	141	26	27	6	10	12					
		10.08%	8.37%	7.53%	11.96%	8.14%	6.09%	13.43%	14.58%	1.99%	4.95%	7.02%	8.45%	5.46%	7.69%	11.26%	13.29%	9.81%	11.79%	4.92%	11.11%	11.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	667	28	29	16	34	21	2	19	16	5	30	21	17	12	141	176	37	44	12	4	3					
		13.05%	13.79%	15.59%	17.39%	9.88%	18.26%	2.99%	9.90%	10.60%	4.95%	13.16%	14.79%	9.29%	6.59%	13.34%	16.59%	13.96%	19.21%	9.84%	4.44%	2.97%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	1	2	3	2	2	0	1	0	0	3	2	2	7	11	12	6	0	2	0	1					
		1.12%	0.49%	1.08%	3.26%	0.58%	1.74%	0.00%	0.52%	0.00%	0.00%	1.32%	1.41%	1.09%	3.85%	1.04%	1.13%	2.26%	0.00%	1.64%	0.00%	0.99%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	763	30	33	29	39	22	1	29	16	6	7	20	23	21	222	171	24	29	27	6	8					
		14.93%	14.78%	17.74%	31.52%	11.34%	19.13%	1.49%	15.10%	10.60%	5.94%	3.07%	14.08%	12.57%	11.54%	21.00%	16.12%	9.06%	12.66%	22.13%	6.67%	7.92%					
