Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Майская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
1	"Число избирателей, внесенных в списки"	23392	1211	1070	986	1012	1017	881	928	778	806	511	1729	1771	1786	1232	200	95	2367	2186	696	215	1641	274					
2	"Число бюллетеней, полученных участковыми комиссиями"	25672	1340	1090	1050	1030	1016	900	1330	830	950	650	1720	1850	2030	1505	200	100	2550	2500	721	230	1780	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16618	878	721	739	811	728	626	714	522	618	338	1428	972	1090	854	172	67	1432	1904	521	151	1154	178					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1108	49	146	131	19	23	16	46	33	29	37	51	46	65	24	0	4	108	86	36	24	95	40					
6	Число погашенных бюллетеней	7946	413	223	180	200	265	258	570	275	303	275	241	832	875	627	28	29	1010	510	164	55	531	82					
7	Число бюллетеней в переносных ящиках для голосования	1104	49	146	131	19	23	16	46	33	29	37	51	46	61	24	0	4	108	86	36	24	95	40					
8	Число бюллетеней в стационарных ящиках для голосования	16607	878	721	739	811	728	626	699	522	618	338	1428	972	1094	854	172	67	1432	1904	521	151	1154	178					
9	Число недействительных бюллетеней	774	108	0	15	198	10	10	34	0	0	37	101	31	55	48	11	3	44	4	27	21	11	6					
10	Число действительных бюллетеней	16937	819	867	855	632	741	632	711	555	647	338	1378	987	1100	830	161	68	1496	1986	530	154	1238	212					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	14	2	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	2	2	0	0	1	2					
14	Число погашенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	25	1	5	2	1	3	1	2	0	2	0	1	3	0	1	0	0	1	2	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	166	0	5	11	3	7	3	12	10	4	7	8	9	24	12	8	6	1	0	10	12	10	4					
		0.93%	0.0%	0.57%	1.26%	0.36%	0.93%	0.46%	1.61%	1.80%	0.61%	1.86%	0.54%	0.88%	2.07%	1.36%	4.65%	8.45%	0.06%	0.0%	1.79%	6.85%	0.80%	1.83%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	159	12	5	8	17	10	5	14	10	4	7	14	10	18	10	0	0	9	0	2	4	0	0					
		0.89%	1.29%	0.57%	0.91%	2.04%	1.33%	0.77%	1.87%	1.80%	0.61%	1.86%	0.94%	0.98%	1.55%	1.13%	0.0%	0.0%	0.58%	0.0%	0.35%	2.28%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	375	16	8	11	22	20	12	27	25	16	12	35	29	42	22	0	4	30	0	16	1	22	5					
		2.11%	1.72%	0.92%	1.26%	2.65%	2.66%	1.86%	3.62%	4.50%	2.47%	3.2%	2.36%	2.84%	3.63%	2.50%	0.0%	5.63%	1.94%	0.0%	2.87%	0.57%	1.76%	2.29%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	174	7	12	16	8	3	11	8	8	6	6	11	14	14	10	1	0	14	0	10	2	11	2					
		0.98%	0.75%	1.38%	1.83%	0.96%	0.39%	1.71%	1.07%	1.44%	0.92%	1.6%	0.74%	1.37%	1.21%	1.13%	0.58%	0.0%	0.90%	0.0%	1.79%	1.14%	0.88%	0.91%					
22	"5. ""За Русь Святую"""	98	6	3	16	13	8	2	5	4	4	2	6	5	8	5	0	2	8	0	0	1	0	0					
		0.55%	0.64%	0.34%	1.83%	1.56%	1.06%	0.31%	0.67%	0.72%	0.61%	0.53%	0.40%	0.49%	0.69%	0.56%	0.0%	2.81%	0.51%	0.0%	0.0%	0.57%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	42	2	0	1	1	1	2	1	2	1	2	14	2	3	1	0	0	4	0	0	2	1	2					
		0.23%	0.21%	0.0%	0.11%	0.12%	0.13%	0.31%	0.13%	0.36%	0.15%	0.53%	0.94%	0.19%	0.25%	0.11%	0.0%	0.0%	0.25%	0.0%	0.0%	1.14%	0.08%	0.91%					
24	"7. ""Новый курс - Автомобильная Россия"""	97	3	1	9	2	1	4	7	5	6	2	20	6	11	6	0	2	12	0	0	0	0	0					
		0.54%	0.32%	0.11%	1.03%	0.24%	0.13%	0.62%	0.93%	0.90%	0.92%	0.53%	1.35%	0.58%	0.95%	0.68%	0.0%	2.81%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	0	0	0	1	0	0	1	1	1	2	8	0	3	2	1	1	0	0	0	0	1	0					
		0.12%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.13%	0.18%	0.15%	0.53%	0.54%	0.0%	0.25%	0.22%	0.58%	1.40%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	34	1	0	3	0	2	1	4	2	1	0	14	1	0	3	0	0	0	0	1	0	1	0					
		0.19%	0.10%	0.0%	0.34%	0.0%	0.26%	0.15%	0.53%	0.36%	0.15%	0.0%	0.94%	0.09%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.08%	0.0%					
27	"10. ""Аграрная партия России"""	504	17	18	23	15	17	18	15	10	7	18	20	26	24	31	3	1	58	63	19	7	80	14					
		2.84%	1.83%	2.07%	2.64%	1.80%	2.26%	2.80%	2.01%	1.80%	1.08%	4.8%	1.35%	2.55%	2.07%	3.53%	1.74%	1.40%	3.76%	3.16%	3.41%	4.0%	6.40%	6.42%					
28	"11. ""Истинные патриоты России"""	67	0	0	0	1	2	0	4	3	1	6	0	15	10	5	0	0	0	0	0	0	19	1					
		0.37%	0.0%	0.0%	0.0%	0.12%	0.26%	0.0%	0.53%	0.54%	0.15%	1.6%	0.0%	1.47%	0.86%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.52%	0.45%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	71	3	2	5	11	4	3	4	3	8	2	0	6	11	7	0	0	0	0	0	2	0	0					
		0.40%	0.32%	0.23%	0.57%	1.32%	0.53%	0.46%	0.53%	0.54%	1.23%	0.53%	0.0%	0.58%	0.95%	0.79%	0.0%	0.0%	0.0%	0.0%	0.0%	1.14%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	27	2	0	2	0	1	2	2	2	1	0	5	2	4	2	0	0	0	0	0	1	0	1					
		0.15%	0.21%	0.0%	0.22%	0.0%	0.13%	0.31%	0.26%	0.36%	0.15%	0.0%	0.33%	0.19%	0.34%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.45%					
31	"14. ""Великая Россия - Евразийский Союз"""	22	0	2	1	0	1	3	1	2	0	2	3	2	1	4	0	0	0	0	0	0	0	0					
		0.12%	0.0%	0.23%	0.11%	0.0%	0.13%	0.46%	0.13%	0.36%	0.0%	0.53%	0.20%	0.19%	0.08%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	7	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0					
		0.03%	0.10%	0.0%	0.0%	0.12%	0.0%	0.0%	0.13%	0.0%	0.15%	0.0%	0.06%	0.09%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1143	42	51	40	60	65	55	43	54	61	19	110	134	96	72	11	2	43	15	21	3	137	9					
		6.45%	4.53%	5.88%	4.59%	7.22%	8.65%	8.56%	5.77%	9.72%	9.42%	5.06%	7.43%	13.16%	8.31%	8.20%	6.39%	2.81%	2.79%	0.75%	3.77%	1.71%	10.96%	4.12%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	39	0	0	0	1	2	3	1	2	2	1	4	4	10	6	0	0	0	0	0	1	0	2					
		0.22%	0.0%	0.0%	0.0%	0.12%	0.26%	0.46%	0.13%	0.36%	0.30%	0.26%	0.27%	0.39%	0.86%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.91%					
35	"18. ""ЛДПР"""	1774	110	10	82	88	92	78	118	67	84	68	117	165	156	127	22	15	71	34	61	17	178	14					
		10.01%	11.86%	1.15%	9.42%	10.60%	12.25%	12.14%	15.83%	12.07%	12.98%	18.13%	7.91%	16.20%	13.50%	14.46%	12.79%	21.12%	4.61%	1.70%	10.95%	9.71%	14.25%	6.42%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	206	10	9	14	0	14	9	11	10	5	7	31	25	23	13	3	2	10	0	8	0	0	2					
		1.16%	1.07%	1.03%	1.60%	0.0%	1.86%	1.40%	1.47%	1.80%	0.77%	1.86%	2.09%	2.45%	1.99%	1.48%	1.74%	2.81%	0.64%	0.0%	1.43%	0.0%	0.0%	0.91%					
37	"20. ""Политическая партия ""Единая Россия"""	8782	433	535	518	253	380	309	295	237	263	76	642	369	349	316	66	14	1094	1570	297	80	579	107					
		49.58%	46.70%	61.70%	59.54%	30.48%	50.59%	48.13%	39.59%	42.70%	40.64%	20.26%	43.40%	36.24%	30.21%	35.99%	38.37%	19.71%	71.03%	78.89%	53.32%	45.71%	46.35%	49.08%					
38	"21. ""Российская Конституционно-демократическая партия"""	34	0	2	1	0	1	2	3	2	2	2	1	0	7	4	0	0	0	0	0	1	4	2					
		0.19%	0.0%	0.23%	0.11%	0.0%	0.13%	0.31%	0.40%	0.36%	0.30%	0.53%	0.06%	0.0%	0.60%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.32%	0.91%					
39	"22. ""Развитие предпринимательства"""	25	3	1	0	0	0	3	2	4	2	1	4	2	1	1	0	0	0	0	0	0	0	1					
		0.14%	0.32%	0.11%	0.0%	0.0%	0.0%	0.46%	0.26%	0.72%	0.30%	0.26%	0.27%	0.19%	0.08%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2546	126	119	73	108	95	84	107	81	124	84	267	160	248	132	41	17	111	293	60	13	163	40					
