Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Самойловская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523					
1	"Число избирателей, внесенных в список избирателей"	17269	1806	1735	1768	1133	501	97	535	156	141	480	552	844	261	69	261	211	486	536	169	128	81	289	478	416	526	1678	144	215	200	136	104	138	535	372	88					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17348	1815	1758	1774	1117	503	100	535	156	146	481	552	845	262	68	267	211	490	531	171	127	82	294	481	419	525	1687	148	216	198	140	107	137	536	372	97					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9695	704	782	676	496	244	46	328	119	95	385	281	506	221	63	155	180	342	479	140	89	72	204	324	325	287	903	140	148	169	87	82	111	205	238	69					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1739	90	88	93	64	74	21	62	15	14	50	108	147	17	0	59	17	56	11	9	16	0	66	57	44	119	183	0	26	15	28	12	15	102	56	5					
6	Число погашенных избирательных бюллетеней	5914	1021	888	1005	557	185	33	145	22	37	46	163	192	24	5	53	14	92	41	22	22	10	24	100	50	119	601	8	42	14	25	13	11	229	78	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1739	90	88	93	64	74	21	62	15	14	50	108	147	17	0	59	17	56	11	9	16	0	66	57	44	119	183	0	26	15	28	12	15	102	56	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9695	704	782	676	496	244	46	328	119	95	385	281	506	221	63	155	180	342	479	140	89	72	204	324	325	287	903	140	148	169	87	82	111	205	238	69					
9	Число недействительных избирательных бюллетеней	264	17	13	77	5	3	1	5	0	0	4	2	19	3	0	8	0	39	22	0	0	0	0	0	13	0	14	0	0	0	0	0	14	2	2	1					
10	Число действительных избирательных бюллетеней	11170	777	857	692	555	315	66	385	134	109	431	387	634	235	63	206	197	359	468	149	105	72	270	381	356	406	1072	140	174	184	115	94	112	305	292	73					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	374	30	30	30	20	12	0	10	5	5	15	15	15	5	5	5	5	12	15	5	5	5	5	10	10	10	30	5	5	5	5	5	5	15	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	255	21	23	25	20	11	0	9	1	0	3	6	12	3	1	1	2	12	7	0	1	2	5	9	5	7	30	0	5	5	5	2	5	2	10	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	71	1	12	1	2	4	0	3	1	1	4	2	0	2	4	1	2	1	1	0	2	1	4	2	1	3	4	0	1	1	1	1	2	2	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	119	9	7	5	0	1	0	1	4	5	12	9	3	2	4	4	3	0	8	5	4	3	0	1	5	3	0	5	0	0	0	3	0	13	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	5	6	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1026	107	150	38	82	32	4	43	6	6	26	19	60	29	3	5	10	22	23	8	13	3	15	39	42	40	107	0	11	10	8	4	3	19	23	16					
		8.97%	13.48%	17.24%	4.94%	14.64%	10.06%	5.97%	11.03%	4.48%	5.50%	5.98%	4.88%	9.19%	12.18%	4.76%	2.34%	5.08%	5.53%	4.69%	5.37%	12.38%	4.17%	5.56%	10.24%	11.38%	9.85%	9.85%	0.00%	6.32%	5.43%	6.96%	4.26%	2.38%	6.19%	7.82%	21.62%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1024	122	112	49	77	14	3	40	13	22	42	50	45	16	2	8	11	17	31	16	8	1	18	42	27	37	73	0	10	23	12	9	13	18	32	11					
		8.96%	15.37%	12.87%	6.37%	13.75%	4.40%	4.48%	10.26%	9.70%	20.18%	9.66%	12.85%	6.89%	6.72%	3.17%	3.74%	5.58%	4.27%	6.33%	10.74%	7.62%	1.39%	6.67%	11.02%	7.32%	9.11%	6.72%	0.00%	5.75%	12.50%	10.43%	9.57%	10.32%	5.86%	10.88%	14.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	70	3	13	2	6	0	0	3	0	0	0	5	2	1	0	1	0	1	4	0	0	0	1	0	4	1	12	0	0	1	1	0	0	4	5	0					
		0.61%	0.38%	1.49%	0.26%	1.07%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	1.29%	0.31%	0.42%	0.00%	0.47%	0.00%	0.25%	0.82%	0.00%	0.00%	0.00%	0.37%	0.00%	1.08%	0.25%	1.10%	0.00%	0.00%	0.54%	0.87%	0.00%	0.00%	1.30%	1.70%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1526	158	217	54	98	55	12	56	17	12	69	64	89	28	1	6	7	36	45	9	2	1	11	28	33	60	172	4	5	15	18	7	13	68	51	5					
		13.35%	19.90%	24.94%	7.02%	17.50%	17.30%	17.91%	14.36%	12.69%	11.01%	15.86%	16.45%	13.63%	11.76%	1.59%	2.80%	3.55%	9.05%	9.18%	6.04%	1.90%	1.39%	4.07%	7.35%	8.94%	14.78%	15.84%	2.86%	2.87%	8.15%	15.65%	7.45%	10.32%	22.15%	17.35%	6.76%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	72	13	11	7	1	0	0	2	1	1	5	1	5	0	0	0	0	0	3	0	1	1	2	2	2	0	8	0	0	1	0	3	1	1	0	0					
		0.63%	1.64%	1.26%	0.91%	0.18%	0.00%	0.00%	0.51%	0.75%	0.92%	1.15%	0.26%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.95%	1.39%	0.74%	0.52%	0.54%	0.00%	0.74%	0.00%	0.00%	0.54%	0.00%	3.19%	0.79%	0.33%	0.00%	0.00%					
