Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    район Кунцево																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №3270	УИК №3271	УИК №3272	УИК №3273	УИК №3274					
1	"Число избирателей, внесенных в списки избирателей"	91216	1706	1931	2590	2269	1880	2637	2526	2642	2886	2658	2425	2747	2565	2373	2447	1954	2279	2291	2754	1507	1304	2520	2260	2626	1997	2008	2800	2615	2068	2950	1976	2623	2597	2205	2752	2664	2254	2736	532	93	313	113	143					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	71600	1500	1500	2000	2000	1500	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1500	2000	2000	2000	1000	1000	2000	2000	2000	1500	1500	2000	2200	1500	2200	1200	2000	2000	1500	2200	2000	2000	2000	1000	150	300	150	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	46369	819	896	1386	996	863	1206	1250	1269	1460	1356	1259	1386	1419	1148	1033	1006	1175	1181	1514	701	641	1317	1236	1361	1160	1103	1488	1488	1043	1448	1044	1204	1202	1124	1385	1262	1068	1316	526	93	281	113	143					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1410	16	41	39	59	38	39	33	44	22	51	83	45	56	36	69	33	33	36	11	22	26	48	42	35	94	33	18	11	45	27	24	30	23	41	29	32	22	24	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	23821	665	563	575	945	599	755	717	687	518	593	658	569	525	816	898	461	792	783	475	277	333	635	722	604	246	364	494	701	412	725	132	766	775	335	786	706	910	660	474	57	19	37	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1396	16	41	39	59	37	39	33	44	22	51	83	45	56	36	69	33	33	36	11	22	26	48	42	35	94	33	17	11	45	27	23	30	23	30	29	32	22	24	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	45970	818	896	1385	991	861	1206	1247	1264	1456	1356	1258	1382	1412	1147	1030	1001	1169	1181	1514	701	639	1315	1234	1360	1108	1099	1487	1482	1041	1448	1037	1200	1197	913	1381	1258	1064	1276	526	93	281	113	143					
9	Число недействительных избирательных бюллетеней	676	20	13	22	17	12	18	16	14	24	15	18	14	28	21	12	10	17	29	21	9	8	22	20	24	24	22	20	15	16	4	8	14	13	24	27	20	13	18	4	1	3	6	0					
10	Число действительных избирательных бюллетеней	46690	814	924	1402	1033	886	1227	1264	1294	1454	1392	1323	1413	1440	1162	1087	1024	1185	1188	1504	714	657	1341	1256	1371	1178	1110	1484	1478	1070	1471	1052	1216	1207	919	1383	1270	1073	1282	522	92	278	107	143					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2060	50	50	50	50	50	70	60	60	50	50	50	50	50	60	50	50	50	50	65	50	60	50	50	50	50	50	65	70	50	80	50	50	50	50	60	50	50	60	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1659	49	41	43	34	33	62	53	51	38	34	44	37	45	50	40	32	43	43	49	24	54	43	34	47	30	32	52	66	38	71	46	39	37	37	51	48	41	48	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1671	49	7	49	91	28	20	10	50	148	36	79	28	100	45	37	18	51	31	21	37	18	24	30	18	32	23	41	50	72	34	28	30	35	29	25	25	24	31	68	20	43	6	30					
14	Число погашенных неиспользованных открепительных удостоверений	401	1	9	7	16	17	8	7	9	12	16	6	13	5	10	10	18	7	7	16	26	6	7	16	3	20	18	13	4	12	9	4	11	13	13	9	2	9	12	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	115	1	1	1	4	2	2	2	2	2	0	1	8	7	4	1	1	2	8	4	3	2	4	2	4	0	3	4	6	2	7	2	3	1	5	3	5	2	4	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	1478	26	24	46	38	30	10	46	51	34	37	43	48	39	33	30	26	41	40	47	21	19	39	59	61	45	49	52	43	34	4	33	28	42	33	58	48	33	46	15	5	7	9	6					
		3.12%	3.12%	2.56%	3.23%	3.62%	3.34%	0.80%	3.59%	3.90%	2.30%	2.63%	3.21%	3.36%	2.66%	2.79%	2.73%	2.51%	3.41%	3.29%	3.08%	2.90%	2.86%	2.86%	4.62%	4.37%	3.74%	4.33%	3.46%	2.88%	3.13%	0.27%	3.11%	2.28%	3.44%	3.50%	4.11%	3.72%	3.04%	3.54%	2.85%	5.38%	2.49%	7.96%	4.20%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1260	29	32	34	21	18	11	33	33	71	37	27	29	45	28	40	27	33	28	54	30	15	48	35	35	17	24	56	42	27	18	30	24	37	28	48	37	33	34	3	1	4	0	4					
		2.66%	3.48%	3.42%	2.39%	2.00%	2.00%	0.88%	2.58%	2.52%	4.80%	2.63%	2.01%	2.03%	3.07%	2.37%	3.64%	2.61%	2.75%	2.30%	3.54%	4.15%	2.26%	3.52%	2.74%	2.51%	1.41%	2.12%	3.72%	2.81%	2.49%	1.22%	2.83%	1.95%	3.03%	2.97%	3.40%	2.87%	3.04%	2.62%	0.57%	1.08%	1.42%	0.00%	2.80%					
20	3.Политическая партия «Демократическая партия России»	113	2	0	2	0	1	6	3	5	5	1	2	2	4	3	1	2	1	4	7	3	1	5	3	3	2	1	0	7	5	5	2	6	4	1	4	2	2	3	2	0	1	0	0					
		0.24%	0.24%	0.00%	0.14%	0.00%	0.11%	0.48%	0.23%	0.38%	0.34%	0.07%	0.15%	0.14%	0.27%	0.25%	0.09%	0.19%	0.08%	0.33%	0.46%	0.41%	0.15%	0.37%	0.24%	0.22%	0.17%	0.09%	0.00%	0.47%	0.46%	0.34%	0.19%	0.49%	0.33%	0.11%	0.28%	0.16%	0.18%	0.23%	0.38%	0.00%	0.36%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7563	94	120	244	135	167	182	169	203	216	230	198	216	237	163	177	129	164	201	325	97	99	396	209	159	155	129	383	357	155	180	188	191	190	153	209	164	161	188	151	32	17	12	18					
		15.97%	11.27%	12.81%	17.13%	12.86%	18.60%	14.62%	13.20%	15.52%	14.61%	16.35%	14.77%	15.14%	16.14%	13.78%	16.11%	12.48%	13.64%	16.52%	21.31%	13.42%	14.89%	29.05%	16.38%	11.40%	12.90%	11.40%	25.47%	23.91%	14.27%	12.20%	17.74%	15.53%	15.57%	16.22%	14.82%	12.71%	14.83%	14.46%	28.71%	34.41%	6.05%	10.62%	12.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1523	22	22	71	35	31	27	28	34	87	58	38	39	90	62	30	35	43	41	36	23	14	66	53	36	24	19	29	64	33	50	22	19	43	37	49	38	21	31	8	0	12	1	2					
		3.22%	2.64%	2.35%	4.99%	3.33%	3.45%	2.17%	2.19%	2.60%	5.89%	4.12%	2.83%	2.73%	6.13%	5.24%	2.73%	3.38%	3.58%	3.37%	2.36%	3.18%	2.11%	4.84%	4.15%	2.58%	1.99%	1.68%	1.93%	4.29%	3.04%	3.39%	2.08%	1.54%	3.52%	3.92%	3.48%	2.95%	1.93%	2.38%	1.52%	0.00%	4.27%	0.88%	1.40%					
23	6.Политическая партия «Партия социальной справедливости»	217	4	0	9	10	1	8	9	8	8	9	6	7	2	9	2	3	11	4	6	3	5	4	7	9	3	0	8	6	2	12	3	5	5	6	6	5	4	1	3	0	2	1	1					
		0.46%	0.48%	0.00%	0.63%	0.95%	0.11%	0.64%	0.70%	0.61%	0.54%	0.64%	0.45%	0.49%	0.14%	0.76%	0.18%	0.29%	0.92%	0.33%	0.39%	0.41%	0.75%	0.29%	0.55%	0.65%	0.25%	0.00%	0.53%	0.40%	0.18%	0.81%	0.28%	0.41%	0.41%	0.64%	0.43%	0.39%	0.37%	0.08%	0.57%	0.00%	0.71%	0.88%	0.70%					
24	7.Политическая партия «Либерально-демократическая партия России»	3482	59	72	100	99	57	120	109	102	77	81	88	74	83	73	69	70	97	89	93	62	42	84	103	149	95	82	97	94	89	127	60	123	100	62	101	109	100	122	25	10	22	7	5					
		7.35%	7.07%	7.68%	7.02%	9.43%	6.35%	9.64%	8.52%	7.80%	5.21%	5.76%	6.56%	5.19%	5.65%	6.17%	6.28%	6.77%	8.07%	7.31%	6.10%	8.58%	6.32%	6.16%	8.07%	10.68%	7.90%	7.24%	6.45%	6.30%	8.20%	8.61%	5.66%	10.00%	8.20%	6.57%	7.16%	8.45%	9.21%	9.38%	4.75%	10.75%	7.83%	6.19%	3.50%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3971	63	75	127	85	59	101	108	106	138	126	127	128	137	89	88	73	112	111	116	62	57	112	108	95	112	123	100	128	77	128	93	106	103	93	121	89	89	119	49	7	14	8	9					
		8.38%	7.55%	8.00%	8.92%	8.10%	6.57%	8.11%	8.44%	8.10%	9.34%	8.96%	9.47%	8.97%	9.33%	7.52%	8.01%	7.06%	9.32%	9.12%	7.61%	8.58%	8.57%	8.22%	8.46%	6.81%	9.32%	10.87%	6.65%	8.57%	7.09%	8.68%	8.77%	8.62%	8.44%	9.86%	8.58%	6.90%	8.20%	9.15%	9.32%	7.53%	4.98%	7.08%	6.29%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	784	7	22	40	22	9	7	18	26	15	17	20	16	23	14	10	15	11	14	51	7	8	20	17	27	21	17	53	36	24	40	16	14	15	16	23	16	16	20	14	0	4	0	3					
		1.66%	0.84%	2.35%	2.81%	2.10%	1.00%	0.56%	1.41%	1.99%	1.01%	1.21%	1.49%	1.12%	1.57%	1.18%	0.91%	1.45%	0.92%	1.15%	3.34%	0.97%	1.20%	1.47%	1.33%	1.94%	1.75%	1.50%	3.52%	2.41%	2.21%	2.71%	1.51%	1.14%	1.23%	1.70%	1.63%	1.24%	1.47%	1.54%	2.66%	0.00%	1.42%	0.00%	2.10%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	22741	444	479	610	526	430	689	654	655	664	683	591	603	613	597	538	579	584	562	681	355	349	441	561	751	658	626	603	609	557	825	510	649	582	403	610	692	539	640	231	37	178	63	90					
		48.01%	53.24%	51.12%	42.84%	50.10%	47.88%	55.34%	51.09%	50.08%	44.93%	48.54%	44.07%	42.26%	41.76%	50.46%	48.95%	55.99%	48.59%	46.18%	44.66%	49.10%	52.48%	32.36%	43.97%	53.84%	54.74%	55.30%	40.09%	40.79%	51.29%	55.93%	48.11%	52.76%	47.70%	42.74%	43.26%	53.64%	49.63%	49.23%	43.92%	39.78%	63.35%	55.75%	62.94%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3558	64	78	119	62	83	66	87	71	139	113	183	251	167	91	102	65	88	94	88	51	48	126	101	46	46	40	103	92	67	82	95	51	86	87	154	70	75	78	21	0	17	6	5					
		7.51%	7.67%	8.32%	8.36%	5.90%	9.24%	5.30%	6.80%	5.43%	9.40%	8.03%	13.65%	17.59%	11.38%	7.69%	9.28%	6.29%	7.32%	7.72%	5.77%	7.05%	7.22%	9.24%	7.92%	3.30%	3.83%	3.53%	6.85%	6.16%	6.17%	5.56%	8.96%	4.15%	7.05%	9.23%	10.92%	5.43%	6.91%	6.00%	3.99%	0.00%	6.05%	5.31%	3.50%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
