Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Богучарская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346					
1	"Число избирателей, внесенных в список избирателей"	28731	2245	2516	906	1199	1580	1200	1815	357	389	432	452	95	2043	605	392	304	893	501	336	250	62	65	91	842	118	75	550	196	429	1247	277	391	835	586	327	267	399	834	291	151	574	290	565	139	122	498					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30085	2330	2600	940	1250	1650	1240	1880	380	410	450	490	90	2100	620	410	330	930	550	360	275	75	65	110	870	120	75	580	210	450	1290	285	420	870	610	360	270	440	920	340	180	590	305	590	145	130	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18555	1237	1517	527	713	801	585	1366	172	256	314	285	52	1393	423	268	184	689	289	238	203	42	49	72	575	90	60	434	147	299	797	216	236	551	405	226	190	297	593	241	98	400	191	279	97	98	360					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3655	160	189	42	84	129	23	319	139	56	44	29	15	187	97	30	60	142	136	47	26	17	15	8	129	20	7	42	34	100	219	30	62	91	89	48	45	88	178	23	50	98	50	139	15	12	92					
6	Число погашенных избирательных бюллетеней	7875	933	894	371	453	720	632	195	69	98	92	176	23	520	100	112	86	99	125	75	46	16	1	30	166	10	8	104	29	51	274	39	122	228	116	86	35	55	149	76	32	92	64	172	33	20	48					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3655	160	189	42	84	129	23	319	139	56	44	29	15	187	97	30	60	142	136	47	26	17	15	8	129	20	7	42	34	100	219	30	62	91	89	48	45	88	178	23	50	98	50	139	15	12	92					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18554	1237	1516	527	713	801	585	1366	172	256	314	285	52	1393	423	268	184	689	289	238	203	42	49	72	575	90	60	434	147	299	797	216	236	551	405	226	190	297	593	241	98	400	191	279	97	98	360					
9	Число недействительных избирательных бюллетеней	253	18	34	3	5	11	10	8	2	1	4	8	2	18	5	6	2	4	4	2	3	0	0	1	9	3	2	4	7	0	9	2	5	8	6	7	7	6	7	1	1	5	0	6	3	0	4					
10	Число действительных избирательных бюллетеней	21956	1379	1671	566	792	919	598	1677	309	311	354	306	65	1562	515	292	242	827	421	283	226	59	64	79	695	107	65	472	174	399	1007	244	293	634	488	267	228	379	764	263	147	493	241	412	109	110	448					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	980	80	75	30	65	50	60	25	20	35	20	30	5	30	15	10	15	15	10	10	20	12	5	20	15	5	5	10	15	15	30	10	15	20	15	30	5	20	20	25	5	10	10	20	5	5	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	889	80	75	30	37	50	55	22	20	29	14	30	3	29	10	10	15	15	10	10	20	11	0	20	12	3	1	10	15	15	20	10	15	20	15	27	5	20	20	22	3	8	10	20	5	5	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	361	46	55	12	16	11	17	10	6	8	9	5	5	8	4	4	4	1	4	5	4	2	1	2	10	2	3	2	3	4	2	4	4	8	7	7	7	5	5	8	6	2	5	5	1	2	20					
14	Число погашенных неиспользованных открепительных удостоверений	91	0	0	0	28	0	5	3	0	6	6	0	2	1	5	0	0	0	0	0	0	1	5	0	3	2	4	0	0	0	10	0	0	0	0	3	0	0	0	3	2	2	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	3	7	0	0	1	1	0	1	2	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
