Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Богучарская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346					
1	"Число избирателей, внесенных в списки избирателей"	29516	2402	2623	1019	1311	1702	1660	1722	383	414	425	430	101	2003	623	381	304	849	494	346	248	64	78	76	840	114	82	530	189	421	1163	282	402	841	570	316	226	403	842	333	147	607	279	519	134	127	491					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29780	2400	2500	950	1250	1700	1550	1750	400	410	430	430	110	1980	630	390	320	880	520	360	280	80	85	120	860	120	85	560	200	450	1200	290	390	850	590	340	250	415	900	340	165	615	310	535	145	135	510					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19737	1335	1575	693	793	975	916	1060	268	342	318	324	65	1394	423	304	247	613	282	278	197	41	61	63	599	96	71	414	136	296	818	225	248	588	360	214	194	299	635	279	116	445	231	331	112	103	360					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2922	147	86	42	80	31	63	206	76	54	53	56	9	117	97	40	33	141	107	45	27	20	14	9	115	16	10	49	35	109	115	37	37	107	103	71	32	87	96	14	20	86	9	102	16	19	84					
6	Число погашенных избирательных бюллетеней	7121	918	839	215	377	694	571	484	56	14	59	50	36	469	110	46	40	126	131	37	56	19	10	48	146	8	4	97	29	45	267	28	105	155	127	55	24	29	169	47	29	84	70	102	17	13	66					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2922	147	86	42	80	31	63	206	76	54	53	56	9	117	97	40	33	141	107	45	27	20	14	9	115	16	10	49	35	109	115	37	37	107	103	71	32	87	96	14	20	86	9	102	16	19	84					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19737	1335	1575	693	793	975	916	1060	268	342	318	324	65	1394	423	304	247	613	282	278	197	41	61	63	599	96	71	414	136	296	818	225	248	588	360	214	194	299	635	279	116	445	231	331	112	103	360					
9	Число недействительных избирательных бюллетеней	248	13	15	7	4	13	13	6	4	1	2	1	1	9	3	0	10	2	6	1	3	0	0	0	4	2	0	4	3	0	5	2	2	9	4	0	0	0	5	1	1	4	0	86	0	0	2					
10	Число действительных избирательных бюллетеней	22411	1469	1646	728	869	993	966	1260	340	395	369	379	73	1502	517	344	270	752	383	322	221	61	75	72	710	110	81	459	168	405	928	260	283	686	459	285	226	386	726	292	135	527	240	347	128	122	442					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	909	34	46	12	15	48	38	52	12	9	10	12	8	30	5	15	15	25	20	20	25	15	0	42	14	5	3	16	12	21	55	17	5	10	16	22	15	20	30	20	2	12	25	30	10	5	36					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	890	34	46	12	15	48	35	52	12	9	10	12	8	30	5	15	15	25	20	19	25	14	0	38	14	3	3	16	12	21	55	17	5	10	16	22	15	20	30	16	2	12	25	27	10	4	36					
