Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Димитровградская городская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157					
1	"Число избирателей, внесенных в списки"	103563	144	2341	2023	2326	1704	2218	2238	2219	2257	2610	2293	2329	2036	2142	2318	2252	2598	1574	1388	2184	1716	2197	2736	2681	2756	2605	2655	2003	2292	2772	2327	2821	2177	2620	1806	2884	1966	2285	2006	2537	2664	2081	1870	2500	2090	1944	1228	150					
2	"Число бюллетеней, полученных участковыми комиссиями"	100870	120	2200	1900	2300	1700	2200	2200	2200	2200	2600	2300	2300	2000	2100	2300	2200	2500	1500	1300	2100	1700	2100	2700	2600	2700	2600	2600	2000	2200	2700	2300	2800	2100	2600	1700	2700	1900	2200	2000	2500	2500	2000	1800	2400	2000	1900	1200	150					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	51661	49	1436	1044	1383	1020	1345	1306	1317	1370	1160	1275	1302	1015	1042	1243	1347	1444	857	575	1043	661	792	1245	1059	1456	1480	1187	1029	1076	1445	1358	1550	1177	1276	869	1323	849	923	1018	1162	966	801	780	1115	962	984	545	0					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1865	46	41	28	33	26	30	34	28	36	44	9	37	31	9	13	25	17	25	37	30	19	40	26	37	30	29	18	19	18	23	24	17	33	36	27	124	37	37	16	22	24	59	42	286	41	41	11	150					
6	Число погашенных бюллетеней	47344	25	723	828	884	654	825	860	855	794	1396	1016	961	954	1049	1044	828	1039	618	688	1027	1020	1268	1429	1504	1214	1091	1395	952	1106	1232	918	1233	890	1288	804	1253	1014	1240	966	1316	1510	1140	978	999	997	875	644	0					
7	Число бюллетеней в переносных ящиках для голосования	1865	46	41	28	33	26	30	34	28	36	44	9	37	31	9	13	25	17	25	37	30	19	40	26	37	30	29	18	19	18	23	24	17	33	36	27	124	37	37	16	22	24	59	42	286	41	41	11	150					
8	Число бюллетеней в стационарных ящиках для голосования	51581	49	1435	1039	1381	1016	1345	1302	1317	1370	1160	1274	1297	1015	1041	1243	1344	1444	857	574	1041	661	792	1244	1059	1424	1480	1187	1028	1074	1445	1356	1550	1177	1276	869	1318	849	923	1018	1161	963	801	780	1112	961	984	545	0					
9	Число недействительных бюллетеней	1334	4	13	66	19	22	40	33	28	11	32	19	24	26	32	22	10	28	14	34	20	13	16	79	30	41	22	58	22	13	26	19	17	23	12	14	27	84	17	15	42	52	69	25	47	14	12	24	4					
10	Число действительных бюллетеней	52112	91	1463	1001	1395	1020	1335	1303	1317	1395	1172	1264	1310	1020	1018	1234	1359	1433	868	577	1051	667	816	1191	1066	1413	1487	1147	1025	1079	1442	1361	1550	1187	1300	882	1415	802	943	1019	1141	935	791	797	1351	988	1013	532	146					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	684	0	17	11	23	10	28	22	16	17	17	19	21	14	23	11	16	22	10	10	16	10	8	11	14	17	17	17	12	16	17	16	17	16	17	10	10	12	6	12	7	17	16	11	12	23	12	8	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	507	0	15	9	21	10	24	21	11	14	17	16	19	14	20	6	11	18	9	2	6	4	6	11	6	14	17	13	8	4	8	13	12	12	8	10	7	4	3	9	5	16	8	4	8	23	10	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	312	22	8	7	10	3	5	12	1	3	9	4	4	5	3	4	4	4	2	0	7	4	4	5	2	4	5	9	3	1	3	2	4	5	4	9	5	4	5	8	8	4	8	9	1	2	3	0	74					
14	Число погашенных открепительных удостоверений	177	0	2	2	2	0	4	1	5	3	0	3	2	0	3	5	5	4	1	8	10	6	2	0	8	3	0	4	4	12	9	3	5	4	9	0	3	8	3	3	2	1	8	7	4	0	2	7	0					
15	Число открепительных удостоверений выданных ТИК	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	"1. ""ЕДИНЕНИЕ"""	400	0	11	3	3	5	9	9	9	15	13	12	13	6	5	4	14	14	2	5	8	9	7	8	19	7	3	7	4	3	13	7	9	8	11	10	15	7	9	7	8	15	8	10	9	3	12	8	4					
		0.74%	0.0%	0.74%	0.28%	0.21%	0.47%	0.65%	0.67%	0.66%	1.06%	1.07%	0.93%	0.97%	0.57%	0.47%	0.31%	1.02%	0.95%	0.22%	0.81%	0.74%	1.32%	0.84%	0.62%	1.73%	0.48%	0.19%	0.58%	0.38%	0.27%	0.88%	0.50%	0.57%	0.66%	0.83%	1.11%	1.04%	0.79%	0.93%	0.67%	0.67%	1.51%	0.93%	1.21%	0.64%	0.29%	1.17%	1.43%	2.66%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1634	0	62	37	59	44	65	49	59	66	34	58	40	29	27	37	73	40	52	20	17	15	26	32	27	33	41	36	27	23	37	46	30	37	33	28	33	20	28	20	38	27	15	19	37	27	23	3	5					
		3.05%	0.0%	4.20%	3.46%	4.17%	4.22%	4.72%	3.66%	4.38%	4.69%	2.82%	4.52%	2.99%	2.77%	2.57%	2.94%	5.33%	2.73%	5.89%	3.27%	1.58%	2.20%	3.12%	2.51%	2.46%	2.26%	2.71%	2.98%	2.57%	2.10%	2.52%	3.33%	1.91%	3.05%	2.51%	3.12%	2.28%	2.25%	2.91%	1.93%	3.21%	2.73%	1.74%	2.31%	2.64%	2.69%	2.24%	0.53%	3.33%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1449	2	27	20	34	26	66	58	39	70	27	36	39	16	32	21	23	35	19	16	25	24	27	34	24	36	41	31	27	25	37	26	55	38	29	30	50	15	39	14	23	15	21	23	43	21	39	23	8					
		2.71%	2.10%	1.82%	1.87%	2.40%	2.49%	4.8%	4.34%	2.89%	4.97%	2.24%	2.80%	2.92%	1.52%	3.04%	1.67%	1.68%	2.39%	2.15%	2.61%	2.33%	3.52%	3.24%	2.67%	2.18%	2.47%	2.71%	2.57%	2.57%	2.28%	2.52%	1.88%	3.50%	3.14%	2.21%	3.34%	3.46%	1.69%	4.06%	1.35%	1.94%	1.51%	2.44%	2.79%	3.07%	2.09%	3.80%	4.13%	5.33%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2507	0	118	66	100	66	77	83	99	89	69	69	88	54	48	63	72	63	60	25	31	29	28	48	47	60	96	49	53	50	56	45	57	58	75	32	32	18	37	56	29	28	16	19	39	41	46	13	10					
		4.69%	0.0%	7.99%	6.18%	7.07%	6.33%	5.6%	6.21%	7.36%	6.33%	5.73%	5.37%	6.59%	5.16%	4.57%	5.01%	5.25%	4.31%	6.80%	4.09%	2.89%	4.26%	3.36%	3.77%	4.28%	4.12%	6.36%	4.06%	5.06%	4.57%	3.81%	3.26%	3.63%	4.79%	5.71%	3.57%	2.21%	2.03%	3.85%	5.41%	2.45%	2.83%	1.86%	2.31%	2.78%	4.09%	4.48%	2.33%	6.66%					
22	"5. ""За Русь Святую"""	250	1	7	6	4	4	9	8	1	8	4	6	6	10	5	2	4	11	3	1	5	5	3	3	5	8	7	6	5	5	11	3	7	2	8	3	9	6	3	4	3	2	8	9	7	2	6	4	1					
		0.46%	1.05%	0.47%	0.56%	0.28%	0.38%	0.65%	0.59%	0.07%	0.56%	0.33%	0.46%	0.44%	0.95%	0.47%	0.15%	0.29%	0.75%	0.34%	0.16%	0.46%	0.73%	0.36%	0.23%	0.45%	0.55%	0.46%	0.49%	0.47%	0.45%	0.74%	0.21%	0.44%	0.16%	0.60%	0.33%	0.62%	0.67%	0.31%	0.38%	0.25%	0.20%	0.93%	1.09%	0.50%	0.19%	0.58%	0.71%	0.66%					
23	"6. ""Объединенная Российская партия ""Русь"""	112	1	1	0	3	3	1	3	1	4	1	5	1	2	2	4	5	3	1	3	2	4	2	3	2	2	4	3	6	4	2	4	1	3	1	4	2	2	5	1	0	0	0	0	2	3	4	1	1					
		0.20%	1.05%	0.06%	0.0%	0.21%	0.28%	0.07%	0.22%	0.07%	0.28%	0.08%	0.38%	0.07%	0.19%	0.19%	0.31%	0.36%	0.20%	0.11%	0.49%	0.18%	0.58%	0.24%	0.23%	0.18%	0.13%	0.26%	0.24%	0.57%	0.36%	0.13%	0.28%	0.06%	0.24%	0.07%	0.44%	0.13%	0.22%	0.52%	0.09%	0.0%	0.0%	0.0%	0.0%	0.14%	0.29%	0.39%	0.17%	0.66%					
24	"7. ""Новый курс - Автомобильная Россия"""	418	0	11	11	13	9	8	15	11	9	10	15	10	14	8	9	15	8	13	6	6	1	3	12	12	9	5	9	4	12	11	12	12	7	6	7	15	6	4	13	8	7	8	8	13	4	5	3	1					
		0.78%	0.0%	0.74%	1.03%	0.91%	0.86%	0.58%	1.12%	0.81%	0.64%	0.83%	1.16%	0.74%	1.33%	0.76%	0.71%	1.09%	0.54%	1.47%	0.98%	0.56%	0.14%	0.36%	0.94%	1.09%	0.61%	0.33%	0.74%	0.38%	1.09%	0.74%	0.86%	0.76%	0.57%	0.45%	0.78%	1.04%	0.67%	0.41%	1.25%	0.67%	0.70%	0.93%	0.97%	0.92%	0.39%	0.48%	0.53%	0.66%					
25	"8. ""Народно-республиканская партия России"""	61	0	0	0	0	2	0	0	1	3	1	0	0	1	2	5	5	5	0	1	0	0	0	0	3	0	0	0	0	1	1	0	3	2	0	0	0	0	5	1	3	1	2	2	7	2	2	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.07%	0.21%	0.08%	0.0%	0.0%	0.09%	0.19%	0.39%	0.36%	0.34%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.09%	0.06%	0.0%	0.19%	0.16%	0.0%	0.0%	0.0%	0.0%	0.52%	0.09%	0.25%	0.10%	0.23%	0.24%	0.50%	0.19%	0.19%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	271	1	9	3	7	8	5	7	6	11	6	10	5	8	5	4	4	9	3	2	4	3	6	6	7	3	11	8	7	6	10	7	13	6	15	3	1	1	1	3	8	3	1	8	8	2	4	1	2					
		0.50%	1.05%	0.60%	0.28%	0.49%	0.76%	0.36%	0.52%	0.44%	0.78%	0.49%	0.77%	0.37%	0.76%	0.47%	0.31%	0.29%	0.61%	0.34%	0.32%	0.37%	0.44%	0.72%	0.47%	0.63%	0.20%	0.72%	0.66%	0.66%	0.54%	0.68%	0.50%	0.82%	0.49%	1.14%	0.33%	0.06%	0.11%	0.10%	0.29%	0.67%	0.30%	0.11%	0.97%	0.57%	0.19%	0.39%	0.17%	1.33%					
27	"10. ""Аграрная партия России"""	1786	3	44	33	42	42	44	54	47	73	43	29	46	31	31	37	31	41	31	18	29	42	25	30	35	62	45	26	29	34	50	43	61	35	40	30	60	23	52	32	43	39	35	24	44	39	34	23	2					
		3.34%	3.15%	2.98%	3.09%	2.97%	4.03%	3.2%	4.04%	3.49%	5.19%	3.57%	2.26%	3.44%	2.96%	2.95%	2.94%	2.26%	2.80%	3.51%	2.94%	2.70%	6.17%	3.00%	2.36%	3.19%	4.26%	2.98%	2.15%	2.76%	3.11%	3.40%	3.11%	3.89%	2.89%	3.04%	3.34%	4.16%	2.59%	5.41%	3.09%	3.63%	3.95%	4.06%	2.91%	3.14%	3.89%	3.31%	4.13%	1.33%					
28	"11. ""Истинные патриоты России"""	82	0	1	4	1	0	2	4	2	1	1	2	1	1	1	1	2	2	6	0	3	1	1	3	0	3	5	2	1	0	3	7	2	1	1	0	3	1	1	1	0	1	2	2	3	1	1	0	1					
