Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Советская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427					
1	"Число избирателей, внесенных в списки"	13572	2071	2399	563	190	115	837	566	358	379	547	1210	192	361	464	762	134	930	1494					
2	"Число бюллетеней, полученных участковыми комиссиями"	12978	1930	2266	638	211	129	807	539	357	378	488	1165	182	368	457	713	134	866	1350					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8097	1115	1242	445	154	100	453	350	245	220	350	716	121	189	322	509	121	511	934					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	464	89	55	13	8	8	39	20	19	10	21	28	6	7	10	34	0	29	68					
6	Число погашенных бюллетеней	4417	726	969	180	49	21	315	169	93	148	117	421	55	172	125	170	13	326	348					
7	Число бюллетеней в переносных ящиках для голосования	464	89	55	13	8	8	39	20	19	10	21	28	6	7	10	34	0	29	68					
8	Число бюллетеней в стационарных ящиках для голосования	8095	1114	1242	445	154	100	453	350	245	219	350	716	121	189	322	509	121	511	934					
9	Число недействительных бюллетеней	124	19	11	12	0	1	12	4	1	6	7	11	0	1	3	8	3	14	11					
10	Число действительных бюллетеней	8435	1184	1286	446	162	107	480	366	263	223	364	733	127	195	329	535	118	526	991					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	56	15	5	2	2	2	2	2	2	4	2	3	2	2	2	2	2	2	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	20	6	1	1	1	0	1	0	2	0	0	2	0	1	1	1	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	12	1	2	2	0	0	1	0	0	0	0	0	0	0	2	1	0	2	1					
14	Число погашенных открепительных удостоверений	36	9	4	1	1	2	1	2	0	4	2	1	2	1	1	1	2	2	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	83	6	13	8	2	5	4	4	2	1	3	12	0	1	2	4	2	5	9					
		0.96%	0.49%	1.00%	1.74%	1.23%	4.62%	0.81%	1.08%	0.75%	0.43%	0.80%	1.61%	0.0%	0.51%	0.60%	0.73%	1.65%	0.92%	0.89%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	147	24	26	11	0	0	7	6	1	6	9	9	0	2	2	13	0	9	22					
		1.71%	1.99%	2.00%	2.40%	0.0%	0.0%	1.42%	1.62%	0.37%	2.62%	2.42%	1.20%	0.0%	1.02%	0.60%	2.39%	0.0%	1.66%	2.19%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	155	21	25	8	2	1	9	13	4	2	11	12	0	1	7	13	2	6	18					
		1.81%	1.74%	1.92%	1.74%	1.23%	0.92%	1.82%	3.51%	1.51%	0.87%	2.96%	1.61%	0.0%	0.51%	2.10%	2.39%	1.65%	1.11%	1.79%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	164	41	22	11	4	3	5	4	5	4	16	6	4	2	1	8	1	13	14					
		1.91%	3.40%	1.69%	2.40%	2.46%	2.77%	1.01%	1.08%	1.89%	1.74%	4.31%	0.80%	3.14%	1.02%	0.30%	1.47%	0.82%	2.40%	1.39%					
22	"5. ""За Русь Святую"""	32	9	1	0	2	0	0	2	0	5	2	0	0	1	4	2	0	1	3					
		0.37%	0.74%	0.07%	0.0%	1.23%	0.0%	0.0%	0.54%	0.0%	2.18%	0.53%	0.0%	0.0%	0.51%	1.20%	0.36%	0.0%	0.18%	0.29%					
23	"6. ""Объединенная Российская партия ""Русь"""	7	0	2	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0					
		0.08%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.26%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	5	4	0	1	0	0	0	2	0	1	3	0	3	2	1	1	3	9					
		0.40%	0.41%	0.30%	0.0%	0.61%	0.0%	0.0%	0.0%	0.75%	0.0%	0.26%	0.40%	0.0%	1.53%	0.60%	0.18%	0.82%	0.55%	0.89%					
25	"8. ""Народно-республиканская партия России"""	7	0	0	0	0	0	1	0	0	0	1	1	0	2	0	1	0	1	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.26%	0.13%	0.0%	1.02%	0.0%	0.18%	0.0%	0.18%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	20	6	2	0	1	0	3	3	0	1	0	3	0	0	0	0	0	0	1					
		0.23%	0.49%	0.15%	0.0%	0.61%	0.0%	0.60%	0.81%	0.0%	0.43%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%					
27	"10. ""Аграрная партия России"""	2331	299	360	127	55	37	251	101	117	34	92	167	23	45	143	168	16	166	130					
		27.23%	24.85%	27.75%	27.72%	33.95%	34.25%	51.01%	27.29%	44.31%	14.84%	24.79%	22.44%	18.11%	22.95%	43.07%	30.93%	13.22%	30.74%	12.97%					
28	"11. ""Истинные патриоты России"""	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0					
		0.05%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.37%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	37	1	6	3	1	0	0	2	2	1	5	2	0	2	0	5	1	2	4					
		0.43%	0.08%	0.46%	0.65%	0.61%	0.0%	0.0%	0.54%	0.75%	0.43%	1.34%	0.26%	0.0%	1.02%	0.0%	0.92%	0.82%	0.37%	0.39%					
30	"13. ""Демократическая партия России"""	29	2	4	1	0	2	1	2	4	0	2	7	0	0	0	1	0	3	0					
		0.33%	0.16%	0.30%	0.21%	0.0%	1.85%	0.20%	0.54%	1.51%	0.0%	0.53%	0.94%	0.0%	0.0%	0.0%	0.18%	0.0%	0.55%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	15	1	3	1	0	0	0	0	0	1	1	1	0	0	3	0	1	1	2					
		0.17%	0.08%	0.23%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.26%	0.13%	0.0%	0.0%	0.90%	0.0%	0.82%	0.18%	0.19%					
32	"15. ""Партия СЛОН"""	7	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1					
		0.08%	0.16%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.18%	0.09%					
33	"16. ""Родина"" (народно-патриотический союз)"""	429	56	69	25	2	0	9	17	6	8	20	56	7	26	11	29	3	27	58					
		5.01%	4.65%	5.31%	5.45%	1.23%	0.0%	1.82%	4.59%	2.27%	3.49%	5.39%	7.52%	5.51%	13.26%	3.31%	5.34%	2.47%	5.0%	5.78%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	15	1	0	0	1	1	0	1	0	2	2	1	0	2	1	1	1	0	1					
		0.17%	0.08%	0.0%	0.0%	0.61%	0.92%	0.0%	0.27%	0.0%	0.87%	0.53%	0.13%	0.0%	1.02%	0.30%	0.18%	0.82%	0.0%	0.09%					
35	"18. ""ЛДПР"""	993	129	137	52	29	24	34	31	26	28	63	93	17	33	49	55	22	57	114					
		11.60%	10.72%	10.56%	11.35%	17.90%	22.22%	6.91%	8.37%	9.84%	12.22%	16.98%	12.5%	13.38%	16.83%	14.75%	10.12%	18.18%	10.55%	11.37%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	128	25	22	9	2	6	5	6	0	1	12	15	0	2	4	8	0	4	7					
		1.49%	2.07%	1.69%	1.96%	1.23%	5.55%	1.01%	1.62%	0.0%	0.43%	3.23%	2.01%	0.0%	1.02%	1.20%	1.47%	0.0%	0.74%	0.69%					
37	"20. ""Политическая партия ""Единая Россия"""	1824	295	321	81	28	17	40	84	56	73	83	152	54	41	50	123	53	94	179					
		21.31%	24.52%	24.74%	17.68%	17.28%	15.74%	8.13%	22.70%	21.21%	31.87%	22.37%	20.43%	42.51%	20.91%	15.06%	22.65%	43.80%	17.40%	17.86%					
38	"21. ""Российская Конституционно-демократическая партия"""	10	0	1	0	2	0	0	0	0	1	1	2	0	1	0	0	0	1	1					
		0.11%	0.0%	0.07%	0.0%	1.23%	0.0%	0.0%	0.0%	0.0%	0.43%	0.26%	0.26%	0.0%	0.51%	0.0%	0.0%	0.0%	0.18%	0.09%					
39	"22. ""Развитие предпринимательства"""	19	0	2	0	1	0	4	1	0	1	1	2	0	0	1	1	0	0	5					
		0.22%	0.0%	0.15%	0.0%	0.61%	0.0%	0.81%	0.27%	0.0%	0.43%	0.26%	0.26%	0.0%	0.0%	0.30%	0.18%	0.0%	0.0%	0.49%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1650	238	222	88	18	7	96	76	28	45	24	153	16	24	45	86	11	107	366					
		19.27%	19.78%	17.11%	19.21%	11.11%	6.48%	19.51%	20.54%	10.60%	19.65%	6.46%	20.56%	12.59%	12.24%	13.55%	15.83%	9.09%	19.81%	36.52%					
																									
41	Против всех	293	22	43	21	11	4	11	13	9	7	14	34	6	7	4	14	4	22	47					
		3.42%	1.82%	3.31%	4.58%	6.79%	3.70%	2.23%	3.51%	3.40%	3.05%	3.77%	4.56%	4.72%	3.57%	1.20%	2.57%	3.30%	4.07%	4.69%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
