Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
"Наименование Избирательной комиссии:    Новокузнецк, Орджоникидзевская"																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675					
1	"Число избирателей, внесенных в списки избирателей"	61260	1765	1611	672	1446	1743	2481	2769	1591	1156	1722	1910	2469	2452	2527	1598	1898	2175	1483	2756	1764	2396	638	831	2658	1833	2699	2465	2308	2509	2323	2612					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	57200	1700	1500	600	1300	1600	2300	2500	1400	1000	1600	1800	2300	2300	2400	1500	1800	2000	1300	2600	1600	2400	600	800	2500	1700	2500	2300	2300	2300	2200	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	46639	1453	1034	502	1016	1245	1784	2286	1239	791	1197	1328	1753	2006	1478	1196	1149	1846	1249	2218	1453	2203	540	668	1852	1400	2029	1884	1702	2258	1862	2018					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1681	86	28	34	63	55	53	38	82	44	137	62	69	56	135	85	47	64	32	80	30	53	43	34	40	15	37	50	33	38	30	28					
6	Число погашенных избирательных бюллетеней	8880	161	438	64	221	300	463	176	79	165	266	410	478	238	787	219	604	90	19	302	117	144	17	98	608	285	434	366	565	4	308	454					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1681	86	28	34	63	55	53	38	82	44	137	62	69	56	135	85	47	64	32	80	30	53	43	34	40	15	37	50	33	38	30	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	46566	1381	1034	502	1016	1245	1784	2286	1239	791	1197	1328	1753	2006	1478	1196	1148	1846	1249	2218	1453	2203	540	668	1852	1400	2029	1884	1702	2258	1862	2018					
9	Число недействительных избирательных бюллетеней	313	7	3	3	4	1	14	11	14	4	17	7	25	17	16	0	10	22	11	3	0	16	0	38	26	10	2	13	0	14	5	0					
10	Число действительных избирательных бюллетеней	47934	1460	1059	533	1075	1299	1823	2313	1307	831	1317	1383	1797	2045	1597	1281	1185	1888	1270	2295	1483	2240	583	664	1866	1405	2064	1921	1735	2282	1887	2046					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1080	25	28	12	27	50	60	45	28	20	30	30	40	40	40	25	30	35	25	45	25	50	15	19	45	30	45	40	40	46	43	47					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1080	25	28	12	27	50	60	45	28	20	30	30	40	40	40	25	30	35	25	45	25	50	15	19	45	30	45	40	40	46	43	47					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	632	60	15	12	30	17	31	3	22	25	10	34	15	11	18	30	13	20	23	11	16	17	11	12	24	21	30	16	22	28	20	15					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	411	20	9	2	8	18	29	22	11	7	9	8	25	11	14	11	15	14	10	26	6	8	3	0	19	6	19	21	13	13	14	20					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
