Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
"Наименование Избирательной комиссии:    Новокузнецк, Орджоникидзевская"																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684					
1	"Число избирателей, внесенных в список избирателей"	62162	1948	2417	2484	2396	1713	1974	2123	1086	2562	1881	1713	1590	710	1534	1868	2392	2842	1582	1372	2005	2628	727	830	2608	2388	2671	2447	2467	2509	2600	2095					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	54700	1700	2100	2200	2100	1500	1700	1900	1000	2300	1600	1500	1400	600	1300	1600	2100	2500	1300	1200	1700	2300	600	700	2300	2100	2300	2100	2200	2400	2400	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	42687	1452	1733	2067	1859	1271	1407	1792	905	976	1383	401	1138	229	835	926	1876	2202	1166	1126	1498	2002	318	672	1262	1164	2089	1791	1828	1487	2120	1712					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1459	96	67	44	193	38	53	45	67	58	74	79	35	27	44	36	37	48	52	16	43	42	49	24	27	22	37	26	21	26	11	22					
6	Число погашенных избирательных бюллетеней	10554	152	300	89	48	191	240	63	28	1266	143	1020	227	344	421	638	187	250	82	58	159	256	233	4	1011	914	174	283	351	887	269	266					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1459	96	67	44	193	38	53	45	67	58	74	79	35	27	44	36	37	48	52	16	43	42	49	24	27	22	37	26	21	26	11	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	42599	1452	1733	2067	1859	1271	1377	1792	905	976	1383	387	1138	229	835	926	1876	2202	1166	1126	1498	2002	318	628	1262	1164	2089	1791	1828	1487	2120	1712					
9	Число недействительных избирательных бюллетеней	465	23	9	33	0	4	23	20	8	12	12	9	7	6	4	4	28	22	15	16	9	22	4	25	34	30	14	32	14	12	0	14					
10	Число действительных избирательных бюллетеней	43593	1525	1791	2078	2052	1305	1407	1817	964	1022	1445	457	1166	250	875	958	1885	2228	1203	1126	1532	2022	363	627	1255	1156	2112	1785	1835	1501	2131	1720					
