Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Лосиноостровский район																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №3071	УИК №3072					
1	"Число избирателей, внесенных в списки"	58168	2521	2722	2690	2402	2424	2665	2469	2527	2565	2657	2804	2664	2924	2614	2562	2553	2739	2729	2845	2323	2379	2368	886	136					
2	"Число бюллетеней, полученных участковыми комиссиями"	52930	2250	2500	2450	2200	2200	2400	2200	2300	2350	2400	2500	2400	2650	2300	2350	2350	2500	2450	2550	2100	2150	2150	1010	220					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	32522	1479	1448	1453	1211	1317	1476	1388	1392	1510	1415	1487	1484	1563	1445	1460	1401	1570	1513	1667	1285	1300	1256	866	136					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	896	14	27	46	55	53	40	43	40	38	33	29	60	61	25	46	25	35	46	31	58	53	38	0	0					
6	Число погашенных бюллетеней	19510	757	1025	951	934	830	884	769	868	800	952	984	856	1026	830	844	924	895	891	852	757	797	856	144	84					
7	Число бюллетеней в переносных ящиках для голосования	896	14	27	46	55	53	40	43	40	38	33	29	60	61	25	46	25	35	46	31	58	53	38	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	32424	1478	1441	1453	1211	1317	1431	1361	1392	1506	1415	1483	1483	1563	1445	1455	1401	1568	1513	1667	1285	1300	1254	866	136					
9	Число недействительных бюллетеней	373	14	18	17	15	16	16	25	14	12	20	30	10	11	17	29	10	29	12	4	11	13	10	20	0					
10	Число действительных бюллетеней	32947	1478	1450	1482	1251	1354	1455	1379	1418	1532	1428	1482	1533	1613	1453	1472	1416	1574	1547	1694	1332	1340	1282	846	136					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	532	28	20	25	20	29	26	21	20	30	29	31	28	44	22	19	21	17	18	34	17	18	15	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	691	23	14	10	15	14	30	28	18	21	11	12	24	5	34	10	9	14	11	25	18	13	26	297	9					
14	Число погашенных открепительных удостоверений	568	22	30	25	30	21	24	29	30	20	21	19	22	6	28	31	29	33	32	16	33	32	35	0	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	189	5	10	7	7	8	9	7	15	5	6	4	10	5	4	14	5	11	14	8	7	3	10	12	3					
