Выборы Президента Российской Федерации																																																																														
Дата голосования: 02.03.2008																																																																														
																																																																														
Наименование Избирательной комиссии:    Петрозаводская городская №1																																																																														
																																																																														
Сводная таблица результатов выборов																																																																														
																																																																														
	Число участковых избирательных комиссий	71																																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	71																																																																												
																																																																														
		Сумма	УИК №1	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №102					
1	"Число избирателей, включенных в списки избирателей"	130360	1202	1111	1283	2628	2023	2550	2203	2768	1776	1436	1872	2439	2126	2108	1694	1920	1780	2005	1662	1900	1874	2042	1758	2143	1906	1451	1799	1772	1665	2109	2325	1544	1832	2521	1635	1607	1518	1739	2051	1906	1671	1629	1659	1920	1782	1868	1809	1443	1789	1909	1704	1468	1799	1977	1720	1452	2004	1942	1939	1780	2294	1879	1744	1885	1666	1561	1512	1489	1824	1924	1635					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	124200	1000	1000	1200	2500	2000	2500	2000	2500	1700	1400	1800	2400	2000	2000	1500	1900	1700	2000	1500	1800	1800	1900	1700	2000	1800	1400	1700	1700	1500	2000	2200	1500	1800	2500	1500	1500	1500	1700	2000	1800	1500	1500	1500	1900	1700	1700	1800	1300	1700	1800	1500	1400	1700	1800	1700	1500	2000	1900	1900	1700	2300	1800	1700	1800	1500	1500	1500	1500	1800	1900	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	66546	571	457	480	1312	819	1158	1008	1380	832	766	802	1053	855	1079	815	977	1016	1038	704	1078	828	935	970	1165	842	761	926	1031	863	1088	1028	784	930	1247	868	799	787	951	1068	986	892	873	749	1063	993	896	1019	897	912	961	902	776	991	967	944	937	1164	1000	1001	967	1222	1089	952	1053	838	807	888	764	1009	1103	860					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1726	25	10	16	20	11	41	10	17	53	14	14	38	16	6	9	10	11	17	24	12	39	89	21	13	16	15	29	36	16	16	10	18	8	16	8	9	27	10	21	38	38	31	22	32	42	179	46	76	27	40	34	25	29	133	13	10	6	11	10	9	7	10	4	5	8	4	11	10	7	5	13					
6	Число погашенных избирательных бюллетеней	55928	404	533	704	1168	1170	1301	982	1103	815	620	984	1309	1129	915	676	913	673	945	772	710	933	876	709	822	942	624	745	633	621	896	1162	698	862	1237	624	692	686	739	911	776	570	596	729	805	665	625	735	327	761	799	564	599	680	700	743	553	830	889	889	724	1071	701	744	742	654	689	601	726	784	792	627					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1726	25	10	16	20	11	41	10	17	53	14	14	38	16	6	9	10	11	17	24	12	39	89	21	13	16	15	29	36	16	16	10	18	8	16	8	9	27	10	21	38	38	31	22	32	42	179	46	76	27	40	34	25	29	133	13	10	6	11	10	9	7	10	4	5	8	4	11	10	7	5	13					
8	Число бюллетеней в стационарных ящиках для голосования	66486	571	457	480	1312	819	1158	1007	1380	832	764	801	1052	855	1079	815	975	1016	1036	701	1078	828	933	970	1165	842	761	925	1030	849	1086	1028	784	930	1245	868	799	785	949	1068	986	891	872	748	1062	992	895	1015	895	912	960	900	776	991	967	944	935	1164	1000	1000	967	1222	1089	952	1053	838	806	888	764	1009	1100	860					
9	Число недействительных избирательных бюллетеней	984	5	8	8	15	13	14	9	13	12	18	15	26	16	15	10	8	15	14	9	22	8	8	16	21	8	10	19	11	13	14	14	15	13	14	9	9	12	13	15	17	23	14	14	10	24	22	18	14	18	16	8	11	12	24	11	5	17	11	17	10	20	17	20	16	13	10	16	9	16	12	12					
10	Число действительных избирательных бюллетеней	67228	591	459	488	1317	817	1185	1008	1384	873	760	800	1064	855	1070	814	977	1012	1039	716	1068	859	1014	975	1157	850	766	935	1055	852	1088	1024	787	925	1247	867	799	800	946	1074	1007	906	889	756	1084	1010	1052	1043	957	921	984	926	790	1008	1076	946	940	1153	1000	993	966	1209	1082	936	1042	833	800	883	765	1000	1093	861					
11	Число полученных открепительных  удостоверений	1570	20	20	20	20	20	20	30	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	50	20	60	20	20	40	20	20	20	20	20	20	20	20	20	30	30	20	20	20	30	20	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
