Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Сенгилеевская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527					
1	"Число избирателей, внесенных в списки избирателей"	19335	525	751	1348	1383	1229	1095	988	1436	1468	2481	692	424	398	85	501	262	445	254	688	182	107	688	422	826	657					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17781	450	650	1200	1250	1100	1000	950	1300	1350	2250	650	400	380	76	450	250	450	240	650	180	105	650	400	800	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12754	315	553	832	747	719	660	599	942	993	1584	500	276	301	57	366	222	362	203	497	147	86	469	298	542	484					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1873	94	32	98	101	79	64	199	145	77	128	92	109	56	14	60	13	45	37	88	9	8	102	46	133	44					
6	Число погашенных избирательных бюллетеней	3154	41	65	270	402	302	276	152	213	280	538	58	15	23	5	24	15	43	0	65	24	11	79	56	125	72					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1873	94	32	98	101	79	64	199	145	77	128	92	109	56	14	60	13	45	37	88	9	8	102	46	133	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12747	315	553	832	747	719	660	599	941	993	1584	500	276	301	57	366	222	356	203	497	147	86	469	298	542	484					
9	Число недействительных избирательных бюллетеней	143	4	1	6	8	11	5	1	14	16	20	13	0	0	0	6	1	5	2	2	2	0	6	8	9	3					
10	Число действительных избирательных бюллетеней	14477	405	584	924	840	787	719	797	1072	1054	1692	579	385	357	71	420	234	396	238	583	154	94	565	336	666	525					
