Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Сенгилеевская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464					
1	"Число избирателей, внесенных в список избирателей"	19046	464	665	1416	1226	1369	1000	945	1447	1448	1074	1396	458	249	717	179	115	721	396	453	482	241	646	395	853	691					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18375	400	650	1400	1200	1300	1000	950	1400	1400	1000	1300	450	250	700	170	105	700	400	450	450	250	600	400	800	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11354	266	406	774	567	696	593	422	901	935	725	906	330	165	516	137	69	435	182	276	297	146	413	230	515	452					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1712	40	28	80	63	81	58	116	116	74	54	147	42	30	60	15	17	83	100	109	62	11	150	39	72	65					
6	Число погашенных избирательных бюллетеней	5309	94	216	546	570	523	349	412	383	391	221	247	78	55	124	18	19	182	118	65	91	93	37	131	213	133					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1712	40	28	80	63	81	58	116	116	74	54	147	42	30	60	15	17	83	100	109	62	11	150	39	72	65					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11351	266	406	771	567	696	593	422	901	935	725	906	330	165	516	137	69	435	182	276	297	146	413	230	515	452					
9	Число недействительных избирательных бюллетеней	254	2	7	8	11	13	11	10	65	14	16	22	5	3	14	4	1	12	3	4	8	0	5	4	4	8					
10	Число действительных избирательных бюллетеней	12809	304	427	843	619	764	640	528	952	995	763	1031	367	192	562	148	85	506	279	381	351	157	558	265	583	509					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1477	18	32	20	20	20	39	60	110	120	130	130	80	15	35	8	0	100	50	80	50	20	90	70	90	90					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1473	18	32	20	20	20	39	60	110	120	130	130	80	15	35	8	0	97	50	80	50	20	90	69	90	90					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	258	12	10	11	4	10	9	13	16	12	13	33	7	4	10	6	4	8	3	5	6	3	14	17	13	15					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	2	2	5	3	3	1	2	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
