Выборы Президента Российской Федерации																																																	
																																																	
Наименование Избирательной комиссии:    Адамовская																																																	
																																																	
Итоги голосования 																																																	
																																																	
		Сумма	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
1	"Число избирателей, внесенных в список"	21513	1567	1653	1167	1407	85	430	76	753	213	277	753	183	202	176	260	193	331	68	232	988	288	164	1121	99	47	776	182	292	534	616	206	644	245	1049	598	279	272	223	1252	689	603	320					
2	Число полученных избирательных бюллетеней	21548	1590	1640	1170	1445	85	433	77	760	210	272	755	183	205	175	254	185	320	68	225	1000	290	162	1135	99	50	800	180	282	535	615	204	644	230	1045	586	280	275	215	1250	676	620	323					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15504	957	899	657	821	78	324	64	578	175	214	583	153	166	147	163	146	269	67	164	692	265	154	793	88	47	675	156	246	355	497	165	566	211	804	405	260	242	191	847	384	546	290					
5	"Число избирательных бюллетеней, выданных вне помещения"	598	75	55	34	0	0	0	0	27	0	0	23	0	7	12	0	0	0	0	0	10	0	0	67	5	0	23	0	0	28	0	0	21	15	29	28	0	10	15	35	70	9	0					
6	Число погашенных избирательных бюллетеней	5446	558	686	479	624	7	109	13	155	35	58	149	30	32	16	91	39	51	1	61	298	25	8	275	6	3	102	24	36	152	118	39	57	4	212	153	20	23	9	368	222	65	33					
7	Число избирательных бюллетеней в переносных ящиках	598	75	55	34	0	0	0	0	27	0	0	23	0	7	12	0	0	0	0	0	10	0	0	67	5	0	23	0	0	28	0	0	21	15	29	28	0	10	15	35	70	9	0					
8	Число бюллетеней в стационарных ящиках для голосования	15504	957	899	657	821	78	324	64	578	175	214	583	153	166	147	163	146	269	67	164	692	265	154	793	88	47	675	156	246	355	497	165	566	211	804	405	260	242	191	847	384	546	290					
9	Число недействительных избирательных бюллетеней	224	17	14	12	15	1	7	0	4	1	0	13	3	3	0	1	5	5	0	0	14	6	2	11	0	0	5	0	6	8	6	0	8	4	4	10	5	1	4	12	8	6	3					
10	Число действительных избирательных бюллетеней	15878	1015	940	679	806	77	317	64	601	174	214	593	150	170	159	162	141	264	67	164	688	259	152	849	93	47	693	156	240	375	491	165	579	222	829	423	255	251	202	870	446	549	287					
11	Число полученных открепительных  удостоверений	398	25	30	22	15	2	8	2	14	4	5	14	4	4	3	5	4	5	1	4	18	4	3	22	2	2	11	3	8	25	12	3	12	4	18	10	5	5	5	25	13	11	6					
12	Число выданных открепительных удостоверений	185	15	26	18	10	0	2	0	14	4	0	4	0	3	0	2	0	1	0	0	5	0	0	21	1	0	11	0	8	2	6	0	6	1	3	1	0	0	0	7	0	11	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	64	5	12	8	1	1	0	1	2	2	1	0	1	1	1	1	1	0	1	1	2	1	1	2	2	0	1	1	0	2	1	0	1	1	0	3	0	1	1	1	0	2	1					
