Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Усть-Куломская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552					
1	"Число избирателей, внесенных в списки избирателей"	22869	214	699	484	312	383	98	392	1386	211	371	2014	2093	965	299	1234	352	180	202	1424	245	557	606	110	110	167	113	387	445	349	905	775	338	149	173	363	532	226	1275	445	410	215	379	282					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20645	191	645	437	300	338	95	353	1184	191	347	1768	1860	878	259	1116	328	168	183	1269	226	508	558	99	108	151	102	343	392	319	829	734	308	139	156	339	482	194	1173	402	375	188	341	269					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14171	168	402	232	204	240	48	240	851	159	215	1240	1314	520	153	701	231	119	114	763	149	309	421	87	91	130	89	286	288	229	621	393	243	120	124	250	343	178	777	236	269	152	248	224					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1517	13	74	86	24	54	19	28	49	21	24	67	62	90	42	50	30	14	29	120	15	29	30	2	5	6	2	22	69	35	31	76	19	9	18	15	41	11	78	52	20	12	16	8					
6	Число погашенных избирательных бюллетеней	4932	10	169	119	72	44	28	85	284	11	107	461	484	268	64	365	67	35	40	386	62	170	107	10	12	15	11	35	35	55	177	265	46	10	14	74	98	5	318	114	62	24	77	37					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1542	13	74	86	24	54	19	28	49	21	25	67	62	90	42	50	30	14	29	120	15	29	30	2	5	6	2	22	69	35	31	76	19	9	18	15	41	11	78	52	44	12	16	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14171	168	402	232	204	240	48	240	851	159	215	1240	1314	520	153	701	231	119	114	763	149	309	421	87	91	130	89	286	288	229	621	393	243	120	124	250	343	178	777	236	269	152	248	224					
9	Число недействительных избирательных бюллетеней	146	0	4	2	0	4	0	1	7	0	2	12	14	5	0	16	0	1	0	8	3	3	7	0	0	1	1	0	2	1	7	9	7	2	3	0	5	5	5	4	2	1	1	1					
10	Число действительных избирательных бюллетеней	15567	181	472	316	228	290	67	267	893	180	238	1295	1362	605	195	735	261	132	143	875	161	335	444	89	96	135	90	308	355	263	645	460	255	127	139	265	379	184	850	284	311	163	263	231					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	358	10	9	3	11	4	7	13	22	3	16	32	27	7	3	9	9	0	3	4	3	1	15	3	3	2	10	9	8	3	20	10	3	3	3	10	5	3	18	10	7	0	14	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	317	10	6	3	9	4	6	13	22	3	14	29	27	4	1	9	9	0	3	4	2	1	15	1	1	2	7	8	8	1	14	10	3	3	3	6	2	3	18	10	7	0	14	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	143	1	1	1	3	0	2	5	10	4	1	11	22	2	4	3	3	0	4	3	3	2	1	3	2	2	2	5	0	0	2	1	1	3	2	2	5	4	4	2	4	1	8	4					
14	Число погашенных неиспользованных открепительных удостоверений	41	0	3	0	2	0	1	0	0	0	2	3	0	3	2	0	0	0	0	0	1	0	0	2	2	0	3	1	0	2	6	0	0	0	0	4	3	0	0	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	0	2	1	0	0	0	1	6	0	1	4	7	1	0	3	0	1	0	2	1	4	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	1	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	1138	8	44	12	5	4	3	3	27	7	3	60	62	22	2	23	13	2	2	13	0	4	22	7	5	3	2	44	11	11	22	74	50	29	4	25	85	89	179	58	18	36	33	12					
		7.24%	4.42%	9.24%	3.77%	2.19%	1.36%	4.48%	1.12%	3.00%	3.89%	1.25%	4.59%	4.51%	3.61%	1.03%	3.06%	4.98%	1.50%	1.40%	1.47%	0.00%	1.18%	4.88%	7.87%	5.21%	2.21%	2.20%	14.29%	3.08%	4.17%	3.37%	15.78%	19.08%	22.48%	2.82%	9.43%	22.14%	47.09%	20.94%	20.14%	5.75%	21.95%	12.50%	5.17%					
19	2.Всероссийская политическая партия «Гражданская Сила»	55	0	2	2	0	1	0	1	3	0	3	10	6	1	0	3	0	0	0	3	1	1	0	0	0	1	0	2	0	1	0	1	0	0	0	0	1	1	4	5	1	0	1	0					
		0.35%	0.00%	0.42%	0.63%	0.00%	0.34%	0.00%	0.37%	0.33%	0.00%	1.25%	0.77%	0.44%	0.16%	0.00%	0.40%	0.00%	0.00%	0.00%	0.34%	0.61%	0.30%	0.00%	0.00%	0.00%	0.74%	0.00%	0.65%	0.00%	0.38%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.26%	0.53%	0.47%	1.74%	0.32%	0.00%	0.38%	0.00%					
20	3.Политическая партия «Демократическая партия России»	22	0	0	0	0	1	0	0	1	1	0	1	3	1	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	2	1					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.11%	0.56%	0.00%	0.08%	0.22%	0.16%	0.00%	0.27%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.38%	0.78%	0.00%	0.38%	0.26%	0.53%	0.00%	0.00%	0.00%	0.00%	0.76%	0.43%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1035	14	32	24	27	7	5	9	50	6	10	105	123	36	11	36	24	8	13	38	8	15	23	4	2	7	6	8	15	17	46	35	18	12	5	14	36	15	56	41	22	13	18	21					
