Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Александровская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	35486	2022	1717	1958	1153	1642	1750	1299	739	1760	1288	1731	1785	1430	307	2431	1615	1133	2027	360	2191	1478	1076	1617	977									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35420	1920	1720	1960	1150	1640	1760	1310	730	1760	1290	1740	1780	1430	300	2430	1610	1130	2050	360	2200	1480	1070	1620	980									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12123	727	628	723	471	463	606	494	304	710	475	586	656	395	90	616	488	340	601	171	768	672	339	507	293									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1775	111	44	123	41	90	75	78	12	77	28	37	60	78	44	84	141	87	102	16	77	96	82	133	59									
6	Число погашенных избирательных бюллетеней	21522	1082	1048	1114	638	1087	1079	738	414	973	787	1117	1064	957	166	1730	981	703	1347	173	1355	712	649	980	628									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1775	111	44	123	41	90	75	78	12	77	28	37	60	78	44	84	141	87	102	16	77	96	82	133	59									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12120	727	628	723	471	463	603	494	304	710	475	586	656	395	90	616	488	340	601	171	768	672	339	507	293									
9	Число недействительных избирательных бюллетеней	568	34	48	40	15	15	19	27	5	34	28	17	75	27	15	26	12	23	23	1	41	9	7	16	11									
10	Число действительных избирательных бюллетеней	13327	804	624	806	497	538	659	545	311	753	475	606	641	446	119	674	617	404	680	186	804	759	414	624	341									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	216	15	10	15	6	10	10	6	5	15	10	10	9	6	5	10	6	6	15	6	15	6	6	6	8									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	121	4	6	15	5	1	5	5	0	7	5	5	9	4	0	5	6	1	15	0	5	6	0	4	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	62	7	0	4	8	1	1	1	2	3	1	3	0	0	2	7	3	2	3	0	2	6	4	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	95	11	4	0	1	9	5	1	5	8	5	5	0	2	5	5	0	5	0	6	10	0	6	2	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	2	0	0	2	0	5	0	0	1	2	6	0	3	0	0	0	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	149	8	11	17	5	4	5	9	3	12	0	6	9	3	2	7	6	7	5	2	9	2	4	10	3									
		1.07%	0.95%	1.64%	2.01%	0.98%	0.72%	0.74%	1.57%	0.95%	1.52%	0.00%	0.96%	1.26%	0.63%	1.49%	1.00%	0.95%	1.64%	0.71%	1.07%	1.07%	0.26%	0.95%	1.56%	0.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	461	22	26	30	18	18	24	32	8	20	10	18	32	12	2	19	24	13	29	4	33	14	9	31	13									
		3.32%	2.63%	3.87%	3.55%	3.52%	3.25%	3.54%	5.59%	2.53%	2.54%	1.99%	2.89%	4.47%	2.54%	1.49%	2.71%	3.82%	3.04%	4.13%	2.14%	3.91%	1.82%	2.14%	4.84%	3.69%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	258	21	10	16	11	12	29	10	6	11	8	11	7	9	2	9	11	8	22	3	11	12	5	8	6									
		1.86%	2.51%	1.49%	1.89%	2.15%	2.17%	4.28%	1.75%	1.90%	1.40%	1.59%	1.77%	0.98%	1.90%	1.49%	1.29%	1.75%	1.87%	3.13%	1.60%	1.30%	1.56%	1.19%	1.25%	1.70%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6491	348	308	362	210	265	317	268	168	338	217	288	264	198	55	325	327	223	368	129	394	387	238	317	177									
		46.71%	41.53%	45.83%	42.79%	41.02%	47.92%	46.76%	46.85%	53.16%	42.95%	43.14%	46.23%	36.87%	41.86%	41.04%	46.43%	51.99%	52.22%	52.35%	68.98%	46.63%	50.39%	56.53%	49.53%	50.28%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	98	8	2	8	5	5	4	6	0	8	2	4	5	4	1	8	3	2	2	2	3	5	2	7	2									
		0.71%	0.95%	0.30%	0.95%	0.98%	0.90%	0.59%	1.05%	0.00%	1.02%	0.40%	0.64%	0.70%	0.85%	0.75%	1.14%	0.48%	0.47%	0.28%	1.07%	0.36%	0.65%	0.48%	1.09%	0.57%									
