Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Жуковская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410					
1	"Число избирателей, внесенных в список избирателей"	30385	1455	1941	732	1350	1837	913	1325	1364	1093	1096	1146	1036	785	308	509	2101	371	625	377	78	317	562	365	301	250	163	612	764	912	1354	226	769	545	286	554	1963					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30760	1330	2010	770	1380	1770	940	1380	1350	1140	1110	1040	1060	810	300	544	2000	380	640	390	80	340	590	380	300	270	170	630	790	980	1400	230	810	570	300	570	2006					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16632	837	1138	392	659	1060	472	642	707	526	545	548	499	407	204	204	1145	198	413	262	41	192	267	185	229	162	100	296	354	420	485	132	403	273	155	276	1804					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2114	54	71	30	81	69	71	81	73	68	51	120	124	38	63	51	169	70	52	21	3	10	42	53	27	13	18	44	33	105	81	13	57	50	37	62	109					
6	Число погашенных избирательных бюллетеней	12014	439	801	348	640	641	397	657	570	546	514	372	437	365	33	289	686	112	175	107	36	138	281	142	44	95	52	290	403	455	834	85	350	247	108	232	93					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2114	54	71	30	81	69	71	81	73	68	51	120	124	38	63	51	169	70	52	21	3	10	42	53	27	13	18	44	33	105	81	13	57	50	37	62	109					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16629	835	1138	392	659	1060	472	642	707	526	545	548	499	406	204	204	1145	198	413	262	41	192	267	185	229	162	100	296	354	420	485	132	403	273	155	276	1804					
9	Число недействительных избирательных бюллетеней	227	14	7	12	4	6	4	9	4	9	12	6	5	5	6	4	18	1	10	5	2	4	6	6	0	1	1	2	6	12	6	3	15	6	8	6	2					
10	Число действительных избирательных бюллетеней	18516	875	1202	410	736	1123	539	714	776	585	584	662	618	439	261	251	1296	267	455	278	42	198	303	232	256	174	117	338	381	513	560	142	445	317	184	332	1911					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	387	13	25	19	12	17	11	18	18	16	9	8	8	10	0	7	15	5	10	5	0	5	14	5	5	18	5	6	8	12	10	3	13	5	7	10	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	387	13	25	19	12	17	11	18	18	16	9	8	8	10	0	7	15	5	10	5	0	5	14	5	5	18	5	6	8	12	10	3	13	5	7	10	35					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	613	175	59	5	14	134	10	18	11	19	34	34	10	5	8	2	10	1	6	2	3	2	3	3	1	1	2	5	4	4	4	5	4	5	3	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	543	25	54	22	29	47	29	43	55	37	40	26	17	18	2	12	21	1	4	0	0	1	4	2	1	1	1	6	7	7	6	2	14	7	0	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2447	104	195	71	96	152	73	136	126	93	94	113	77	68	13	36	186	64	45	30	22	24	59	30	27	31	19	44	49	51	95	22	73	43	23	37	26					
		13.06%	11.70%	16.13%	16.82%	12.97%	13.46%	13.44%	18.81%	16.15%	15.66%	15.77%	16.92%	12.36%	15.32%	4.87%	14.12%	14.16%	23.88%	9.68%	10.60%	50.00%	11.88%	19.09%	12.61%	10.55%	17.71%	16.10%	12.94%	12.66%	9.71%	16.78%	15.17%	15.87%	13.31%	11.98%	10.95%	1.36%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1701	56	76	38	96	85	50	71	93	49	54	85	35	24	10	24	160	25	63	24	4	22	51	29	19	20	10	40	32	65	86	17	64	25	13	44	42					
