Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Грайворонская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496					
1	"Число избирателей, внесенных в списки избирателей"	23484	1356	1476	1118	1185	170	662	1339	423	637	796	1045	364	327	301	1478	523	303	453	736	587	223	270	423	287	494	136	263	502	1002	313	386	465	138	473	141	592	1713	384					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23362	1330	1420	1115	1146	165	665	1350	400	615	790	1020	380	328	306	1490	522	300	448	718	592	225	268	418	290	495	136	266	503	1005	308	381	470	135	522	140	600	1715	385					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18799	1043	1147	855	929	146	501	924	290	497	582	847	312	258	275	1257	425	205	324	624	530	171	232	362	240	386	109	233	413	795	249	316	382	94	420	121	496	1428	381					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2169	62	65	95	47	17	72	167	74	70	64	68	23	35	19	98	42	80	69	57	36	42	29	44	33	66	23	17	75	109	53	51	64	39	53	14	68	129	0					
6	Число погашенных избирательных бюллетеней	2394	225	208	165	170	2	92	259	36	48	144	105	45	35	12	135	55	15	55	37	26	12	7	12	17	43	4	16	15	101	6	14	24	2	49	5	36	158	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2169	62	65	95	47	17	72	167	74	70	64	68	23	35	19	98	42	80	69	57	36	42	29	44	33	66	23	17	75	109	53	51	64	39	53	14	68	129	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18794	1043	1142	855	929	146	501	924	290	497	582	847	312	258	275	1257	425	205	324	624	530	171	232	362	240	386	109	233	413	795	249	316	382	94	420	121	496	1428	381					
9	Число недействительных избирательных бюллетеней	182	6	9	5	2	0	4	5	2	5	3	5	3	2	5	7	2	0	17	5	3	0	7	7	3	0	0	0	0	10	7	2	6	0	20	8	6	16	0					
10	Число действительных избирательных бюллетеней	20781	1099	1198	945	974	163	569	1086	362	562	643	910	332	291	289	1348	465	285	376	676	563	213	254	399	270	452	132	250	488	894	295	365	440	133	453	127	558	1541	381					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	216	26	7	12	11	0	2	15	1	6	6	7	5	3	5	20	3	0	2	0	2	2	2	3	2	11	0	0	3	8	0	0	3	2	3	2	6	33	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	179	26	3	10	10	0	1	13	1	6	5	7	3	2	4	15	3	0	2	0	2	0	1	0	2	8	0	0	1	8	0	0	3	1	1	0	6	32	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	61	7	7	5	3	0	1	7	2	0	0	6	1	1	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	2	1	2	0	0	0	0	4	7	0					
14	Число погашенных неиспользованных открепительных удостоверений	37	0	4	2	1	0	1	2	0	0	1	0	2	1	1	5	0	0	0	0	0	2	1	3	0	3	0	0	2	0	0	0	0	1	2	2	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	217	5	16	6	12	0	16	15	0	2	0	2	0	5	5	26	8	2	3	2	7	1	6	4	3	13	1	6	0	5	1	2	7	0	8	0	3	21	4					
		1.04%	0.45%	1.33%	0.63%	1.23%	0.00%	2.79%	1.37%	0.00%	0.35%	0.00%	0.22%	0.00%	1.71%	1.70%	1.92%	1.71%	0.70%	0.76%	0.29%	1.24%	0.47%	2.30%	0.99%	1.10%	2.88%	0.76%	2.40%	0.00%	0.55%	0.33%	0.54%	1.57%	0.00%	1.69%	0.00%	0.53%	1.35%	1.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	45	0	6	2	2	0	0	3	0	1	0	0	0	0	0	6	2	1	0	2	2	1	0	0	0	1	0	0	0	1	0	0	2	0	0	0	1	11	1					
		0.21%	0.00%	0.50%	0.21%	0.20%	0.00%	0.00%	0.27%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.43%	0.35%	0.00%	0.29%	0.35%	0.47%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.18%	0.71%	0.26%					
20	3.Политическая партия «Демократическая партия России»	18	0	2	0	1	1	0	1	0	1	0	2	0	1	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1					
		0.09%	0.00%	0.17%	0.00%	0.10%	0.61%	0.00%	0.09%	0.00%	0.18%	0.00%	0.22%	0.00%	0.34%	0.00%	0.30%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.26%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1496	89	214	57	66	5	17	36	20	53	60	93	11	12	14	143	40	12	21	45	47	8	9	7	9	35	7	10	19	63	17	39	25	9	22	2	39	113	8					
		7.14%	8.05%	17.73%	6.00%	6.76%	3.07%	2.97%	3.30%	5.49%	9.35%	9.29%	10.16%	3.28%	4.10%	4.76%	10.55%	8.57%	4.21%	5.34%	6.61%	8.30%	3.76%	3.45%	1.72%	3.30%	7.74%	5.30%	4.00%	3.89%	6.97%	5.63%	10.63%	5.61%	6.77%	4.65%	1.48%	6.91%	7.26%	2.10%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	31	2	3	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	5	4	0					
		0.15%	0.18%	0.25%	0.11%	0.82%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.89%	0.26%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	21	3	0	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0					
		0.10%	0.27%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	1.02%	0.15%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1224	79	103	40	48	16	39	54	2	33	40	55	10	17	21	102	15	16	19	31	36	8	8	13	10	14	4	11	11	15	10	7	30	3	10	5	33	200	56					
		5.84%	7.15%	8.53%	4.21%	4.92%	9.82%	6.81%	4.95%	0.55%	5.82%	6.19%	6.01%	2.99%	5.80%	7.14%	7.53%	3.21%	5.61%	4.83%	4.55%	6.36%	3.76%	3.07%	3.20%	3.66%	3.10%	3.03%	4.40%	2.25%	1.66%	3.31%	1.91%	6.73%	2.26%	2.11%	3.70%	5.85%	12.85%	14.70%					
