Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Шумихинская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065					
1	"Число избирателей, внесенных в список избирателей"	24530	645	509	604	51	786	569	676	1007	955	1161	600	1158	1121	997	1186	651	1084	1377	102	167	530	90	762	263	83	868	591	343	219	65	667	166	111	140	497	299	399	359	390	283	584	284	385	122	352	272					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25360	650	520	640	100	790	580	680	1040	980	1190	610	1170	1140	1020	1200	650	1110	1400	110	190	550	100	780	300	90	920	590	370	240	80	690	170	120	150	530	300	430	380	410	290	600	300	410	150	370	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11695	269	218	261	46	340	295	292	495	573	461	243	445	392	361	562	306	445	452	80	119	292	46	401	161	66	320	307	225	155	49	420	100	65	76	253	140	212	219	261	179	313	175	180	85	176	164					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2795	29	34	49	0	46	39	66	104	125	108	42	140	135	133	128	32	115	122	7	20	83	21	122	44	4	191	62	27	22	5	46	15	11	35	110	40	100	49	31	23	40	40	78	20	74	28					
6	Число погашенных избирательных бюллетеней	10870	352	268	330	54	404	246	322	441	282	621	325	585	613	526	510	312	550	826	23	51	175	33	257	95	20	409	221	118	63	26	224	55	44	39	167	120	118	112	118	88	247	85	152	45	120	78					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2795	29	34	49	0	46	39	66	104	125	108	42	140	135	133	128	32	115	122	7	20	83	21	122	44	4	191	62	27	22	5	46	15	11	35	110	40	100	49	31	23	40	40	78	20	74	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11694	269	218	261	46	340	295	292	495	573	461	243	445	392	361	562	306	445	451	80	119	292	46	401	161	66	320	307	225	155	49	420	100	65	76	253	140	212	219	261	179	313	175	180	85	176	164					
9	Число недействительных избирательных бюллетеней	210	2	14	5	0	8	6	4	9	10	9	3	6	4	4	18	6	7	5	0	0	5	0	5	1	0	15	7	2	5	2	10	4	2	0	8	0	0	4	3	3	1	1	0	3	5	4					
10	Число действительных избирательных бюллетеней	14279	296	238	305	46	378	328	354	590	688	560	282	579	523	490	672	332	553	568	87	139	370	67	518	204	70	496	362	250	172	52	456	111	74	111	355	180	312	264	289	199	352	214	258	102	245	188					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	713	10	15	20	0	14	12	8	17	35	23	13	16	11	13	20	7	18	17	5	18	10	7	22	35	10	42	12	13	17	10	20	10	10	14	17	10	20	15	20	10	20	10	22	22	13	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	711	10	15	20	0	14	12	8	17	35	23	13	16	11	13	20	7	18	17	5	18	10	7	21	35	10	42	12	13	17	10	20	9	10	14	17	10	20	15	20	10	20	10	22	22	13	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	129	5	6	3	5	7	6	2	5	11	6	0	6	3	2	6	4	6	3	3	1	2	0	5	0	1	1	4	1	1	0	2	1	2	0	3	2	0	0	1	2	4	0	0	1	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	2	2	0	1	1	1	0	0	1	0	1	0	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1834	52	33	38	5	45	42	48	88	75	52	37	86	61	62	83	35	55	67	4	17	75	12	104	26	4	72	66	48	22	7	74	10	9	11	32	18	41	28	30	19	62	10	29	5	26	9					
		12.66%	17.45%	13.10%	12.26%	10.87%	11.66%	12.57%	13.41%	14.69%	10.74%	9.14%	12.98%	14.70%	11.57%	12.55%	12.03%	10.36%	9.82%	11.69%	4.60%	12.23%	20.00%	17.91%	19.89%	12.68%	5.71%	14.09%	17.89%	19.05%	12.43%	12.96%	15.88%	8.70%	11.84%	9.91%	8.82%	10.00%	13.14%	10.45%	10.27%	9.41%	17.56%	4.65%	11.24%	4.76%	10.40%	4.69%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2375	42	45	54	11	71	33	45	93	80	108	51	95	97	101	113	65	90	92	24	19	62	2	58	32	10	102	60	65	39	3	65	10	4	26	44	30	50	42	35	55	69	34	43	20	40	46					
		16.39%	14.09%	17.86%	17.42%	23.91%	18.39%	9.88%	12.57%	15.53%	11.46%	18.98%	17.89%	16.24%	18.41%	20.45%	16.38%	19.23%	16.07%	16.06%	27.59%	13.67%	16.53%	2.99%	11.09%	15.61%	14.29%	19.96%	16.26%	25.79%	22.03%	5.56%	13.95%	8.70%	5.26%	23.42%	12.12%	16.67%	16.03%	15.67%	11.99%	27.23%	19.55%	15.81%	16.67%	19.05%	16.00%	23.96%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	147	2	1	2	0	2	3	8	3	5	5	2	5	4	4	2	1	10	12	0	1	1	0	5	4	0	3	4	4	2	0	5	1	0	1	4	0	3	2	4	1	3	19	1	0	4	4					
		1.01%	0.67%	0.40%	0.65%	0.00%	0.52%	0.90%	2.23%	0.50%	0.72%	0.88%	0.70%	0.85%	0.76%	0.81%	0.29%	0.30%	1.79%	2.09%	0.00%	0.72%	0.27%	0.00%	0.96%	1.95%	0.00%	0.59%	1.08%	1.59%	1.13%	0.00%	1.07%	0.87%	0.00%	0.90%	1.10%	0.00%	0.96%	0.75%	1.37%	0.50%	0.85%	8.84%	0.39%	0.00%	1.60%	2.08%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2368	52	42	60	9	88	72	68	130	70	98	48	100	81	66	127	67	93	90	8	26	46	14	85	34	16	114	63	31	39	8	85	10	5	5	49	17	47	46	33	20	47	43	38	22	32	24					
		16.34%	17.45%	16.67%	19.35%	19.57%	22.80%	21.56%	18.99%	21.70%	10.03%	17.22%	16.84%	17.09%	15.37%	13.36%	18.41%	19.82%	16.61%	15.71%	9.20%	18.71%	12.27%	20.90%	16.25%	16.59%	22.86%	22.31%	17.07%	12.30%	22.03%	14.81%	18.24%	8.70%	6.58%	4.50%	13.50%	9.44%	15.06%	17.16%	11.30%	9.90%	13.31%	20.00%	14.73%	20.95%	12.80%	12.50%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	220	8	4	0	0	5	17	9	16	8	9	10	15	4	13	13	4	12	8	0	4	10	0	8	3	0	6	2	1	1	0	5	1	1	1	1	2	5	0	2	3	2	3	2	1	1	0					
		1.52%	2.68%	1.59%	0.00%	0.00%	1.30%	5.09%	2.51%	2.67%	1.15%	1.58%	3.51%	2.56%	0.76%	2.63%	1.88%	1.18%	2.14%	1.40%	0.00%	2.88%	2.67%	0.00%	1.53%	1.46%	0.00%	1.17%	0.54%	0.40%	0.56%	0.00%	1.07%	0.87%	1.32%	0.90%	0.28%	1.11%	1.60%	0.00%	0.68%	1.49%	0.57%	1.40%	0.78%	0.95%	0.40%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7282	140	112	150	21	166	158	176	260	447	281	132	276	275	241	333	158	291	294	51	71	175	39	257	104	40	196	166	101	69	34	222	79	55	67	224	111	165	144	184	101	168	104	145	54	141	104					
		50.26%	46.98%	44.44%	48.39%	45.65%	43.01%	47.31%	49.16%	43.41%	64.04%	49.38%	46.32%	47.18%	52.18%	48.79%	48.26%	46.75%	51.96%	51.31%	58.62%	51.08%	46.67%	58.21%	49.14%	50.73%	57.14%	38.36%	44.99%	40.08%	38.98%	62.96%	47.64%	68.70%	72.37%	60.36%	61.71%	61.67%	52.88%	53.73%	63.01%	50.00%	47.59%	48.37%	56.20%	51.43%	56.40%	54.17%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	53	0	1	1	0	1	3	0	0	3	7	2	2	1	3	1	2	2	5	0	1	1	0	1	1	0	3	1	0	0	0	0	0	0	0	1	2	1	2	1	0	1	1	0	0	1	1					
		0.37%	0.00%	0.40%	0.32%	0.00%	0.26%	0.90%	0.00%	0.00%	0.43%	1.23%	0.70%	0.34%	0.19%	0.61%	0.14%	0.59%	0.36%	0.87%	0.00%	0.72%	0.27%	0.00%	0.19%	0.49%	0.00%	0.59%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	1.11%	0.32%	0.75%	0.34%	0.00%	0.28%	0.47%	0.00%	0.00%	0.40%	0.52%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
