Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Каменская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723					
1	"Число избирателей, внесенных в список"	16853	312	379	705	512	438	906	509	667	970	379	573	230	785	468	328	457	152	644	1323	1487	1509	1553	1567					
2	Число полученных избирательных бюллетеней	16957	310	380	715	515	445	900	510	675	985	385	570	230	810	470	330	460	167	650	1340	1500	1510	1530	1570					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10318	229	237	489	344	251	558	332	450	585	181	427	176	549	317	167	336	127	372	782	878	747	834	950					
5	"Число избирательных бюллетеней, выданных вне помещения"	2530	76	111	129	62	73	192	104	158	185	142	97	43	145	111	86	93	13	167	76	80	117	152	118					
6	Число погашенных избирательных бюллетеней	4109	5	32	97	109	121	150	74	67	215	62	46	11	116	42	77	31	27	111	482	542	646	544	502					
7	Число избирательных бюллетеней в переносных ящиках	2530	76	111	129	62	73	192	104	158	185	142	97	43	145	111	86	93	13	167	76	80	117	152	118					
8	Число бюллетеней в стационарных ящиках для голосования	10312	229	237	489	344	251	556	332	450	584	181	427	176	549	317	167	336	127	372	782	877	746	833	950					
9	Число недействительных избирательных бюллетеней	123	7	7	3	6	5	7	2	2	2	3	5	1	12	2	2	4	1	0	8	14	9	14	7					
10	Число действительных избирательных бюллетеней	12719	298	341	615	400	319	741	434	606	767	320	519	218	682	426	251	425	139	539	850	943	854	971	1061					
11	Число полученных открепительных  удостоверений	295	5	10	8	5	9	10	9	8	19	11	5	5	17	5	7	5	10	12	30	30	15	30	30					
