Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Северная																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534					
1	"Число избирателей, внесенных в списки"	13553	653	156	669	170	373	454	305	116	125	182	209	500	107	144	285	290	222	134	176	300	328	139	360	231	582	179	187	2478	987	574	481	131	196	91	499	269	271					
2	"Число бюллетеней, полученных участковыми комиссиями"	14094	667	210	690	175	405	475	315	120	130	195	215	520	105	145	300	315	245	140	180	315	335	145	380	240	640	195	195	2482	1015	565	505	145	195	125	525	275	270					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9603	437	156	552	164	277	265	227	103	100	123	162	353	90	122	232	236	215	98	132	166	244	115	252	184	430	155	147	1491	638	353	318	88	144	75	384	167	208					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	508	0	0	0	0	22	22	0	0	8	16	21	73	0	0	0	6	0	20	24	25	0	0	0	0	0	0	0	99	14	6	43	6	20	9	27	27	20					
6	Число погашенных бюллетеней	3983	230	54	138	11	106	188	88	17	22	56	32	94	15	23	68	73	30	22	24	124	91	30	128	56	210	40	48	892	363	206	144	51	31	41	114	81	42					
7	Число бюллетеней в переносных ящиках для голосования	508	0	0	0	0	22	22	0	0	8	16	21	73	0	0	0	6	0	20	24	25	0	0	0	0	0	0	0	99	14	6	43	6	20	9	27	27	20					
8	Число бюллетеней в стационарных ящиках для голосования	9603	437	156	552	164	277	265	227	103	100	123	162	353	90	122	232	236	215	98	132	166	244	115	252	184	430	155	147	1491	638	353	318	88	144	75	384	167	208					
9	Число недействительных бюллетеней	197	12	2	21	0	4	8	0	0	0	3	4	3	3	3	1	6	2	1	0	7	2	0	1	1	9	2	5	21	19	10	12	10	1	5	5	13	1					
10	Число действительных бюллетеней	9914	425	154	531	164	295	279	227	103	108	136	179	423	87	119	231	236	213	117	156	184	242	115	251	183	421	153	142	1569	633	349	349	84	163	79	406	181	227					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	6	5	6	5	6	6	6	5	5	6	6	7	6	6	6	6	5	5	5	7	5	5	5	6	6	5	5	50	50	7	7	5	5	5	6	6	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	43	2	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	1	5	0	0	21	3	0	1	0	0	0	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	34	2	1	3	1	1	3	0	1	1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	1	0	0	3	4	0	0	0	0	2	0	0	1	5					
14	Число погашенных открепительных удостоверений	257	4	5	6	5	5	6	6	5	5	2	6	6	6	6	6	6	5	5	5	6	5	5	5	5	1	5	5	29	47	7	6	5	5	5	4	6	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	105	2	2	8	7	1	4	3	0	1	1	1	1	2	0	4	4	1	0	0	0	5	2	2	3	1	6	1	16	8	2	8	0	0	0	4	4	1					
		1.03%	0.45%	1.28%	1.44%	4.26%	0.33%	1.39%	1.32%	0.0%	0.92%	0.71%	0.54%	0.23%	2.22%	0.0%	1.72%	1.65%	0.46%	0.0%	0.0%	0.0%	2.04%	1.73%	0.79%	1.63%	0.23%	3.87%	0.68%	1.00%	1.22%	0.55%	2.21%	0.0%	0.0%	0.0%	0.97%	2.06%	0.43%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	112	0	3	8	2	3	2	0	0	1	1	1	5	1	1	0	0	2	0	0	2	2	1	4	1	0	0	3	28	14	8	4	1	0	0	3	5	6					
		1.10%	0.0%	1.92%	1.44%	1.21%	1.00%	0.69%	0.0%	0.0%	0.92%	0.71%	0.54%	1.17%	1.11%	0.81%	0.0%	0.0%	0.93%	0.0%	0.0%	1.04%	0.81%	0.86%	1.58%	0.54%	0.0%	0.0%	2.04%	1.76%	2.14%	2.22%	1.10%	1.06%	0.0%	0.0%	0.72%	2.57%	2.63%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	165	5	1	7	2	2	5	3	1	1	1	1	4	4	2	10	2	3	4	2	5	5	1	4	4	7	3	3	25	8	7	8	3	3	7	3	5	4					
		1.63%	1.14%	0.64%	1.26%	1.21%	0.66%	1.74%	1.32%	0.97%	0.92%	0.71%	0.54%	0.93%	4.44%	1.63%	4.31%	0.82%	1.39%	3.38%	1.28%	2.61%	2.04%	0.86%	1.58%	2.17%	1.62%	1.93%	2.04%	1.57%	1.22%	1.94%	2.21%	3.19%	1.82%	8.33%	0.72%	2.57%	1.75%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	66	0	0	0	0	1	2	3	0	2	0	0	1	0	1	5	3	0	0	0	0	0	2	0	0	1	0	2	20	2	3	8	2	0	0	3	0	5					
		0.65%	0.0%	0.0%	0.0%	0.0%	0.33%	0.69%	1.32%	0.0%	1.85%	0.0%	0.0%	0.23%	0.0%	0.81%	2.15%	1.23%	0.0%	0.0%	0.0%	0.0%	0.0%	1.73%	0.0%	0.0%	0.23%	0.0%	1.36%	1.25%	0.30%	0.83%	2.21%	2.12%	0.0%	0.0%	0.72%	0.0%	2.19%					
22	"5. ""За Русь Святую"""	42	0	0	0	0	0	0	1	0	0	0	1	1	0	2	1	2	0	1	0	1	5	0	4	0	0	1	0	4	3	2	6	0	0	0	3	4	0					
		0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.54%	0.23%	0.0%	1.63%	0.43%	0.82%	0.0%	0.84%	0.0%	0.52%	2.04%	0.0%	1.58%	0.0%	0.0%	0.64%	0.0%	0.25%	0.46%	0.55%	1.66%	0.0%	0.0%	0.0%	0.72%	2.06%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	3	0	0	0	0	0	1	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	3	1	1	11	3	0	0	0	0	0	1	0	0					
		0.29%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.46%	2.22%	0.0%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%	0.64%	0.68%	0.69%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	24	0	0	1	2	0	0	0	0	2	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	4	4	0	2	0	1	0	1	1	0					
		0.23%	0.0%	0.0%	0.18%	1.21%	0.0%	0.0%	0.0%	0.0%	1.85%	0.71%	0.54%	0.23%	0.0%	0.0%	0.43%	0.0%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.25%	0.61%	0.0%	0.55%	0.0%	0.60%	0.0%	0.24%	0.51%	0.0%					
25	"8. ""Народно-республиканская партия России"""	18	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	4	0	2	1	0	2	1	1	0	0	0	0					
		0.17%	0.45%	0.64%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.52%	0.0%	0.0%	0.0%	0.0%	0.23%	2.58%	0.0%	0.12%	0.15%	0.0%	0.55%	1.06%	0.60%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	15	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	1	2	0	1	0	3	0	0					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.44%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.64%	0.0%	0.12%	0.0%	0.27%	0.55%	0.0%	0.60%	0.0%	0.72%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	2690	145	44	141	51	141	75	100	25	27	47	47	199	22	34	67	89	86	44	52	22	38	28	61	66	108	47	45	233	100	117	60	6	40	20	126	55	82					
		26.60%	33.18%	28.20%	25.54%	31.09%	47.15%	26.13%	44.05%	24.27%	25.0%	33.81%	25.68%	46.71%	24.44%	27.86%	28.87%	36.77%	40.0%	37.28%	33.33%	11.51%	15.57%	24.34%	24.20%	35.86%	25.11%	30.32%	30.61%	14.65%	15.33%	32.59%	16.62%	6.38%	24.39%	23.80%	30.65%	28.35%	35.96%					
28	"11. ""Истинные патриоты России"""	17	0	0	6	2	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0					
