Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Николаевская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409					
1	"Число избирателей, внесенных в списки"	23879	1049	842	1576	1827	1849	142	246	419	675	1296	770	1815	249	311	456	172	274	855	180	149	523	269	355	399	222	413	270	228	103	346	601	237	1348	582	1223	492	182	524	410					
2	"Число бюллетеней, полученных участковыми комиссиями"	22666	994	799	1510	1726	1759	135	231	398	637	1227	732	1727	231	296	438	163	257	810	164	136	499	255	336	383	209	391	255	215	95	328	570	228	1280	555	1160	469	177	501	390					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14485	586	525	820	932	889	99	119	290	413	891	423	1008	204	194	264	100	207	634	129	100	335	144	279	247	155	272	194	173	65	244	479	108	782	492	694	300	113	347	235					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1221	80	38	39	24	64	5	0	22	40	35	51	19	4	9	30	16	14	12	10	10	68	12	12	23	17	67	13	23	10	19	66	67	69	32	58	19	18	35	71					
6	Число погашенных бюллетеней	6960	328	236	651	770	806	31	112	86	184	301	258	700	23	93	144	47	36	164	25	26	96	99	45	113	37	52	48	19	20	65	25	53	429	31	408	150	46	119	84					
7	Число бюллетеней в переносных ящиках для голосования	1221	80	38	39	24	64	5	0	22	40	35	51	19	4	9	30	16	14	12	10	10	68	12	12	23	17	67	13	23	10	19	66	67	69	32	58	19	18	35	71					
8	Число бюллетеней в стационарных ящиках для голосования	14472	586	525	820	932	889	99	119	290	413	891	423	1008	204	194	264	100	207	634	129	100	335	144	279	247	155	272	194	173	65	244	479	108	769	492	694	300	113	347	235					
9	Число недействительных бюллетеней	416	33	15	21	16	16	4	3	11	21	21	15	56	7	16	9	2	0	14	0	0	3	11	0	3	6	7	3	0	10	15	2	3	21	8	21	15	6	0	2					
10	Число действительных бюллетеней	15277	633	548	838	940	937	100	116	301	432	905	459	971	201	187	285	114	221	632	139	110	400	145	291	267	166	332	204	196	65	248	543	172	817	516	731	304	125	382	304					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	545	25	20	35	45	45	5	5	10	15	30	15	40	5	10	10	5	5	20	5	5	10	5	10	10	5	10	5	5	5	5	10	5	30	10	30	10	5	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	54	1	1	5	12	5	0	1	1	0	1	5	0	0	0	2	1	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	5	3	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	1	0	0	3	1	0	2	1	0	0	3	0	0	1	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	3	0	1	1	0	1	1					
14	Число погашенных открепительных удостоверений	491	24	19	30	33	40	5	4	9	15	29	10	40	5	10	8	4	3	20	5	5	10	5	10	4	5	10	5	5	5	5	10	4	25	7	28	10	5	10	10					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	217	9	7	8	6	11	0	4	8	14	12	9	24	5	3	6	2	0	9	0	1	1	3	1	5	2	3	2	0	1	3	10	2	14	4	9	7	0	9	3					
		1.38%	1.35%	1.24%	0.93%	0.62%	1.15%	0.0%	3.36%	2.56%	3.09%	1.29%	1.89%	2.33%	2.40%	1.47%	2.04%	1.72%	0.0%	1.39%	0.0%	0.90%	0.24%	1.92%	0.34%	1.85%	1.16%	0.88%	0.96%	0.0%	1.33%	1.14%	1.83%	1.14%	1.67%	0.76%	1.19%	2.19%	0.0%	2.35%	0.98%					
