Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Гагаринский район																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №3739									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	45795	1211	1309	2071	1502	2209	2316	2015	1832	1619	1831	1727	1900	1498	2176	2321	2348	2487	2324	2030	2358	2051	1937	2103	512	108									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33100	850	950	1500	950	1600	1700	1500	1300	1200	1300	1250	1400	1100	1600	1650	1700	1750	1650	1500	1700	1500	1400	1500	400	150									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16553	384	440	719	674	825	858	734	696	555	701	681	689	593	784	886	843	827	777	656	852	821	662	755	141	0									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	687	18	31	28	18	31	43	15	32	21	18	20	24	15	22	18	29	27	37	23	43	34	28	16	2	94									
6	Число погашенных избирательных бюллетеней	15860	448	479	753	258	744	799	751	572	624	581	549	687	492	794	746	828	896	836	821	805	645	710	729	257	56									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	686	18	31	28	18	31	43	15	32	21	18	20	24	15	22	17	29	27	37	23	43	34	28	16	2	94									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	16487	384	438	717	674	821	853	733	693	553	699	680	687	593	783	884	841	826	773	653	851	819	640	751	141	0									
9	Число недействительных избирательных бюллетеней	210	7	4	11	7	12	14	10	5	2	11	11	9	9	6	12	12	8	10	9	11	7	8	10	3	2									
10	Число действительных избирательных бюллетеней	16963	395	465	734	685	840	882	738	720	572	706	689	702	599	799	889	858	845	800	667	883	846	660	757	140	92									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	550	20	20	25	20	25	35	25	20	20	25	20	20	20	25	25	25	25	25	25	25	25	20	25	10	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	304	10	7	13	9	17	29	7	16	10	21	8	11	11	14	22	13	11	22	12	14	5	8	10	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	546	33	10	30	166	15	20	10	2	14	12	14	3	42	17	3	13	6	24	13	14	12	10	25	5	33									
14	Число погашенных неиспользованных открепительных удостоверений	246	10	13	12	11	8	6	18	4	10	4	12	9	9	11	3	12	14	3	13	11	20	12	15	6	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	3	1	1	1	1	1	0	3	2	1	4	1	0	1	1	1	3	1	2	4	3	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	684	22	19	43	28	36	35	20	31	19	20	37	28	29	27	28	38	35	35	31	30	26	28	35	2	2									
		3.98%	5.47%	4.05%	5.77%	4.05%	4.23%	3.91%	2.67%	4.28%	3.31%	2.79%	5.29%	3.94%	4.77%	3.35%	3.11%	4.37%	4.10%	4.32%	4.59%	3.36%	3.05%	4.19%	4.56%	1.40%	2.13%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	319	9	8	11	6	21	23	21	9	10	12	15	12	9	10	25	17	14	11	18	16	17	7	13	5	0									
		1.86%	2.24%	1.71%	1.48%	0.87%	2.46%	2.57%	2.81%	1.24%	1.74%	1.67%	2.14%	1.69%	1.48%	1.24%	2.77%	1.95%	1.64%	1.36%	2.66%	1.79%	1.99%	1.05%	1.69%	3.50%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	494	22	16	19	21	28	20	18	28	19	26	16	10	14	20	19	22	28	24	27	26	21	19	26	5	0									
