Выборы Президента Российской Федерации																	
																	
Наименование Избирательной комиссии:    Павинская																	
																	
Итоги голосования 																	
																	
		Сумма	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520					
1	"Число избирателей, внесенных в список"	4822	1939	800	86	222	114	534	89	462	357	219					
2	Число полученных избирательных бюллетеней	4858	1952	801	87	222	123	534	89	469	362	219					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	2383	942	288	35	160	85	245	47	254	168	159					
5	"Число избирательных бюллетеней, выданных вне помещения"	652	188	109	34	9	10	108	13	54	103	24					
6	Число погашенных избирательных бюллетеней	1823	822	404	18	53	28	181	29	161	91	36					
7	Число избирательных бюллетеней в переносных ящиках	652	188	109	34	9	10	108	13	54	103	24					
8	Число бюллетеней в стационарных ящиках для голосования	2383	942	288	35	160	85	245	47	254	168	159					
9	Число недействительных избирательных бюллетеней	10	6	1	0	1	0	1	0	0	1	0					
10	Число действительных избирательных бюллетеней	3025	1124	396	69	168	95	352	60	308	270	183					
11	Число полученных открепительных  удостоверений	69	10	10	4	6	5	8	4	8	8	6					
12	Число выданных открепительных удостоверений	27	10	5	0	0	5	1	0	5	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	10	5	1	0	1	0	0	0	3	0	0					
14	Число неиспользованных открепительных удостоверений	42	0	5	4	6	0	7	4	3	7	6					
15	"Число открепительных удостоверений, выданных в ТИК"	4	3	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																	
18	. Глазьев Сергей Юрьевич	51	23	3	0	3	0	10	0	4	7	1					
		1.68%	2.04%	0.76%	0.00%	1.78%	0.00%	2.83%	0.00%	1.30%	2.58%	0.55%					
19	. Малышкин Олег Александрович	99	35	16	0	3	6	13	1	12	8	5					
		3.26%	3.10%	4.03%	0.00%	1.78%	6.32%	3.68%	1.67%	3.90%	2.95%	2.73%					
20	. Миронов Сергей Михайлович	20	4	5	1	0	1	1	0	6	1	1					
		0.66%	0.35%	1.26%	1.45%	0.00%	1.05%	0.28%	0.00%	1.95%	0.37%	0.55%					
21	. Путин Владимир Владимирович	1895	753	257	52	140	40	231	12	199	127	84					
		62.44%	66.64%	64.74%	75.36%	82.84%	42.11%	65.44%	20.00%	64.61%	46.86%	45.90%					
22	. Хакамада Ирина Муцуовна	42	21	2	2	0	3	4	0	2	3	5					
		1.38%	1.86%	0.50%	2.90%	0.00%	3.16%	1.13%	0.00%	0.65%	1.11%	2.73%					
23	. Харитонов Николай Михайлович	884	269	111	13	20	45	89	47	83	120	87					
		29.13%	23.81%	27.96%	18.84%	11.83%	47.37%	25.21%	78.33%	26.95%	44.28%	47.54%					
																	
24	Против всех	34	19	2	1	2	0	4	0	2	4	0					
		1.12%	1.68%	0.50%	1.45%	1.18%	0.00%	1.13%	0.00%	0.65%	1.48%	0.00%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
