Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Каменск-Шахтинская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №2461	УИК №2462					
1	"Число избирателей, внесенных в списки"	75419	1535	1099	1507	1678	2862	1200	1807	1513	1669	2246	2386	1786	1035	1678	1596	2322	1650	1656	1485	2119	1103	1617	2388	2485	3043	2268	1995	1851	2312	488	1784	2840	2404	1902	1055	1505	2040	1775	983	1388	2151	177	1036					
2	"Число бюллетеней, полученных участковыми комиссиями"	73720	1300	1100	1500	1700	2300	1200	1800	1500	1700	2200	2400	1700	1000	1700	1600	2300	1700	1700	1500	2100	1000	1600	2400	2500	3000	2200	2000	1800	2300	450	1800	2800	2400	2000	1000	1500	2000	1800	900	1200	2100	170	800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	36199	872	498	607	799	1140	556	925	792	836	1179	1198	996	551	914	704	1238	884	870	771	1073	473	779	1098	1067	1400	936	957	931	1058	128	937	1369	1287	929	405	618	940	677	349	619	959	143	737					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1596	35	34	31	32	38	19	30	33	37	34	40	41	34	22	49	26	53	27	23	36	52	49	40	75	25	21	38	21	46	27	40	27	94	40	60	43	33	40	87	40	24	0	0					
6	Число погашенных бюллетеней	35917	393	568	862	869	1122	625	845	675	827	987	1162	663	415	764	847	1028	763	803	706	991	475	772	1262	1358	1575	1243	1005	848	1196	295	823	1404	1019	1031	535	839	1027	1083	464	541	1117	27	63					
7	Число бюллетеней в переносных ящиках для голосования	1596	35	34	31	32	38	19	30	33	37	34	40	41	34	22	49	26	53	27	23	36	52	49	40	75	25	21	38	21	46	27	40	27	94	40	60	43	33	40	87	40	24	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	36193	872	498	607	799	1138	556	924	792	834	1179	1198	996	551	914	704	1238	884	870	771	1073	473	779	1098	1067	1400	936	957	931	1058	128	937	1369	1287	929	405	618	940	677	349	619	958	143	737					
9	Число недействительных бюллетеней	407	9	5	7	9	8	6	13	11	13	8	9	14	4	15	12	15	10	13	10	20	7	11	4	15	17	5	11	10	13	4	7	5	12	13	5	4	19	9	5	5	6	2	7					
10	Число действительных бюллетеней	37382	898	527	631	822	1168	569	941	814	858	1205	1229	1023	581	921	741	1249	927	884	784	1089	518	817	1134	1127	1408	952	984	942	1091	151	970	1391	1369	956	460	657	954	708	431	654	976	141	730					
