Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Советская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26017	1464	1575	1672	2237	1452	775	525	415	376	707	499	270	359	168	1083	829	320	462	838	293	981	492	1323	434	1572	374	1031	339	835	252	794	347	924									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20350	1150	1200	1250	1700	1100	600	400	350	300	550	400	200	300	150	850	650	250	350	650	250	750	400	1050	350	1250	300	800	300	650	200	650	300	700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12618	763	652	790	868	677	357	187	200	209	375	213	116	211	83	426	579	101	281	499	179	540	230	604	239	749	201	623	186	378	120	412	176	394									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	970	37	32	42	50	30	16	19	10	19	35	33	9	9	10	46	44	7	37	32	9	33	15	42	21	61	18	66	19	68	6	57	18	20									
6	Число погашенных избирательных бюллетеней	6762	350	516	418	782	393	227	194	140	72	140	154	75	80	57	378	27	142	32	119	62	177	155	404	90	440	81	111	95	204	74	181	106	286									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	970	37	32	42	50	30	16	19	10	19	35	33	9	9	10	46	44	7	37	32	9	33	15	42	21	61	18	66	19	68	6	57	18	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12618	763	652	790	868	677	357	187	200	209	375	213	116	211	83	426	579	101	281	499	179	540	230	604	239	749	201	623	186	378	120	412	176	394									
9	Число недействительных избирательных бюллетеней	287	15	13	9	18	16	5	2	4	4	8	4	3	4	0	25	10	3	10	7	8	8	2	14	4	18	6	14	1	4	2	21	2	23									
10	Число действительных избирательных бюллетеней	13301	785	671	823	900	691	368	204	206	224	402	242	122	216	93	447	613	105	308	524	180	565	243	632	256	792	213	675	204	442	124	448	192	391									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	784	46	47	50	66	44	23	16	12	11	21	15	8	11	5	33	26	9	14	25	8	30	14	40	13	48	11	32	10	25	8	25	10	28									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	302	18	8	18	13	7	9	2	3	2	8	9	3	0	0	33	26	1	0	2	0	5	0	13	1	48	1	28	3	11	0	25	1	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	160	12	7	17	14	16	5	3	2	1	4	4	3	3	4	6	3	4	2	3	2	3	3	4	2	6	0	6	4	5	4	0	6	2									
14	Число погашенных неиспользованных открепительных удостоверений	482	28	39	32	53	37	14	14	9	9	13	6	5	11	5	0	0	8	14	23	8	25	14	27	12	0	10	4	7	14	8	0	9	24									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	3	4	4	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	2	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	369	27	23	19	15	6	7	4	11	7	14	5	3	9	2	13	88	10	15	7	0	10	2	12	11	11	2	4	3	8	4	9	0	8									
		2.72%	3.38%	3.36%	2.28%	1.63%	0.85%	1.88%	1.94%	5.24%	3.07%	3.41%	2.03%	2.40%	4.09%	2.15%	2.75%	14.13%	9.26%	4.72%	1.32%	0.00%	1.75%	0.82%	1.86%	4.23%	1.36%	0.91%	0.58%	1.46%	1.79%	3.17%	1.92%	0.00%	1.93%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	163	7	11	9	15	10	3	2	2	2	4	2	1	3	0	12	3	2	1	4	0	7	2	12	1	10	4	6	3	6	0	14	0	5									
		1.20%	0.88%	1.61%	1.08%	1.63%	1.41%	0.80%	0.97%	0.95%	0.88%	0.98%	0.81%	0.80%	1.36%	0.00%	2.54%	0.48%	1.85%	0.31%	0.75%	0.00%	1.22%	0.82%	1.86%	0.38%	1.23%	1.83%	0.87%	1.46%	1.35%	0.00%	2.99%	0.00%	1.21%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	107	5	3	4	14	6	5	0	2	2	2	2	0	0	2	3	3	0	1	4	0	4	4	6	4	10	5	2	4	2	2	0	2	4									
		0.79%	0.63%	0.44%	0.48%	1.53%	0.85%	1.34%	0.00%	0.95%	0.88%	0.49%	0.81%	0.00%	0.00%	2.15%	0.64%	0.48%	0.00%	0.31%	0.75%	0.00%	0.70%	1.63%	0.93%	1.54%	1.23%	2.28%	0.29%	1.95%	0.45%	1.59%	0.00%	1.03%	0.97%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10380	599	504	645	671	462	286	173	151	175	313	195	101	177	72	320	443	71	260	426	163	439	173	505	197	634	176	580	171	374	91	365	174	294									
		76.39%	74.88%	73.68%	77.52%	73.09%	65.35%	76.68%	83.98%	71.90%	76.75%	76.34%	79.27%	80.80%	80.45%	77.42%	67.80%	71.11%	65.74%	81.76%	80.23%	86.70%	76.61%	70.61%	78.17%	75.77%	78.27%	80.37%	84.18%	83.41%	83.86%	72.22%	77.83%	89.69%	71.01%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	127	7	8	1	16	10	5	4	0	3	5	0	0	3	1	7	3	0	0	2	0	4	4	7	2	2	4	13	0	4	2	4	1	5									
		0.93%	0.88%	1.17%	0.12%	1.74%	1.41%	1.34%	1.94%	0.00%	1.32%	1.22%	0.00%	0.00%	1.36%	1.08%	1.48%	0.48%	0.00%	0.00%	0.38%	0.00%	0.70%	1.63%	1.08%	0.77%	0.25%	1.83%	1.89%	0.00%	0.90%	1.59%	0.85%	0.52%	1.21%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	1	0	1	2	0	2	0	0	2	0	0	0	0	0	1	1	2	0	3	0	0	1	2	0	3	0	1	1	2	2	4	0	0									
		0.23%	0.13%	0.00%	0.12%	0.22%	0.00%	0.54%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.16%	1.85%	0.00%	0.56%	0.00%	0.00%	0.41%	0.31%	0.00%	0.37%	0.00%	0.15%	0.49%	0.45%	1.59%	0.85%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1033	72	63	91	76	96	41	15	26	23	30	16	5	14	5	32	28	1	13	52	6	46	14	40	15	64	6	34	14	25	8	28	4	30									
		7.60%	9.00%	9.21%	10.94%	8.28%	13.58%	10.99%	7.28%	12.38%	10.09%	7.32%	6.50%	4.00%	6.36%	5.38%	6.78%	4.49%	0.93%	4.09%	9.79%	3.19%	8.03%	5.71%	6.19%	5.77%	7.90%	2.74%	4.93%	6.83%	5.61%	6.35%	5.97%	2.06%	7.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	71	0	3	2	8	9	0	0	0	0	1	0	0	0	1	7	0	0	1	2	0	5	0	5	2	2	0	10	0	2	1	3	0	7									
		0.52%	0.00%	0.44%	0.24%	0.87%	1.27%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	1.08%	1.48%	0.00%	0.00%	0.31%	0.38%	0.00%	0.87%	0.00%	0.77%	0.77%	0.25%	0.00%	1.45%	0.00%	0.45%	0.79%	0.64%	0.00%	1.69%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	46	4	3	1	3	2	0	0	1	0	2	3	1	1	0	2	1	0	0	0	1	3	1	2	1	3	4	2	0	5	0	0	0	0									
		0.34%	0.50%	0.44%	0.12%	0.33%	0.28%	0.00%	0.00%	0.48%	0.00%	0.49%	1.22%	0.80%	0.45%	0.00%	0.42%	0.16%	0.00%	0.00%	0.00%	0.53%	0.52%	0.41%	0.31%	0.38%	0.37%	1.83%	0.29%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	2	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	2	3	1	0	2	0	0	0	1									
		0.13%	0.00%	0.29%	0.00%	0.00%	0.00%	0.27%	0.00%	0.48%	0.00%	0.00%	0.00%	0.80%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.15%	0.38%	0.25%	1.37%	0.15%	0.00%	0.45%	0.00%	0.00%	0.00%	0.24%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	92	8	5	5	15	5	1	0	0	0	1	0	0	0	0	2	8	0	4	1	6	3	1	2	1	3	1	10	2	2	1	1	1	3									
		0.68%	1.00%	0.73%	0.60%	1.63%	0.71%	0.27%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.42%	1.28%	0.00%	1.26%	0.19%	3.19%	0.52%	0.41%	0.31%	0.38%	0.37%	0.46%	1.45%	0.98%	0.45%	0.79%	0.21%	0.52%	0.72%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	505	35	37	29	44	31	12	2	9	4	16	12	6	4	4	40	16	2	11	15	0	25	14	28	14	27	4	9	4	4	5	18	4	20									
		3.72%	4.38%	5.41%	3.49%	4.79%	4.38%	3.22%	0.97%	4.29%	1.75%	3.90%	4.88%	4.80%	1.82%	4.30%	8.47%	2.57%	1.85%	3.46%	2.82%	0.00%	4.36%	5.71%	4.33%	5.38%	3.33%	1.83%	1.31%	1.95%	0.90%	3.97%	3.84%	2.06%	4.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	2	0	2	2	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	3	0	0	0	3	1	0	0	0									
		0.15%	0.25%	0.00%	0.24%	0.22%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.21%	0.00%	0.93%	0.31%	0.00%	0.00%	0.17%	0.00%	0.15%	0.38%	0.37%	0.00%	0.00%	0.00%	0.67%	0.79%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	338	18	9	14	19	54	4	4	3	6	14	6	4	4	6	7	19	16	1	8	4	17	27	9	6	18	4	3	2	3	7	2	6	14									
		2.49%	2.25%	1.32%	1.68%	2.07%	7.64%	1.07%	1.94%	1.43%	2.63%	3.41%	2.44%	3.20%	1.82%	6.45%	1.48%	3.05%	14.81%	0.31%	1.51%	2.13%	2.97%	11.02%	1.39%	2.31%	2.22%	1.83%	0.44%	0.98%	0.67%	5.56%	0.43%	3.09%	3.38%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
