Выборы Президента Российской Федерации																																																									
Дата голосования: 02.03.2008																																																									
																																																									
"Наименование Избирательной комиссии:    Кемерово, Заводская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
	Число участковых избирательных комиссий	50																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																							
																																																									
		Сумма	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227					
1	"Число избирателей, включенных в списки избирателей"	99886	409	1997	1487	1138	2026	2327	2104	2769	2457	2081	1893	2797	2902	1740	1691	2363	2538	2257	2065	2202	2304	1960	2584	2787	2255	2610	2667	2727	2168	2350	2683	2537	2209	1026	73	1842	791	2444	2002	1394	2862	2058	1777	1005	1427	1589	1810	1930	1100	1672					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	96000	500	1900	1400	1700	1800	2200	2000	2500	2200	1900	1900	2600	2700	1700	1600	2200	2300	2000	1700	2300	2200	2200	2400	2500	2700	2500	2600	2600	2100	2200	2600	2400	2100	1200	100	1700	700	2200	2100	1300	2600	2000	1600	1000	1300	1500	1700	1900	1200	1700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	72488	405	1130	1348	1019	1311	1537	1304	1921	1539	1561	1836	1817	1918	1108	1175	1549	1648	1505	1443	1579	1603	1365	1966	1991	1491	2026	1943	2067	1474	1667	2504	1734	1521	1026	65	1593	567	1721	1570	1063	2062	1587	1400	794	854	1193	1313	1580	871	1224					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3969	0	188	46	119	102	73	65	83	55	64	57	33	42	93	86	105	78	88	5	73	78	50	76	144	181	65	86	67	101	89	22	53	33	0	8	14	72	75	110	41	82	126	100	89	172	163	77	85	127	128					
6	Число погашенных избирательных бюллетеней	19543	95	582	6	562	387	590	631	496	606	275	7	750	740	499	339	546	574	407	252	648	519	785	358	365	1028	409	571	466	525	444	74	613	546	174	27	93	61	404	420	196	456	287	100	117	274	144	310	235	202	348					
