Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Зольская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52					
1	"Число избирателей, внесенных в списки"	28736	2382	2391	590	1363	1077	399	180	934	810	1522	1165	711	2377	1960	2431	2381	489	2139	1296	1117	1022					
2	"Число бюллетеней, полученных участковыми комиссиями"	28621	2349	2371	587	1352	1069	398	177	928	805	1510	1171	707	2392	1945	2460	2361	477	2137	1289	1109	1027					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23267	1955	1797	448	1122	844	348	95	627	556	1339	1014	515	2112	1777	2135	2114	402	1476	897	871	823					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2689	263	235	89	130	69	15	37	300	31	108	150	136	114	85	84	100	38	363	154	36	152					
6	Число погашенных бюллетеней	2665	131	339	50	100	156	35	45	1	218	63	7	56	166	83	241	147	37	298	238	202	52					
7	Число бюллетеней в переносных ящиках для голосования	2689	263	235	89	130	69	15	37	300	31	108	150	136	114	85	84	100	38	363	154	36	152					
8	Число бюллетеней в стационарных ящиках для голосования	23267	1955	1797	448	1122	844	348	95	627	556	1339	1014	515	2112	1777	2135	2114	402	1476	897	871	823					
9	Число недействительных бюллетеней	21	0	0	0	0	0	3	1	11	0	0	0	6	0	0	0	0	0	0	0	0	0					
10	Число действительных бюллетеней	25935	2218	2032	537	1252	913	360	131	916	587	1447	1164	645	2226	1862	2219	2214	440	1839	1051	907	975					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	170	9	9	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	0	0	0	1	1	0	0	0	1	4	3	0	8	8	3	0	0	8	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	0	0	0	3	3	0	0	0	1	1	0	0	0	0	0	12	0	0	0	3	0					
14	Число погашенных открепительных удостоверений	131	9	9	8	7	7	8	8	8	7	4	5	8	0	0	5	8	8	0	6	8	8					
15	Число открепительных удостоверений выданных ТИК	19	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	12	0	0	0	3	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	16	0	8	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	21	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	15	0					
		0.08%	0.0%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.65%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	780	0	68	1	27	34	5	6	38	34	60	68	0	203	50	43	43	10	40	30	0	20					
		3.00%	0.0%	3.34%	0.18%	2.15%	3.72%	1.37%	4.54%	4.09%	5.79%	4.14%	5.84%	0.0%	9.11%	2.68%	1.93%	1.94%	2.27%	2.17%	2.85%	0.0%	2.05%					
28	"11. ""Истинные патриоты России"""	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	67	0	2	0	0	7	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0					
		0.25%	0.0%	0.09%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.76%					
37	"20. ""Политическая партия ""Единая Россия"""	23621	1999	1843	526	1214	831	344	116	788	528	1346	1040	590	1892	1676	1998	1992	396	1747	1021	857	877					
		91.00%	90.12%	90.69%	97.95%	96.96%	91.01%	94.76%	87.87%	85.00%	89.94%	93.02%	89.34%	90.62%	84.99%	90.01%	90.04%	89.97%	89.99%	94.99%	97.14%	94.48%	89.94%					
38	"21. ""Российская Конституционно-демократическая партия"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1308	200	104	10	11	41	11	9	29	23	41	50	41	131	78	178	179	34	52	0	35	51					
		5.03%	9.01%	5.11%	1.86%	0.87%	4.49%	3.03%	6.81%	3.12%	3.91%	2.83%	4.29%	6.29%	5.88%	4.18%	8.02%	8.08%	7.72%	2.82%	0.0%	3.85%	5.23%					
																												
41	Против всех	67	4	1	0	0	0	0	0	60	0	0	0	2	0	0	0	0	0	0	0	0	0					
		0.25%	0.18%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	6.47%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
