Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Верхнедонская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16152	84	136	178	574	126	122	2835	1492	749	615	287	123	82	1127	83	460	145	199	114	869	154	167	1277	386	83	197	424	94	158	377	207	63	158	639	124	729	158	357									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16467	83	137	184	574	129	123	2873	1520	764	642	293	124	85	1143	87	479	148	203	124	881	167	175	1291	404	85	201	440	95	158	394	210	64	159	647	130	733	159	359									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11358	57	92	120	387	80	70	2192	1075	529	386	210	92	64	827	54	346	86	147	68	600	100	113	949	246	64	107	239	78	110	190	141	53	128	400	102	531	111	214									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1413	12	6	17	48	18	16	104	69	64	110	37	18	7	46	12	24	22	29	22	120	35	31	81	94	13	31	49	8	25	45	25	5	3	57	0	35	24	51									
6	Число погашенных избирательных бюллетеней	3696	14	39	47	139	31	37	577	376	171	146	46	14	14	270	21	109	40	27	34	161	32	31	261	64	8	63	152	9	23	159	44	6	28	190	28	167	24	94									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1413	12	6	17	48	18	16	104	69	64	110	37	18	7	46	12	24	22	29	22	120	35	31	81	94	13	31	49	8	25	45	25	5	3	57	0	35	24	51									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11358	57	92	120	387	80	70	2192	1075	529	386	210	92	64	827	54	346	86	147	68	600	100	113	949	246	64	107	239	78	110	190	141	53	128	400	102	531	111	214									
9	Число недействительных избирательных бюллетеней	136	0	0	0	1	7	2	27	27	4	8	2	1	0	3	0	0	0	0	5	6	1	0	5	0	1	5	8	0	2	4	10	1	0	3	3	0	0	0									
10	Число действительных избирательных бюллетеней	12635	69	98	137	434	91	84	2269	1117	589	488	245	109	71	870	66	370	108	176	85	714	134	144	1025	340	76	133	280	86	133	231	156	57	131	454	99	566	135	265									
