Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Краснооктябрьская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054					
1	"Число избирателей, внесенных в списки избирателей"	9974	153	130	1207	594	396	171	114	253	160	154	112	104	382	809	387	231	103	88	142	436	385	1577	215	199	124	238	178	445	487					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9708	147	126	1100	600	390	167	113	256	164	156	110	102	382	813	392	233	102	91	141	440	390	1400	211	201	124	240	177	440	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5546	98	64	568	262	221	96	67	166	99	87	67	54	204	474	198	119	51	51	85	276	224	903	123	138	70	163	107	242	269					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	415	13	3	9	6	22	11	6	19	17	6	13	14	8	22	23	53	8	10	10	9	18	44	14	12	11	4	2	16	12					
6	Число погашенных избирательных бюллетеней	3747	36	59	523	332	147	60	40	71	48	63	30	34	170	317	171	61	43	30	46	155	148	453	74	51	43	73	68	182	219					
7	Число избирательных бюллетеней в переносных ящиках для голосования	415	13	3	9	6	22	11	6	19	17	6	13	14	8	22	23	53	8	10	10	9	18	44	14	12	11	4	2	16	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5546	98	64	568	262	221	96	67	166	99	87	67	54	204	474	198	119	51	51	85	276	224	903	123	138	70	163	107	242	269					
9	Число недействительных избирательных бюллетеней	100	0	2	13	11	1	2	0	0	0	1	0	0	5	2	2	0	0	0	1	8	2	22	3	2	3	6	3	5	6					
10	Число действительных избирательных бюллетеней	5861	111	65	564	257	242	105	73	185	116	92	80	68	207	494	219	172	59	61	94	277	240	925	134	148	78	161	106	253	275					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	261	10	10	5	5	10	10	10	5	10	10	10	10	10	5	5	15	10	3	10	5	5	38	5	5	10	10	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	36	0	0	1	3	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	1	22	1	0	0	1	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	44	1	1	1	1	2	1	1	2	1	0	2	1	4	2	1	1	1	2	1	0	2	6	3	3	0	0	1	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	225	10	10	4	2	9	10	10	4	9	10	10	10	10	5	5	15	10	0	10	5	4	16	4	5	10	9	10	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	194	1	3	15	6	3	1	0	12	6	3	3	2	2	23	26	1	3	0	2	10	9	24	4	5	2	5	6	0	17					
		3.25%	0.90%	4.48%	2.60%	2.24%	1.23%	0.93%	0.00%	6.49%	5.17%	3.23%	3.75%	2.94%	0.94%	4.64%	11.76%	0.58%	5.08%	0.00%	2.11%	3.51%	3.72%	2.53%	2.92%	3.33%	2.47%	2.99%	5.50%	0.00%	6.05%					
