Выборы Президента Российской Федерации																																																																																											
Дата голосования: 04.03.2012																																																																																											
																																																																																											
Наименование Избирательной комиссии:    Хабаровск, Индустриальная																																																																																											
																																																																																											
Сводная таблица итогов голосования																																																																																											
																																																																																											
	Число участковых избирательных комиссий	80																																																																																									
	Число участковых избирательных комиссий, приступивших к передаче сведений	80																																																																																									
																																																																																											
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №393									
1	Число избирателей, включенных в список избирателей	159797	2211	1770	1650	1668	219	390	2290	1451	2563	1762	1994	2513	2434	2269	2625	2087	2363	1455	2144	2221	2396	2306	2848	2384	1995	2750	2020	2093	1750	1572	2084	100	2334	2304	2683	2068	2779	1719	2673	2211	1756	2384	2094	2513	2049	2313	1953	2200	2746	2160	2283	2490	1959	1520	2051	2035	1925	2389	769	32	1813	2283	2368	2822	2302	1177	1641	320	2751	2767	2095	2589	2615	1473	300	1038	1324	2288	2491	2571									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	154666	2100	1700	1500	1600	219	394	2200	1300	2500	1600	1900	2400	2400	2200	2300	2000	2300	1400	2100	2100	2300	2200	2800	2400	1900	2700	1900	2000	1600	1500	2000	100	2300	2300	2600	2000	2700	1600	2600	2100	1700	2300	2000	2500	2000	2200	1800	2100	2700	2100	2200	2400	1900	2300	2000	1900	1800	2300	700	34	1700	2200	2300	2700	2100	1100	1500	319	2700	2800	2200	2600	2500	1400	300	1000	1200	2300	2500	2500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	92109	1415	1107	1025	1048	68	332	1375	897	1617	1044	1180	1414	1392	1291	1467	1349	1578	783	1390	1280	1356	1380	1670	1572	1097	1794	927	1195	914	774	1266	47	1126	1028	1253	1106	1565	954	1452	1132	897	1574	1219	1395	1171	1246	1098	1178	1195	1146	1252	1381	1140	1495	1353	1448	1022	1430	440	32	809	1356	1223	1512	1420	455	632	177	1339	1546	1985	1379	1373	773	171	729	861	1561	1504	1532									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	5061	30	27	37	28	150	58	33	66	35	51	37	44	32	44	73	20	50	47	43	36	29	48	61	27	61	72	55	229	43	25	56	53	34	71	73	99	50	31	72	74	269	115	66	51	20	200	70	81	85	76	59	97	43	25	44	50	78	33	35	0	65	46	49	26	54	194	136	142	152	69	91	43	67	56	13	17	11	48	60	21									
6	Число погашенных избирательных бюллетеней	57496	655	566	438	524	1	4	792	337	848	505	683	942	976	865	760	631	672	570	667	784	915	772	1069	801	742	834	918	576	643	701	678	0	1140	1201	1274	795	1085	615	1076	894	534	611	715	1054	809	754	632	841	1420	878	889	922	717	780	603	402	700	837	225	2	826	798	1028	1162	626	451	732	0	1209	1185	124	1178	1060	571	116	254	328	691	936	947									
