Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Лескенская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63					
1	"Число избирателей, внесенных в списки"	16646	2300	2300	1647	510	446	124	2006	1982	851	2126	2354					
2	"Число бюллетеней, полученных участковыми комиссиями"	16387	2300	2290	1647	510	447	130	1916	1902	851	2126	2268					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11869	1971	1813	1133	373	258	100	1717	1685	642	1007	1170					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	634	20	21	134	38	24	4	194	120	30	29	20					
6	Число погашенных бюллетеней	3884	309	456	380	99	165	26	5	97	179	1090	1078					
7	Число бюллетеней в переносных ящиках для голосования	634	20	21	134	38	24	4	194	120	30	29	20					
8	Число бюллетеней в стационарных ящиках для голосования	11869	1971	1813	1133	373	258	100	1717	1685	642	1007	1170					
9	Число недействительных бюллетеней	184	0	61	7	24	27	0	0	0	65	0	0					
10	Число действительных бюллетеней	12319	1991	1773	1260	387	255	104	1911	1805	607	1036	1190					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	12	12	5	6	6	5	12	12	6	12	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	35	7	6	0	0	0	0	4	4	0	11	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	20	7	3	0	1	0	0	5	1	2	0	1					
14	Число погашенных открепительных удостоверений	65	5	6	5	6	6	5	8	8	6	1	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
