Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Гурьевская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106					
1	"Число избирателей, внесенных в списки избирателей"	41346	2553	2989	3155	1477	696	540	584	1257	875	321	989	432	561	528	583	1025	725	2613	3227	2357	797	760	1503	769	3001	1403	839	1039	1426	1810	512					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31805	1900	2200	2300	1000	600	450	500	1000	700	250	800	350	450	400	450	750	550	2000	2300	2000	700	600	1100	605	2300	1100	650	800	1200	1400	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23648	1504	1697	1792	858	277	438	329	778	497	217	527	264	295	312	314	679	517	1489	1714	1260	356	497	740	426	1628	922	514	555	1026	873	353					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	515	20	23	15	12	12	6	17	23	30	13	31	7	3	4	11	11	10	28	11	20	15	44	18	38	7	50	7	11	14	4	0					
6	Число погашенных избирательных бюллетеней	7642	376	480	493	130	311	6	154	199	173	20	242	79	152	84	125	60	23	483	575	720	329	59	342	141	665	128	129	234	160	523	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	515	20	23	15	12	12	6	17	23	30	13	31	7	3	4	11	11	10	28	11	20	15	44	18	38	7	50	7	11	14	4	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23631	1504	1697	1788	858	277	438	329	778	497	217	527	264	295	312	314	679	517	1489	1702	1260	356	497	739	426	1628	922	514	555	1026	873	353					
9	Число недействительных избирательных бюллетеней	215	12	18	20	7	0	5	0	8	9	0	12	1	3	3	2	0	7	11	12	15	4	3	4	1	22	6	6	3	8	10	3					
10	Число действительных избирательных бюллетеней	23931	1512	1702	1783	863	289	439	346	793	518	230	546	270	295	313	323	690	520	1506	1701	1265	367	538	753	463	1613	966	515	563	1032	867	350					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	267	15	10	10	10	5	5	5	10	5	5	10	5	5	5	5	10	5	19	11	15	5	5	10	7	10	10	5	10	10	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	195	15	5	10	6	2	5	5	9	2	5	6	5	0	2	2	0	0	19	11	6	2	1	10	7	10	10	3	7	5	15	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	726	44	21	30	45	3	2	0	32	52	36	48	4	5	3	1	5	6	29	46	37	1	35	121	0	5	16	1	46	5	43	4					
14	Число погашенных неиспользованных открепительных удостоверений	72	0	5	0	4	3	0	0	1	3	0	4	0	5	3	3	10	5	0	0	9	3	4	0	0	0	0	2	3	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	333	16	24	19	12	10	5	5	13	7	5	11	8	9	4	9	8	6	21	30	17	0	4	11	11	19	16	6	6	7	12	2					
