Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
"Наименование Избирательной комиссии:    Калининград, Центральная"																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322					
1	"Число избирателей, внесенных в списки избирателей"	63341	2195	2714	2702	2798	2632	1825	2197	1857	2254	1814	2335	2069	1227	2838	2510	2485	2741	3011	2268	2646	2498	1324	2317	2959	2448	2611	1464	602					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	49700	1750	2100	2100	2100	2100	1450	1750	1600	1700	1400	1850	1600	1000	2200	2000	2000	2200	2250	1800	2100	1850	1100	1850	2000	1900	2050	1100	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	37269	1098	1570	1548	1594	1514	1139	1341	1187	1312	1111	1445	1233	758	1677	1561	1674	1628	1767	1293	1320	1421	687	1407	1453	1511	1541	884	595					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	706	17	38	33	26	16	33	20	24	69	25	18	15	16	18	53	18	23	73	16	16	22	13	30	21	24	12	17	0					
6	Число погашенных избирательных бюллетеней	11721	635	492	519	480	570	278	389	389	319	264	387	352	226	505	386	308	549	410	491	764	407	400	413	526	365	493	199	205					
7	Число избирательных бюллетеней в переносных ящиках для голосования	706	17	38	33	26	16	33	20	24	69	25	18	15	16	18	53	18	23	73	16	16	22	13	30	21	24	12	17	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37178	1098	1563	1548	1594	1514	1134	1339	1187	1312	1109	1443	1233	758	1677	1558	1674	1624	1717	1293	1320	1419	684	1407	1447	1510	1538	883	595					
9	Число недействительных избирательных бюллетеней	521	13	44	12	20	32	11	10	17	17	11	32	10	16	25	19	32	13	23	11	24	9	8	16	7	25	10	21	33					
10	Число действительных избирательных бюллетеней	37363	1102	1557	1569	1600	1498	1156	1349	1194	1364	1123	1429	1238	758	1670	1592	1660	1634	1767	1298	1312	1432	689	1421	1461	1509	1540	879	562					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	593	15	20	27	22	46	15	20	15	20	15	25	10	15	35	20	20	21	25	25	20	22	13	20	20	21	20	46	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	529	11	20	25	22	43	9	18	15	20	14	24	10	5	35	20	20	21	22	23	20	22	7	14	11	21	18	39	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	266	9	10	7	12	7	9	13	13	9	13	11	8	6	18	20	3	8	12	6	12	4	9	6	14	15	6	6	0					
14	Число погашенных неиспользованных открепительных удостоверений	64	4	0	2	0	3	6	2	0	0	1	1	0	10	0	0	0	0	3	2	0	0	6	6	9	0	2	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	691	26	32	35	26	21	21	31	24	23	34	25	22	18	26	47	26	33	27	21	19	24	14	18	16	38	27	13	4					
		1.82%	2.33%	1.99%	2.21%	1.60%	1.37%	1.80%	2.28%	1.98%	1.67%	2.99%	1.71%	1.76%	2.33%	1.53%	2.92%	1.54%	2.00%	1.51%	1.60%	1.42%	1.67%	2.01%	1.25%	1.09%	2.48%	1.74%	1.44%	0.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1171	48	48	47	76	80	32	70	39	37	52	51	39	27	53	35	37	30	58	47	24	43	20	34	33	40	41	18	12					
