Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
"Наименование Избирательной комиссии:    Калининград, Центральная"																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322					
1	"Число избирателей, внесенных в список избирателей"	99693	2309	2132	2774	2156	2314	2207	2429	2331	2793	2837	2224	2223	2003	2143	2317	1208	939	2596	2621	2788	2654	2387	1304	2103	1783	2127	1732	2645	2382	1500	2270	2503	1709	2183	2828	2875	2946	2581	1323	1840	2726	2503	2560	2587	298					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	86550	2000	2000	2500	2000	2000	2000	2000	2000	2500	2500	2000	2000	1700	2000	2000	1000	750	2500	2500	2500	2500	2000	1000	2000	1500	1800	1500	2200	2000	1000	2000	2000	1500	2000	2500	2500	2500	2000	1000	1500	2500	2000	2000	2300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	52131	1264	1166	1375	1018	1038	1180	1261	1251	1442	1223	1087	1124	997	985	1143	785	648	1259	1500	1454	1429	1243	738	1167	1051	1167	985	1463	1246	906	1256	1451	830	1221	1569	1481	1268	1343	602	864	1306	1342	1395	1314	294					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	940	30	34	34	15	13	11	25	17	19	8	51	9	27	5	12	5	0	16	35	124	19	18	13	13	10	15	24	29	33	15	14	19	11	19	85	26	15	16	9	14	8	14	6	5	0					
6	Число погашенных избирательных бюллетеней	33474	706	800	1090	967	949	809	714	732	1037	1269	862	867	676	1010	845	210	102	1225	965	922	1052	739	249	820	439	618	491	708	721	79	730	530	659	760	845	993	1217	641	389	622	1185	644	599	981	6					
7	Число избирательных бюллетеней в переносных ящиках для голосования	940	30	34	34	15	13	11	25	17	19	8	51	9	27	5	12	5	0	16	35	124	19	18	13	13	10	15	24	29	33	15	14	19	11	19	85	26	15	16	9	14	8	14	6	5	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	52062	1264	1166	1373	1018	1038	1179	1260	1251	1431	1223	1087	1124	995	985	1143	785	647	1259	1500	1450	1427	1243	738	1167	1049	1161	984	1461	1246	904	1255	1451	830	1221	1557	1478	1265	1337	602	864	1306	1340	1393	1311	294					
9	Число недействительных избирательных бюллетеней	871	21	29	33	22	15	14	21	17	35	20	9	18	15	23	16	13	24	14	23	30	25	26	15	20	15	15	13	25	24	9	25	22	25	17	19	25	19	17	11	14	17	13	22	23	3					
10	Число действительных избирательных бюллетеней	52131	1273	1171	1374	1011	1036	1176	1264	1251	1415	1211	1129	1115	1007	967	1139	777	623	1261	1512	1544	1421	1235	736	1160	1044	1161	995	1465	1255	910	1244	1448	816	1223	1623	1479	1261	1336	600	864	1297	1341	1377	1293	291					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1088	20	20	20	20	21	20	25	30	25	20	20	30	32	38	20	20	5	30	20	32	35	20	20	20	20	40	20	30	20	20	20	20	35	20	40	20	35	35	20	20	20	20	20	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	954	19	15	18	19	21	20	25	29	21	14	20	30	29	36	14	16	0	30	15	32	26	20	14	16	19	24	16	28	19	12	19	20	30	16	34	20	35	34	13	14	16	18	19	49	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	668	16	14	22	17	10	12	12	33	9	7	5	33	10	2	17	8	26	9	15	15	13	16	8	17	16	28	21	9	15	21	17	20	11	14	24	12	24	9	6	12	11	5	20	7	20					
14	Число погашенных неиспользованных открепительных удостоверений	134	1	5	2	1	0	0	0	1	4	6	0	0	3	2	6	4	5	0	5	0	9	0	6	4	1	16	4	2	1	8	1	0	5	4	6	0	0	1	7	6	4	2	1	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	5	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8181	200	194	219	153	184	184	173	187	213	196	145	155	133	118	200	86	70	189	234	229	251	192	124	202	185	162	166	278	193	139	247	242	149	219	297	274	212	187	119	117	150	204	211	177	22					
		15.44%	15.46%	16.17%	15.57%	14.81%	17.51%	15.46%	13.46%	14.75%	14.69%	15.92%	12.74%	13.68%	13.01%	11.92%	17.32%	10.89%	10.82%	14.82%	15.24%	14.55%	17.36%	15.23%	16.51%	17.12%	17.47%	13.78%	16.47%	18.66%	15.09%	15.13%	19.46%	16.46%	17.72%	17.66%	18.09%	18.22%	16.56%	13.82%	19.48%	13.33%	11.42%	15.07%	15.08%	13.45%	7.48%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7204	169	145	172	148	141	154	162	198	211	178	176	161	162	165	136	93	174	186	162	197	165	173	75	125	99	147	131	156	166	102	166	184	126	116	179	199	179	207	82	143	255	204	221	220	94					
		13.59%	13.06%	12.08%	12.22%	14.33%	13.42%	12.94%	12.61%	15.62%	14.55%	14.46%	15.47%	14.21%	15.85%	16.67%	11.77%	11.77%	26.89%	14.59%	10.55%	12.52%	11.41%	13.72%	9.99%	10.59%	9.35%	12.50%	12.99%	10.47%	12.98%	11.10%	13.08%	12.52%	14.98%	9.35%	10.90%	13.23%	13.98%	15.30%	13.42%	16.29%	19.41%	15.07%	15.80%	16.72%	31.97%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1423	28	36	52	30	29	20	22	37	47	26	21	20	21	26	32	21	13	34	49	47	44	42	11	38	40	37	21	35	16	29	38	49	25	45	33	39	37	37	13	31	24	36	51	34	7					
		2.68%	2.16%	3.00%	3.70%	2.90%	2.76%	1.68%	1.71%	2.92%	3.24%	2.11%	1.85%	1.77%	2.05%	2.63%	2.77%	2.66%	2.01%	2.67%	3.19%	2.99%	3.04%	3.33%	1.46%	3.22%	3.78%	3.15%	2.08%	2.35%	1.25%	3.16%	2.99%	3.33%	2.97%	3.63%	2.01%	2.59%	2.89%	2.73%	2.13%	3.53%	1.83%	2.66%	3.65%	2.58%	2.38%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16356	396	366	417	293	315	407	423	388	412	377	344	400	337	331	368	203	149	355	465	499	480	380	252	370	350	389	327	462	435	307	375	483	236	374	535	437	364	448	189	279	340	445	455	390	9					
		30.86%	30.60%	30.50%	29.64%	28.36%	29.97%	34.20%	32.92%	30.60%	28.41%	30.63%	30.23%	35.30%	32.97%	33.43%	31.86%	25.70%	23.03%	27.84%	30.29%	31.70%	33.20%	30.13%	33.56%	31.36%	33.05%	33.08%	32.44%	31.01%	34.01%	33.41%	29.55%	32.86%	28.06%	30.16%	32.58%	29.06%	28.44%	33.11%	30.93%	31.78%	25.88%	32.87%	32.52%	29.64%	3.06%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5047	177	135	172	119	104	129	136	112	172	104	78	66	72	48	131	42	20	133	182	159	159	176	82	157	137	116	134	142	142	71	140	108	71	129	143	178	85	112	49	79	97	85	89	73	2					
		9.52%	13.68%	11.25%	12.22%	11.52%	9.90%	10.84%	10.58%	8.83%	11.86%	8.45%	6.85%	5.83%	7.05%	4.85%	11.34%	5.32%	3.09%	10.43%	11.86%	10.10%	10.99%	13.96%	10.92%	13.31%	12.94%	9.86%	13.29%	9.53%	11.10%	7.73%	11.03%	7.35%	8.44%	10.40%	8.71%	11.84%	6.64%	8.28%	8.02%	8.99%	7.38%	6.28%	6.36%	5.55%	0.68%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13447	288	282	329	254	255	270	337	321	341	318	356	303	272	273	264	324	192	357	408	399	309	260	186	246	222	298	205	378	292	258	274	366	203	331	424	342	369	335	142	203	420	358	344	386	153					
