Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Курская  - 109																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №576	УИК №577	УИК №578	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №600	УИК №601	УИК №602	УИК №609	УИК №610	УИК №611	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18110	196	339	442	176	621	420	788	505	1538	2073	298	340	803	943	457	506	121	401	345	944	1008	145	417	636	1111	1029	1361	147									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14255	152	273	350	130	484	334	638	392	1242	1583	237	275	639	738	364	398	95	315	271	727	819	121	338	506	898	734	1088	114									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6113	87	139	214	77	163	126	209	134	564	692	125	108	279	358	193	226	48	152	133	249	343	18	101	213	336	276	506	44									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1563	33	41	42	25	51	27	114	50	78	61	36	23	69	11	109	38	18	63	51	109	122	40	69	22	48	131	57	25									
6	Число погашенных избирательных бюллетеней	6579	32	93	94	28	270	181	315	208	600	830	76	144	291	369	62	134	29	100	87	369	354	63	168	271	514	327	525	45									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1563	33	41	42	25	51	27	114	50	78	61	36	23	69	11	109	38	18	63	51	109	122	40	69	22	48	131	57	25									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6105	87	139	214	77	163	126	201	134	564	692	125	108	279	358	193	226	48	152	133	249	343	18	101	213	336	276	506	44									
9	Число недействительных избирательных бюллетеней	172	6	6	9	4	1	3	5	0	11	13	6	1	5	14	8	8	5	0	1	3	14	0	4	6	11	10	18	0									
10	Число действительных избирательных бюллетеней	7496	114	174	247	98	213	150	310	184	631	740	155	130	343	355	294	256	61	215	183	355	451	58	166	229	373	397	545	69									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	189	2	5	5	2	2	2	9	5	20	26	3	7	5	10	2	4	2	4	3	7	10	2	2	5	20	5	18	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	143	1	2	1	0	2	1	7	1	18	26	1	5	3	7	0	4	0	3	0	7	8	0	2	3	20	4	16	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	285	6	12	3	1	11	2	9	13	8	29	6	3	13	24	2	22	4	12	8	43	4	2	2	9	3	20	11	3									
