Выборы Президента Российской Федерации																																																													
Дата голосования: 04.03.2012																																																													
																																																													
Наименование Избирательной комиссии:    Агрызская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	50																																																											
																																																													
		Сумма	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507									
1	Число избирателей, включенных в список избирателей	25995	870	738	787	977	713	962	729	1137	966	707	980	1172	1095	891	1131	493	158	144	212	697	747	459	191	187	149	371	517	227	537	108	478	108	299	352	239	171	189	388	228	194	330	1167	275	470	698	385	270	200	143	359									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	25441	820	760	727	882	674	877	667	1050	864	670	923	1185	1003	841	1087	498	160	147	219	704	754	464	193	190	151	372	526	237	555	111	493	110	299	364	246	185	192	394	240	203	343	1195	282	486	718	401	270	202	145	362									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	22130	750	628	671	822	550	823	599	955	749	558	799	1104	818	696	947	431	119	117	166	638	645	450	177	173	128	330	502	212	448	87	435	96	257	311	199	141	167	350	184	167	270	936	260	442	667	330	231	167	105	323									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2423	55	48	53	52	54	49	51	69	112	86	83	52	172	115	82	50	34	25	46	52	94	5	13	13	20	36	12	13	87	21	41	12	39	37	36	27	20	32	40	27	57	161	8	23	20	53	37	32	36	31									
6	Число погашенных избирательных бюллетеней	888	15	84	3	8	70	5	17	26	3	26	41	29	13	30	58	17	7	5	7	14	15	9	3	4	3	6	12	12	20	3	17	2	3	16	11	17	5	12	16	9	16	98	14	21	31	18	2	3	4	8									
