Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Новоуренгойская городская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105					
1	"Число избирателей, внесенных в списки избирателей"	70425	1444	487	293	1602	2673	2070	2134	2087	333	1483	2135	2166	2212	1421	2675	2907	472	230	509	1798	1662	2548	2603	2467	2319	2348	2652	2443	2419	2638	2626	2130	2545	1008	1792	644	352	1393	1696	1009					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	65489	1313	483	293	1461	2462	1896	1942	1896	341	1452	1972	2294	2049	1291	2569	2540	462	239	651	1697	1499	2354	2413	2300	2028	2161	2453	2264	2228	2438	2415	2006	2354	906	1641	657	343	1242	1564	920					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	51000	963	289	237	1087	2034	1407	1833	1432	233	1078	1506	1706	1478	935	1835	1825	377	174	488	1188	1158	1818	1835	2048	1640	1676	1819	1781	1779	1840	1864	1633	1844	821	1350	626	304	931	1224	904					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	240	2	0	56	3	4	4	2	4	0	3	5	8	7	6	14	7	0	0	1	14	19	4	4	3	5	4	7	4	4	1	5	4	8	5	0	0	0	16	6	1					
6	Число погашенных избирательных бюллетеней	14244	348	194	0	371	424	485	107	460	108	371	461	580	564	350	720	708	85	65	162	495	322	528	574	249	383	480	627	479	445	597	546	369	502	80	291	31	39	295	334	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	240	2	0	56	3	4	4	2	4	0	3	5	8	7	6	14	7	0	0	1	14	19	4	4	3	5	4	7	4	4	1	5	4	8	5	0	0	0	16	6	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	50969	961	289	237	1087	2034	1407	1833	1431	233	1078	1506	1706	1478	935	1832	1825	377	174	488	1188	1155	1818	1835	2048	1640	1667	1807	1780	1779	1840	1864	1633	1844	821	1350	626	304	931	1224	904					
9	Число недействительных избирательных бюллетеней	495	11	5	8	16	10	8	22	8	1	16	14	0	14	7	16	13	4	1	12	10	13	19	15	26	10	19	27	13	10	17	36	11	9	13	12	7	4	9	14	15					
10	Число действительных избирательных бюллетеней	50714	952	284	285	1074	2028	1403	1813	1427	232	1065	1497	1714	1471	934	1830	1819	373	173	477	1192	1161	1803	1824	2025	1635	1652	1787	1771	1773	1824	1833	1626	1843	813	1338	619	300	938	1216	890					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1751	30	5	0	34	61	50	58	62	9	33	50	70	50	30	64	55	6	10	10	45	37	67	80	65	62	49	70	63	56	54	70	70	80	20	23	23	2	43	55	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1665	18	2	0	34	61	50	58	62	3	32	50	70	50	30	64	51	5	5	10	45	37	67	80	65	58	49	70	62	56	54	66	59	76	14	23	23	2	40	55	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	827	7	2	0	7	9	31	52	51	3	8	16	45	21	21	18	53	63	8	6	4	5	19	11	7	13	9	11	38	11	7	5	14	7	8	15	191	2	20	6	3					
14	Число погашенных неиспользованных открепительных удостоверений	86	12	3	0	0	0	0	0	0	6	1	0	0	0	0	0	4	1	5	0	0	0	0	0	0	4	0	0	1	0	0	4	11	4	6	0	0	0	3	0	21					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	243	3	0	0	4	10	4	10	18	0	4	10	8	9	2	6	2	0	1	0	3	4	15	7	15	4	7	10	17	10	6	15	19	11	5	1	0	0	0	2	1					
16	Число утраченных избирательных бюллетеней	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
