Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Левашинская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943					
1	"Число избирателей, внесенных в списки избирателей"	40842	580	757	244	199	752	514	275	122	541	188	589	100	506	1627	295	1438	670	1274	1151	106	592	1234	1406	1904	1774	1015	803	576	439	329	1035	636	952	1143	1177	1390	1431	608	834	1346	1086	553	823	821	908	454	259	425	942	580	925	514					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40181	575	750	230	190	740	500	265	110	530	180	580	95	490	1620	280	1430	660	1265	1140	90	590	1230	1400	1900	1770	1010	800	570	435	325	1030	630	950	1140	1150	1180	1420	605	830	1340	1080	540	810	810	890	440	255	420	930	570	911	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	38697	546	724	218	181	719	477	250	107	515	175	564	90	479	1583	273	1365	642	1186	1108	86	578	1198	1314	1848	1733	907	760	553	417	306	1006	608	936	1126	1066	1119	1391	581	812	1328	1049	523	805	780	870	425	226	385	868	532	868	491					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	98	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	12	0	14	9	0	0	7	5	9	15	6	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	1386	29	26	12	9	21	23	15	3	15	5	16	5	11	29	7	53	18	65	23	4	12	25	81	43	22	97	40	17	18	19	24	22	14	14	73	59	29	24	18	12	31	17	5	30	20	15	29	35	62	38	43	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	98	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	12	0	14	9	0	0	7	5	9	15	6	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38697	546	724	218	181	719	477	250	107	515	175	564	90	479	1583	273	1365	642	1186	1108	86	578	1198	1314	1848	1733	907	760	553	417	306	1006	608	936	1126	1066	1119	1391	581	812	1328	1049	523	805	780	870	425	226	385	868	532	868	491					
9	Число недействительных избирательных бюллетеней	67	0	0	0	1	0	2	0	3	0	4	0	0	0	0	5	0	2	0	0	4	0	0	3	0	0	4	0	5	0	0	5	0	4	0	5	0	2	0	0	1	0	0	6	0	0	8	0	0	0	2	0	1					
10	Число действительных избирательных бюллетеней	38728	546	724	218	180	719	475	250	104	515	171	564	90	479	1591	268	1377	640	1200	1117	82	578	1205	1316	1857	1748	909	760	548	417	306	1001	608	932	1126	1072	1121	1389	581	812	1327	1049	523	799	780	870	417	226	385	868	530	868	490					
