Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Новолялинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645					
1	"Число избирателей, внесенных в списки избирателей"	19029	1300	2400	1360	1266	1008	1185	562	1109	730	776	1551	1954	711	928	513	138	59	260	84	246	194	167	153	82	293					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18400	1200	2250	1350	1250	1000	1200	550	1020	700	750	1500	1900	650	900	450	130	120	250	80	250	200	150	150	100	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9465	594	1359	742	521	456	585	293	522	342	341	749	956	260	389	306	74	59	154	46	146	111	111	108	72	169					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	894	79	86	21	90	22	20	14	97	23	55	75	63	56	43	40	0	0	22	0	17	5	9	6	10	41					
6	Число погашенных избирательных бюллетеней	8041	527	805	587	639	522	595	243	401	335	354	676	881	334	468	104	56	61	74	34	87	84	30	36	18	90					
7	Число избирательных бюллетеней в переносных ящиках для голосования	894	79	86	21	90	22	20	14	97	23	55	75	63	56	43	40	0	0	22	0	17	5	9	6	10	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9465	594	1359	742	521	456	585	293	522	342	341	749	956	260	389	306	74	59	154	46	146	111	111	108	72	169					
9	Число недействительных избирательных бюллетеней	99	3	13	7	6	3	7	3	5	3	7	11	22	1	3	1	0	0	1	0	0	1	1	0	0	1					
10	Число действительных избирательных бюллетеней	10260	670	1432	756	605	475	598	304	614	362	389	813	997	315	429	345	74	59	175	46	163	115	119	114	82	209					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	154	10	19	14	7	8	8	4	7	5	3	7	17	4	6	6	0	2	1	2	3	8	3	2	2	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	140	10	19	14	7	7	8	4	7	1	1	7	17	4	6	6	0	1	0	0	3	7	3	0	2	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	75	9	8	6	4	5	2	6	1	2	0	6	6	0	1	2	1	1	3	1	1	2	2	1	5	0					
14	Число погашенных неиспользованных открепительных удостоверений	14	0	0	0	0	1	0	0	0	4	2	0	0	0	0	0	0	1	1	2	0	1	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	4	3	2	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	184	15	28	14	10	8	8	18	9	1	4	11	16	1	3	6	0	0	6	0	5	7	4	3	2	5					
