Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Новолялинская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643					
1	"Число избирателей, внесенных в список избирателей"	18523	1279	2275	1317	1236	975	1214	533	1060	693	789	1571	1908	679	908	452	135	109	282	246	258	192	164	248					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18800	1250	2300	1350	1250	1000	1250	550	1050	700	800	1600	1950	700	950	450	150	100	300	250	250	200	150	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7948	533	1191	651	465	388	514	233	441	254	286	698	830	203	344	230	48	29	89	140	123	88	82	88					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	651	31	59	25	61	11	6	11	56	17	32	70	40	31	21	16	0	2	59	35	17	4	8	39					
6	Число погашенных избирательных бюллетеней	10201	686	1050	674	724	601	730	306	553	429	482	832	1080	466	585	204	102	69	152	75	110	108	60	123					
7	Число избирательных бюллетеней в переносных ящиках для голосования	651	31	59	25	61	11	6	11	56	17	32	70	40	31	21	16	0	2	59	35	17	4	8	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7947	533	1191	651	465	388	514	233	441	254	286	697	830	203	344	230	48	29	89	140	123	88	82	88					
9	Число недействительных избирательных бюллетеней	237	11	32	23	18	18	10	9	22	8	7	23	29	5	9	1	0	1	1	3	1	6	0	0					
10	Число действительных избирательных бюллетеней	8361	553	1218	653	508	381	510	235	475	263	311	744	841	229	356	245	48	30	147	172	139	86	90	127					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	188	7	21	10	10	12	10	5	10	6	10	13	15	4	9	5	5	4	7	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	141	4	19	10	9	12	3	4	6	4	9	12	12	3	7	5	1	0	5	5	1	0	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	93	7	9	4	5	2	5	2	11	7	4	7	10	3	5	1	1	2	1	5	0	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	47	3	2	0	1	0	7	1	4	2	1	1	3	1	2	0	4	4	2	0	4	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	1	0	5	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2056	154	306	165	132	86	115	52	91	66	77	213	245	64	109	29	7	4	21	39	21	19	22	19					
		23.91%	27.30%	24.48%	24.41%	25.10%	21.55%	22.12%	21.31%	18.31%	24.35%	24.21%	27.77%	28.16%	27.35%	29.86%	11.79%	14.58%	12.90%	14.19%	22.29%	15.00%	20.65%	24.44%	14.96%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1550	97	186	117	80	79	102	49	94	41	49	163	178	49	72	41	14	7	30	20	22	15	17	28					
		18.03%	17.20%	14.88%	17.31%	15.21%	19.80%	19.62%	20.08%	18.91%	15.13%	15.41%	21.25%	20.46%	20.94%	19.73%	16.67%	29.17%	22.58%	20.27%	11.43%	15.71%	16.30%	18.89%	22.05%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	93	3	12	11	1	4	6	1	4	7	3	5	8	3	6	5	0	0	5	3	3	1	0	2					
		1.08%	0.53%	0.96%	1.63%	0.19%	1.00%	1.15%	0.41%	0.80%	2.58%	0.94%	0.65%	0.92%	1.28%	1.64%	2.03%	0.00%	0.00%	3.38%	1.71%	2.14%	1.09%	0.00%	1.57%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1252	77	205	93	44	64	81	53	75	40	67	146	117	29	43	33	11	6	15	25	8	4	3	13					
		14.56%	13.65%	16.40%	13.76%	8.37%	16.04%	15.58%	21.72%	15.09%	14.76%	21.07%	19.04%	13.45%	12.39%	11.78%	13.41%	22.92%	19.35%	10.14%	14.29%	5.71%	4.35%	3.33%	10.24%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	171	12	28	14	13	6	7	3	12	3	8	29	16	2	7	0	0	0	1	1	4	0	4	1					
		1.99%	2.13%	2.24%	2.07%	2.47%	1.50%	1.35%	1.23%	2.41%	1.11%	2.52%	3.78%	1.84%	0.85%	1.92%	0.00%	0.00%	0.00%	0.68%	0.57%	2.86%	0.00%	4.44%	0.79%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3128	203	469	244	232	135	195	76	191	105	105	178	256	73	112	137	16	13	72	83	81	44	44	64					
		36.38%	35.99%	37.52%	36.09%	44.11%	33.83%	37.50%	31.15%	38.43%	38.75%	33.02%	23.21%	29.43%	31.20%	30.68%	55.69%	33.33%	41.94%	48.65%	47.43%	57.86%	47.83%	48.89%	50.39%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	111	7	12	9	6	7	4	1	8	1	2	10	21	9	7	0	0	0	3	1	0	3	0	0					
		1.29%	1.24%	0.96%	1.33%	1.14%	1.75%	0.77%	0.41%	1.61%	0.37%	0.63%	1.30%	2.41%	3.85%	1.92%	0.00%	0.00%	0.00%	2.03%	0.57%	0.00%	3.26%	0.00%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
