Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Чкаловская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388					
1	"Число избирателей, внесенных в списки избирателей"	20397	1093	1517	2388	900	2819	2713	740	858	430	704	901	192	1351	485	237	419	1648	177	457	368					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20000	1060	1450	2340	860	2755	2665	720	840	430	700	910	190	1340	470	230	420	1630	170	460	360					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9907	456	695	1245	412	1598	1572	388	405	228	215	285	65	605	197	98	194	837	70	187	155					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1426	44	108	35	43	32	44	40	33	98	199	173	43	55	53	49	40	124	42	98	73					
6	Число погашенных избирательных бюллетеней	8667	560	647	1060	405	1125	1049	292	402	104	286	452	82	680	220	83	186	669	58	175	132					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1426	44	108	35	43	32	44	40	33	98	199	173	43	55	53	49	40	124	42	98	73					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9903	456	695	1245	412	1595	1572	388	405	228	215	285	65	604	197	98	194	837	70	187	155					
9	Число недействительных избирательных бюллетеней	147	7	12	16	5	15	18	2	5	6	3	2	3	17	3	7	3	17	2	3	1					
10	Число действительных избирательных бюллетеней	11182	493	791	1264	450	1612	1598	426	433	320	411	456	105	642	247	140	231	944	110	282	227					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	500	50	50	50	30	55	55	20	20	10	10	20	10	30	10	10	10	30	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	85	1	2	11	3	17	12	1	2	7	1	4	1	8	2	0	3	6	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	87	4	3	10	4	5	14	5	7	3	6	1	0	5	7	3	4	1	1	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	415	49	48	39	27	38	43	19	18	3	9	16	9	22	8	10	7	24	10	8	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	249	12	11	24	8	24	30	6	9	6	25	13	3	12	13	2	3	31	2	7	8					
		2.20%	2.40%	1.37%	1.88%	1.76%	1.48%	1.86%	1.40%	2.05%	1.84%	6.04%	2.84%	2.78%	1.82%	5.20%	1.36%	1.28%	3.23%	1.79%	2.46%	3.51%					
19	2.Всероссийская политическая партия «Гражданская Сила»	66	4	8	11	0	12	10	1	1	1	0	3	0	3	0	1	0	10	0	0	1					
		0.58%	0.80%	0.99%	0.86%	0.00%	0.74%	0.62%	0.23%	0.23%	0.31%	0.00%	0.66%	0.00%	0.46%	0.00%	0.68%	0.00%	1.04%	0.00%	0.00%	0.44%					
20	3.Политическая партия «Демократическая партия России»	10	1	1	0	1	2	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0					
		0.09%	0.20%	0.12%	0.00%	0.22%	0.12%	0.06%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.89%	0.35%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1307	63	92	119	44	230	284	68	44	19	32	43	7	73	24	11	27	78	13	18	18					
		11.54%	12.60%	11.46%	9.30%	9.67%	14.14%	17.57%	15.89%	10.05%	5.83%	7.73%	9.39%	6.48%	11.08%	9.60%	7.48%	11.54%	8.12%	11.61%	6.32%	7.89%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	55	1	5	7	2	13	13	2	2	0	0	1	0	8	0	0	0	0	0	0	1					
		0.49%	0.20%	0.62%	0.55%	0.44%	0.80%	0.80%	0.47%	0.46%	0.00%	0.00%	0.22%	0.00%	1.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%					
23	6.Политическая партия «Партия социальной справедливости»	21	0	3	1	1	3	3	0	0	0	1	2	0	3	1	0	0	2	0	1	0					
		0.19%	0.00%	0.37%	0.08%	0.22%	0.18%	0.19%	0.00%	0.00%	0.00%	0.24%	0.44%	0.00%	0.46%	0.40%	0.00%	0.00%	0.21%	0.00%	0.35%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1102	58	77	128	59	187	148	29	38	15	34	50	11	38	24	17	26	103	8	33	19					
		9.73%	11.60%	9.59%	10.00%	12.97%	11.49%	9.16%	6.78%	8.68%	4.60%	8.21%	10.92%	10.19%	5.77%	9.60%	11.56%	11.11%	10.72%	7.14%	11.58%	8.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1279	37	85	175	53	220	224	24	30	23	43	43	6	65	32	15	15	126	16	34	13					
		11.29%	7.40%	10.59%	13.67%	11.65%	13.52%	13.86%	5.61%	6.85%	7.06%	10.39%	9.39%	5.56%	9.86%	12.80%	10.20%	6.41%	13.11%	14.29%	11.93%	5.70%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	61	3	5	5	1	11	7	2	4	2	4	2	0	3	3	1	1	4	1	0	2					
		0.54%	0.60%	0.62%	0.39%	0.22%	0.68%	0.43%	0.47%	0.91%	0.61%	0.97%	0.44%	0.00%	0.46%	1.20%	0.68%	0.43%	0.42%	0.89%	0.00%	0.88%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6965	310	501	788	274	900	869	290	302	254	270	299	78	424	150	90	157	587	69	188	165					
		61.48%	62.00%	62.39%	61.56%	60.22%	55.32%	53.77%	67.76%	68.95%	77.91%	65.22%	65.28%	72.22%	64.34%	60.00%	61.22%	67.09%	61.08%	61.61%	65.96%	72.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	67	4	3	6	7	10	9	4	3	0	1	0	0	13	0	2	2	3	0	0	0					
		0.59%	0.80%	0.37%	0.47%	1.54%	0.61%	0.56%	0.93%	0.68%	0.00%	0.24%	0.00%	0.00%	1.97%	0.00%	1.36%	0.85%	0.31%	0.00%	0.00%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
