Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Вышневолоцкая 																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190					
1	"Число избирателей, внесенных в списки избирателей"	22310	917	478	919	305	471	876	98	398	1647	343	203	327	290	902	253	347	234	352	326	102	129	418	311	198	363	1536	409	301	347	1376	257	853	268	234	1027	1787	1405	1303					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18533	750	400	750	260	400	700	95	350	1350	300	183	300	250	800	225	300	200	350	250	90	125	400	300	155	300	1250	300	250	300	1100	200	700	200	200	850	1450	1100	1050					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10770	560	276	473	122	248	399	66	131	769	154	96	129	129	489	108	160	79	236	112	53	49	237	124	84	197	748	221	173	172	636	93	473	137	114	424	805	694	600					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2052	35	32	27	74	91	106	12	94	186	37	16	61	53	35	53	30	48	54	49	18	44	115	103	51	42	129	43	18	31	46	75	19	14	8	93	42	41	27					
6	Число погашенных избирательных бюллетеней	5711	155	92	250	64	61	195	17	125	395	109	71	110	68	276	64	110	73	60	89	19	32	48	73	20	61	373	36	59	97	418	32	208	49	78	333	603	365	423					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2052	35	32	27	74	91	106	12	94	186	37	16	61	53	35	53	30	48	54	49	18	44	115	103	51	42	129	43	18	31	46	75	19	14	8	93	42	41	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10768	559	276	473	122	248	399	66	131	769	154	96	129	129	489	108	160	79	236	112	53	49	237	124	84	197	748	221	173	172	636	93	473	137	114	424	805	694	599					
9	Число недействительных избирательных бюллетеней	73	5	2	6	1	5	1	0	0	7	1	0	0	1	4	0	0	0	0	1	0	0	1	0	1	2	4	0	0	1	9	0	1	1	0	4	2	4	9					
10	Число действительных избирательных бюллетеней	12747	589	306	494	195	334	504	78	225	948	190	112	190	181	520	161	190	127	290	160	71	93	351	227	134	237	873	264	191	202	673	168	491	150	122	513	845	731	617					
