Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Вышневолоцкая 																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170					
1	"Число избирателей, внесенных в список избирателей"	20976	843	442	846	267	451	895	389	1564	280	180	311	273	864	239	333	224	297	367	118	410	296	516	1396	391	270	348	1288	231	776	252	208	1016	1757	1404	1234					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16169	650	350	650	200	350	650	300	1150	250	150	250	250	650	200	269	200	250	300	100	400	250	450	1050	300	220	300	950	200	600	200	180	750	1250	1000	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8997	381	225	348	78	188	319	140	666	118	90	114	100	351	77	152	65	166	125	40	255	130	235	775	251	187	134	469	69	364	98	94	393	748	599	453					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2198	44	20	25	55	85	133	93	114	34	16	71	49	37	50	35	23	52	63	30	136	105	155	155	48	20	26	46	62	72	26	13	93	65	61	86					
6	Число погашенных избирательных бюллетеней	4974	225	105	277	67	77	198	67	370	98	44	65	101	262	73	82	112	32	112	30	9	15	60	120	1	13	140	435	69	164	76	73	264	437	340	361					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2198	44	20	25	55	85	133	93	114	34	16	71	49	37	50	35	23	52	63	30	136	105	155	155	48	20	26	46	62	72	26	13	93	65	61	86					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8996	381	224	348	78	188	319	140	666	118	90	114	100	351	77	152	65	166	125	40	255	130	235	775	251	187	134	469	69	364	98	94	393	748	599	453					
9	Число недействительных избирательных бюллетеней	115	9	2	5	2	1	1	0	7	2	0	3	4	1	0	0	0	0	0	1	14	5	0	10	3	0	3	4	0	5	2	2	4	11	5	9					
10	Число действительных избирательных бюллетеней	11079	416	242	368	131	272	451	233	773	150	106	182	145	387	127	187	88	218	188	69	377	230	390	920	296	207	157	511	131	431	122	105	482	802	655	530					
