Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Первомайская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252					
1	"Число избирателей, внесенных в списки избирателей"	38463	652	145	72	1215	298	199	2144	1997	190	276	190	809	98	348	76	2322	3104	2163	744	2434	594	380	1031	1203	125	1440	316	347	316	905	164	164	1581	2974	691	360	330	1973	494	1304	1188	310	371	273	153					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37000	632	130	66	1210	279	191	2131	1997	179	263	186	782	100	309	70	2262	2907	2015	671	2134	548	360	991	1173	110	1416	311	312	296	857	143	156	1490	2807	1232	340	271	1903	458	1206	1103	259	353	249	142					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20859	386	96	44	640	205	144	1199	959	99	157	116	427	51	221	49	987	1577	1002	358	1223	295	205	602	666	81	872	180	178	148	493	97	104	861	1623	662	268	219	1143	266	679	579	251	194	142	111					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1268	29	8	7	46	13	0	42	64	13	12	0	24	12	15	4	39	185	67	42	62	14	11	42	28	9	46	5	26	11	34	0	0	49	55	29	12	3	79	29	33	38	0	11	18	2					
6	Число погашенных избирательных бюллетеней	14873	217	26	15	524	61	47	890	974	67	94	70	331	37	73	17	1236	1145	946	271	849	239	144	347	479	20	498	126	108	137	330	46	52	580	1129	541	60	49	681	163	494	486	8	148	89	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1268	29	8	7	46	13	0	42	64	13	12	0	24	12	15	4	39	185	67	42	62	14	11	42	28	9	46	5	26	11	34	0	0	49	55	29	12	3	79	29	33	38	0	11	18	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20845	386	96	44	640	205	144	1199	959	99	157	116	427	51	221	49	975	1577	1002	358	1223	293	205	602	666	81	872	180	178	148	493	97	104	861	1623	662	268	219	1143	266	679	579	251	194	142	111					
9	Число недействительных избирательных бюллетеней	242	6	2	0	5	1	3	12	14	2	1	2	0	0	1	2	12	15	14	4	17	4	0	2	9	1	18	3	2	5	0	6	0	13	23	9	4	1	13	4	6	1	4	0	1	0					
10	Число действительных избирательных бюллетеней	21871	409	102	51	681	217	141	1229	1009	110	168	114	451	63	235	51	1002	1747	1055	396	1268	303	216	642	685	89	900	182	202	154	527	91	104	897	1655	682	276	221	1209	291	706	616	247	205	159	113					
