Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Железногорская городская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №2198					
1	"Число избирателей, внесенных в список избирателей"	80172	2946	2401	1656	1745	2586	1907	1950	1886	2043	1847	1735	1772	1906	1900	2041	1675	1373	2592	2396	1547	1976	1708	2562	2355	2101	2473	2533	2654	2708	2908	428	2343	2086	501	539	2448	2570	2165	640	252	2318					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	78740	2700	2400	1650	1750	2350	1850	1950	1850	2000	1800	1700	1750	1900	1800	2000	1650	1300	2600	2350	1550	1950	1700	2550	2350	2100	2450	2500	2650	2700	2900	350	2300	2050	450	550	2450	2550	2150	600	240	2300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	43081	1515	1251	874	1017	1587	1168	1343	1099	1242	912	1032	951	909	920	1006	761	702	1285	1299	797	998	924	1532	1416	1204	1358	1422	1499	1543	1583	265	912	1022	231	237	1306	1388	895	250	111	1315					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	871	37	25	10	26	11	20	20	20	22	72	25	11	14	107	20	38	44	19	11	32	11	14	20	9	11	16	11	12	8	8	9	19	30	5	11	22	28	11	12	11	9					
6	Число погашенных избирательных бюллетеней	34788	1148	1124	766	707	752	662	587	731	736	816	643	788	977	773	974	851	554	1296	1040	721	941	762	998	925	885	1076	1067	1139	1149	1309	76	1369	998	214	302	1122	1134	1244	338	118	976					
7	Число избирательных бюллетеней в переносных ящиках для голосования	871	37	25	10	26	11	20	20	20	22	72	25	11	14	107	20	38	44	19	11	32	11	14	20	9	11	16	11	12	8	8	9	19	30	5	11	22	28	11	12	11	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43007	1510	1251	873	1017	1574	1168	1342	1096	1242	912	1029	949	908	914	1003	760	699	1282	1295	797	996	924	1527	1413	1204	1356	1421	1499	1543	1581	265	911	1021	230	237	1306	1387	895	250	111	1309					
9	Число недействительных избирательных бюллетеней	815	28	27	24	23	19	16	34	10	26	22	21	14	19	20	11	16	21	29	24	24	25	27	29	26	22	16	26	20	25	34	6	24	23	3	9	18	19	10	4	1	20					
10	Число действительных избирательных бюллетеней	43063	1519	1249	859	1020	1566	1172	1328	1106	1238	962	1033	946	903	1001	1012	782	722	1272	1282	805	982	911	1518	1396	1193	1356	1406	1491	1526	1555	268	906	1028	232	239	1310	1396	896	258	121	1298					
