Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Чернышевская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №837	УИК №838	УИК №839					
1	"Число избирателей, внесенных в список избирателей"	25979	1232	1057	829	1703	1514	1208	1635	308	246	720	496	512	1497	1469	369	745	822	854	352	242	180	650	301	797	369	297	721	621	187	333	210	796	1162	604	288	225	428					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26005	1226	1065	816	1716	1491	1227	1636	299	252	719	501	512	1468	1448	346	744	818	862	351	255	193	670	306	804	385	298	727	627	179	330	210	790	1166	617	285	236	430					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11734	528	321	302	656	575	609	908	138	73	221	215	185	555	599	122	330	294	538	195	135	100	392	184	314	178	101	384	383	94	220	151	348	465	383	172	136	230					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1857	20	55	33	64	50	33	73	15	53	163	61	78	29	45	53	31	49	34	15	14	12	66	23	115	24	44	101	60	19	16	17	75	127	100	47	19	24					
6	Число погашенных избирательных бюллетеней	12414	678	689	481	996	866	585	655	146	126	335	225	249	884	804	171	383	475	290	141	106	81	212	99	375	183	153	242	184	66	94	42	367	574	134	66	81	176					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1855	20	55	33	64	50	33	73	15	53	163	61	78	29	43	53	31	49	34	15	14	12	66	23	115	24	44	101	60	19	16	17	75	127	100	47	19	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11733	528	321	302	656	574	609	908	138	73	221	215	185	555	599	122	330	294	538	195	135	100	392	184	314	178	101	384	383	94	220	151	348	465	383	172	136	230					
9	Число недействительных избирательных бюллетеней	181	7	6	5	7	8	9	14	0	0	5	3	8	13	13	2	4	4	3	3	0	5	9	9	4	0	2	4	11	0	2	0	6	6	3	2	0	4					
10	Число действительных избирательных бюллетеней	13407	541	370	330	713	616	633	967	153	126	379	273	255	571	629	173	357	339	569	207	149	107	449	198	425	202	143	481	432	113	234	168	417	586	480	217	155	250					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	418	20	20	15	20	20	20	20	5	5	10	10	10	20	20	5	10	10	10	5	10	10	10	5	10	5	5	10	10	5	10	5	10	20	13	5	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	189	6	6	2	15	10	10	18	0	0	2	5	2	5	10	0	0	3	4	0	10	10	3	4	10	4	0	1	4	4	1	1	1	16	10	0	9	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	91	1	1	8	8	4	3	9	9	1	1	2	0	4	0	1	2	1	0	0	0	4	0	2	2	2	0	1	5	1	1	1	3	4	1	5	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	229	14	14	13	5	10	10	2	5	5	8	5	8	15	10	5	10	7	6	5	0	0	7	1	0	1	5	9	6	1	9	4	9	4	3	5	1	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1549	73	53	52	105	83	85	147	15	8	49	36	25	74	83	16	32	38	44	28	13	8	38	23	44	15	19	45	42	13	20	10	34	55	68	23	10	23					
		11.40%	13.32%	14.10%	15.52%	14.58%	13.30%	13.24%	14.98%	9.80%	6.35%	12.76%	13.04%	9.51%	12.67%	12.93%	9.14%	8.86%	11.08%	7.69%	13.33%	8.72%	7.14%	8.30%	11.11%	10.26%	7.43%	13.10%	9.28%	9.48%	11.50%	8.47%	5.95%	8.04%	9.29%	14.08%	10.50%	6.45%	9.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2384	106	74	64	128	125	117	174	35	30	89	50	57	112	134	27	58	50	111	47	22	12	51	21	40	40	17	47	65	25	45	28	87	98	72	28	30	68					
		17.54%	19.34%	19.68%	19.10%	17.78%	20.03%	18.22%	17.74%	22.88%	23.81%	23.18%	18.12%	21.67%	19.18%	20.87%	15.43%	16.07%	14.58%	19.41%	22.38%	14.77%	10.71%	11.14%	10.14%	9.32%	19.80%	11.72%	9.69%	14.67%	22.12%	19.07%	16.67%	20.57%	16.55%	14.91%	12.79%	19.35%	26.77%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	112	1	4	4	10	4	9	10	4	1	2	4	1	5	6	4	1	1	5	3	0	1	2	0	4	1	1	3	1	0	2	1	3	2	6	2	1	3					
